,Time,BTC_Google_Trends_Full_Name,ETH_Google_Trends_Full_Name,DOGE_Google_Trends_Full_Name,LTC_Google_Trends_Full_Name,XMR_Google_Trends_Full_Name
1614,2014-06-03,10.875,0.000454,0.84,0.423,0.00381
1615,2014-06-04,9.202,0.000718,0.869,0.327,0.00545
1616,2014-06-05,9.202,0.000567,0.93,0.323,0.0065
1617,2014-06-06,8.365,0.00139,0.886,0.296,0.00499
1618,2014-06-07,7.668,0.000894,0.764,0.323,0.00439
1619,2014-06-08,7.529,0.000416,0.893,0.29,0.0048
1620,2014-06-09,6.553,0.00082,1.115,0.28,0.00542
1621,2014-06-10,8.923,0.000831,0.872,0.334,0.00509
1622,2014-06-11,9.202,0.00144,0.874,0.301,0.00382
1623,2014-06-12,10.038,0.000264,0.776,0.266,0.00394
1624,2014-06-13,10.875,0.00129,0.722,0.325,0.0043
1625,2014-06-14,9.062,0.000567,0.877,0.331,0.0045
1626,2014-06-15,8.923,0.00063,0.853,0.319,0.00296
1627,2014-06-16,9.341,0.000669,0.682,0.356,0.00527
1628,2014-06-17,9.76,0.000983,0.828,0.326,0.00579
1629,2014-06-18,9.202,0.000718,0.858,0.357,0.00439
1630,2014-06-19,8.784,0.000567,0.95,0.324,0.00546
1631,2014-06-20,7.808,0.000377,0.759,0.25,0.00532
1632,2014-06-21,6.971,0.000567,0.628,0.258,0.00645
1633,2014-06-22,7.668,0.00139,0.682,0.309,0.0064
1634,2014-06-23,6.832,0.000454,0.65,0.277,0.00586
1635,2014-06-24,7.111,0.000718,0.662,0.224,0.00551
1636,2014-06-25,6.692,0.000718,0.644,0.234,0.00352
1637,2014-06-26,6.832,0.00112,0.478,0.231,0.00509
1638,2014-06-27,8.505,0.00169,0.665,0.247,0.00547
1639,2014-06-28,6.971,0.000113,0.716,0.26,0.00309
1640,2014-06-29,7.389,0.000416,0.798,0.292,0.00187
1641,2014-06-30,8.784,0.000718,0.654,0.305,0.00437
1642,2014-07-01,8.806,0.000909,0.568,0.311,0.00373
1643,2014-07-02,9.429,0.00106,0.696,0.386,0.00325
1644,2014-07-03,8.425,,0.609,0.331,0.00284
1645,2014-07-04,7.513,0.000556,0.756,0.322,0.00314
1646,2014-07-05,6.56,0.000102,0.552,0.334,0.00309
1647,2014-07-06,7.532,,0.663,0.33,0.00284
1648,2014-07-07,8.615,0.000454,0.55,0.296,0.00321
1649,2014-07-08,8.016,0.000449,0.542,0.272,0.00245
1650,2014-07-09,7.314,0.000454,0.564,0.223,0.00361
1651,2014-07-10,8.067,0.000151,0.554,0.265,0.00364
1652,2014-07-11,7.746,0.000606,0.608,0.239,0.00419
1653,2014-07-12,6.993,,0.461,0.236,0.00318
1654,2014-07-13,6.672,,0.465,0.202,0.0021
1655,2014-07-14,7.211,0.00121,0.632,0.232,0.00467
1656,2014-07-15,7.802,0.000752,0.626,0.246,0.0051
1657,2014-07-16,8.657,0.000151,0.649,0.279,0.00594
1658,2014-07-17,8.815,0.00065,0.57,0.29,0.00726
1659,2014-07-18,8.206,0.000454,0.455,0.228,0.00409
1660,2014-07-19,8.513,0.000454,0.566,0.281,0.00311
1661,2014-07-20,8.174,0.000953,0.603,0.307,0.00254
1662,2014-07-21,8.095,0.00151,0.568,0.254,0.0052
1663,2014-07-22,8.337,0.00181,0.529,0.246,0.00453
1664,2014-07-23,7.351,0.00796,0.425,0.217,0.0036
1665,2014-07-24,8.164,0.00518,0.524,0.279,0.00522
1666,2014-07-25,7.383,0.00393,0.592,0.272,0.0067
1667,2014-07-26,6.914,0.00311,0.495,0.228,0.00213
1668,2014-07-27,7.374,0.00337,0.639,0.279,0.00452
1669,2014-07-28,7.644,0.0011,0.519,0.289,0.00286
1670,2014-07-29,7.374,0.00186,0.439,0.247,0.00335
1671,2014-07-30,7.946,0.00171,0.427,0.173,0.00267
1672,2014-07-31,8.155,0.000752,0.552,0.239,0.00176
1673,2014-08-01,7.377,0.00393,0.432,0.274,0.00462
1674,2014-08-02,6.531,0.00416,0.563,0.235,0.0042
1675,2014-08-03,6.893,0.00143,0.562,0.252,0.00516
1676,2014-08-04,7.014,0.004,0.399,0.232,0.00531
1677,2014-08-05,7.982,0.00597,0.435,0.242,0.00285
1678,2014-08-06,8.345,0.00695,0.583,0.25,0.00487
1679,2014-08-07,8.707,0.00347,0.486,0.361,0.00332
1680,2014-08-08,7.74,0.00188,0.54,0.291,0.00395
1681,2014-08-09,6.772,0.00188,0.528,0.235,0.00223
1682,2014-08-10,7.498,0.00188,0.497,0.229,0.00537
1683,2014-08-11,7.74,0.00257,0.537,0.321,0.0045
1684,2014-08-12,8.103,0.00279,0.66,0.315,0.00526
1685,2014-08-13,11.852,0.00279,0.582,0.319,0.0032
1686,2014-08-14,9.796,0.00279,0.46,0.207,0.00501
1687,2014-08-15,9.554,0.00166,0.454,0.253,0.00479
1688,2014-08-16,9.554,0.0037,0.525,0.219,0.00338
1689,2014-08-17,8.224,0.0037,0.431,0.313,0.00215
1690,2014-08-18,10.159,0.00166,0.608,0.34,0.00435
1691,2014-08-19,8.587,0.00416,0.509,0.321,0.00334
1692,2014-08-20,8.587,0.00211,0.486,0.276,0.00385
1693,2014-08-21,7.861,0.0012,0.421,0.311,0.00464
1694,2014-08-22,7.982,0.000975,0.445,0.262,0.00343
1695,2014-08-23,7.982,0.00159,0.453,0.272,0.00251
1696,2014-08-24,7.982,0.00227,0.535,0.264,0.00387
1697,2014-08-25,7.377,0.00188,0.546,0.262,0.00402
1698,2014-08-26,7.498,0.00188,0.677,0.252,0.00288
1699,2014-08-27,7.498,0.00143,0.518,0.2,0.00287
1700,2014-08-28,7.377,0.000975,0.558,0.239,0.00353
1701,2014-08-29,7.135,0.000909,0.44,0.154,0.00377
1702,2014-08-30,7.377,0.000682,0.505,0.222,0.00621
1703,2014-08-31,7.74,0.00182,0.669,0.277,0.00362
1704,2014-09-01,9.07,0.00111,0.498,0.209,0.00582
1705,2014-09-02,7.982,0.00278,0.496,0.216,0.00866
1706,2014-09-03,8.103,0.00419,0.536,0.223,0.00462
1707,2014-09-04,8.345,0.00232,0.601,0.227,0.00933
1708,2014-09-05,8.345,0.00444,0.491,0.175,0.00681
1709,2014-09-06,7.377,0.00243,0.704,0.237,0.0053
1710,2014-09-07,7.498,0.00126,0.535,0.227,0.0045
1711,2014-09-08,8.103,0.00267,0.625,0.159,0.00744
1712,2014-09-09,9.07,0.00212,0.557,0.197,0.00492
1713,2014-09-10,10.763,0.00399,0.502,0.204,0.0105
1714,2014-09-11,12.094,0.00535,0.628,0.24,0.00511
1715,2014-09-12,9.07,0.0041,0.585,0.274,0.0078
1716,2014-09-13,6.893,0.00283,0.733,0.188,0.00648
1717,2014-09-14,8.103,0.00329,1.299,0.195,0.00472
1718,2014-09-15,8.224,0.000657,0.853,0.177,0.00555
1719,2014-09-16,7.498,,0.675,0.204,0.00695
1720,2014-09-17,7.619,0.00298,0.537,0.218,0.00368
1721,2014-09-18,7.619,0.00471,0.552,0.201,0.00511
1722,2014-09-19,9.675,0.00333,0.407,0.206,0.00477
1723,2014-09-20,7.377,0.00096,0.524,0.177,0.0065
1724,2014-09-21,7.498,0.00267,0.576,0.184,0.00497
1725,2014-09-22,7.982,0.00389,0.564,0.189,0.00567
1726,2014-09-23,8.707,0.000757,0.449,0.178,0.00546
1727,2014-09-24,10.159,0.000657,0.725,0.198,0.00598
1728,2014-09-25,8.466,0.00222,0.807,0.219,0.0058
1729,2014-09-26,7.982,0.00485,1.02,0.187,0.00529
1730,2014-09-27,7.014,0.00273,0.796,0.175,0.00473
1731,2014-09-28,7.619,0.0045,0.771,0.181,0.00347
1732,2014-09-29,8.828,0.00126,0.597,0.187,0.00598
1733,2014-09-30,8.345,0.00162,0.554,0.19,0.00753
1734,2014-10-01,7.415,0.00374,0.562,0.182,0.00276
1735,2014-10-02,7.943,0.00152,0.6,0.154,0.00361
1736,2014-10-03,8.366,0.00253,0.58,0.134,0.00638
1737,2014-10-04,8.332,0.00202,0.561,0.198,0.00656
1738,2014-10-05,10.132,,0.699,0.207,0.00526
1739,2014-10-06,11.256,0.00222,0.533,0.27,0.00326
1740,2014-10-07,9.785,0.0115,0.68,0.274,0.00469
1741,2014-10-08,8.592,0.00779,0.492,0.166,0.00526
1742,2014-10-09,8.86,0.00829,0.364,0.17,0.00445
1743,2014-10-10,8.064,0.00101,0.542,0.181,0.0018
1744,2014-10-11,7.717,0.00273,0.573,0.196,0.00519
1745,2014-10-12,7.268,0.00323,0.412,0.166,0.00271
1746,2014-10-13,8.03,0.00202,0.457,0.161,0.00411
1747,2014-10-14,8.929,0.00152,0.506,0.175,0.00313
1748,2014-10-15,9.076,0.00101,0.459,0.226,0.00445
1749,2014-10-16,8.064,0.00101,0.479,0.14,0.00458
1750,2014-10-17,7.623,0.00506,0.387,0.178,0.00699
1751,2014-10-18,7.502,0.00354,0.445,0.118,0.00513
1752,2014-10-19,7.0,0.000506,0.479,0.21,0.00823
1753,2014-10-20,6.853,0.00253,0.438,0.15,0.00276
1754,2014-10-21,6.974,0.00374,0.626,0.127,0.00557
1755,2014-10-22,7.328,0.00101,0.551,0.178,0.00495
1756,2014-10-23,7.709,0.00152,0.481,0.0825,0.00078
1757,2014-10-24,6.558,0.000702,0.467,0.124,0.00354
1758,2014-10-25,6.316,0.00374,0.62,0.118,0.00339
1759,2014-10-26,7.094,0.00526,0.8,0.155,0.00544
1760,2014-10-27,6.619,0.00101,0.663,0.15,0.00193
1761,2014-10-28,7.234,0.00101,0.538,0.126,0.007
1762,2014-10-29,7.181,0.00253,0.54,0.179,0.00504
1763,2014-10-30,6.8,0.000506,0.473,0.112,0.00344
1764,2014-10-31,5.944,0.00101,0.351,0.117,0.00454
1765,2014-11-01,6.759,0.000759,0.504,0.0967,0.0035
1766,2014-11-02,7.106,0.00304,0.48,0.171,0.00571
1767,2014-11-03,7.279,0.000759,0.489,0.136,0.00571
1768,2014-11-04,7.106,0.00228,0.44,0.115,0.00694
1769,2014-11-05,6.933,0.00152,0.494,0.176,0.00313
1770,2014-11-06,7.973,0.0038,0.444,0.152,0.00209
1771,2014-11-07,7.453,,0.506,0.157,0.00594
1772,2014-11-08,7.106,,0.565,0.186,0.00407
1773,2014-11-09,7.626,0.00455,0.602,0.168,0.00396
1774,2014-11-10,8.319,0.00304,0.431,0.183,0.00874
1775,2014-11-11,7.799,0.00304,0.44,0.113,0.00432
1776,2014-11-12,9.532,0.0038,0.545,0.199,0.00526
1777,2014-11-13,9.879,0.00683,0.377,0.179,0.00915
1778,2014-11-14,7.973,0.00152,0.404,0.215,0.00668
1779,2014-11-15,8.319,0.00911,0.474,0.142,0.00425
1780,2014-11-16,8.146,0.00531,0.483,0.163,0.00492
1781,2014-11-17,7.973,0.0038,0.463,0.159,0.00645
1782,2014-11-18,8.666,0.00455,0.5,0.151,0.00493
1783,2014-11-19,8.146,0.00304,0.523,0.176,0.00213
1784,2014-11-20,7.106,0.00228,0.436,0.13,0.00549
1785,2014-11-21,7.106,0.00152,0.441,0.181,0.00493
1786,2014-11-22,7.279,0.00304,0.463,0.184,0.00231
1787,2014-11-23,6.066,0.00152,0.361,0.104,0.00526
1788,2014-11-24,7.106,0.00759,0.55,0.106,0.0025
1789,2014-11-25,7.106,0.00455,0.425,0.0942,0.00578
1790,2014-11-26,6.759,,0.497,0.117,0.00604
1791,2014-11-27,6.586,0.00304,0.438,0.101,0.00731
1792,2014-11-28,6.933,0.00152,0.43,0.095,0.00519
1793,2014-11-29,6.239,0.000759,0.413,0.143,0.00403
1794,2014-11-30,6.759,0.000759,0.412,0.158,0.00634
1795,2014-12-01,7.799,0.0195,0.429,0.181,0.00417
1796,2014-12-02,7.626,0.0142,0.46,0.16,0.00598
1797,2014-12-03,7.626,0.00784,0.37,0.155,0.00645
1798,2014-12-04,6.759,0.00512,0.454,0.139,0.00927
1799,2014-12-05,6.586,0.00891,0.364,0.115,0.00945
1800,2014-12-06,5.893,0.00714,0.478,0.189,0.00633
1801,2014-12-07,7.453,0.0086,0.501,0.184,0.00498
1802,2014-12-08,7.279,0.00152,0.544,0.164,0.00563
1803,2014-12-09,7.453,0.00942,0.387,0.121,0.00574
1804,2014-12-10,7.626,0.00891,0.414,0.142,0.00756
1805,2014-12-11,10.399,0.00676,0.495,0.147,0.00644
1806,2014-12-12,9.359,0.00923,0.38,0.15,0.00475
1807,2014-12-13,7.453,0.0135,0.485,0.155,0.0071
1808,2014-12-14,7.799,0.0162,0.438,0.131,0.00629
1809,2014-12-15,7.626,0.0145,0.374,0.139,0.00865
1810,2014-12-16,8.666,0.00512,0.498,0.178,0.00856
1811,2014-12-17,8.319,0.0116,0.467,0.174,0.00484
1812,2014-12-18,8.146,0.00929,0.436,0.123,0.00601
1813,2014-12-19,7.626,0.0102,0.485,0.166,0.00512
1814,2014-12-20,7.626,0.00398,0.454,0.11,0.00458
1815,2014-12-21,8.146,0.00695,0.485,0.178,0.00729
1816,2014-12-22,7.626,0.00676,0.387,0.176,0.00314
1817,2014-12-23,7.626,0.00297,0.374,0.128,0.00732
1818,2014-12-24,6.586,0.00809,0.552,0.148,0.00452
1819,2014-12-25,6.933,0.0143,0.492,0.145,0.00362
1820,2014-12-26,8.493,0.0132,0.48,0.15,0.00369
1821,2014-12-27,17.332,0.00613,0.518,0.13,0.00598
1822,2014-12-28,7.279,0.00613,0.42,0.147,0.00743
1823,2014-12-29,6.933,0.00512,0.448,0.154,0.00831
1824,2014-12-30,6.759,0.00828,0.413,0.139,0.00821
1825,2014-12-31,6.933,0.0216,0.429,0.142,0.00323
1826,2015-01-01,6.703,0.0161,0.32,0.172,0.00472
1827,2015-01-02,7.625,0.00411,0.444,0.102,0.00582
1828,2015-01-03,7.736,0.0204,0.458,0.162,0.00348
1829,2015-01-04,9.266,0.00822,0.499,0.0962,0.00652
1830,2015-01-05,9.439,0.00739,0.499,0.174,0.000992
1831,2015-01-06,10.401,0.0107,0.478,0.105,0.00692
1832,2015-01-07,8.122,0.0186,0.542,0.118,0.00629
1833,2015-01-08,7.562,0.0147,0.46,0.162,0.00519
1834,2015-01-09,8.595,0.0153,0.503,0.125,0.00885
1835,2015-01-10,7.949,0.0133,0.301,0.192,0.00791
1836,2015-01-11,6.876,0.0107,0.572,0.207,0.00813
1837,2015-01-12,7.16,0.00841,0.626,0.126,0.00485
1838,2015-01-13,9.383,0.0107,0.523,0.141,0.00625
1839,2015-01-14,13.69,0.0137,0.643,0.157,0.00672
1840,2015-01-15,12.017,0.00739,0.498,0.152,0.00754
1841,2015-01-16,9.983,0.00575,0.551,0.122,0.00335
1842,2015-01-17,8.437,0.00657,0.41,0.153,0.00205
1843,2015-01-18,7.633,0.018,0.443,0.123,0.00508
1844,2015-01-19,7.191,0.0196,0.473,0.137,0.00725
1845,2015-01-20,7.42,0.0137,0.497,0.0875,0.00724
1846,2015-01-21,8.122,0.0229,0.531,0.145,0.00589
1847,2015-01-22,8.193,,0.493,0.0756,0.00563
1848,2015-01-23,7.365,0.017,0.432,0.105,0.00512
1849,2015-01-24,7.42,0.0128,0.479,0.122,0.00611
1850,2015-01-25,7.12,0.0104,0.515,0.233,0.00574
1851,2015-01-26,10.629,0.017,0.482,0.179,0.00492
1852,2015-01-27,9.139,0.0107,0.312,0.101,0.00427
1853,2015-01-28,8.351,0.00164,0.505,0.167,0.0081
1854,2015-01-29,8.564,0.0107,0.458,0.139,0.00339
1855,2015-01-30,7.578,0.0153,0.261,0.0695,0.00603
1856,2015-01-31,6.545,0.0107,0.394,0.161,0.00645
1857,2015-02-01,7.53,0.0123,0.439,0.0999,0.00607
1858,2015-02-02,6.677,0.0254,0.377,0.0879,0.00941
1859,2015-02-03,7.103,0.00739,0.319,0.0962,0.00734
1860,2015-02-04,6.961,0.0111,0.475,0.117,0.00672
1861,2015-02-05,7.814,0.0143,0.32,0.104,0.00769
1862,2015-02-06,7.53,0.00863,0.528,0.129,0.00673
1863,2015-02-07,8.524,0.0316,0.385,0.113,0.00979
1864,2015-02-08,8.382,0.0123,0.503,0.144,0.0114
1865,2015-02-09,8.382,0.0254,0.389,0.11,0.008
1866,2015-02-10,8.098,0.016,0.374,0.105,0.00684
1867,2015-02-11,7.53,0.0111,0.348,0.129,0.00834
1868,2015-02-12,7.388,0.0111,0.316,0.131,0.00786
1869,2015-02-13,7.103,0.0254,0.338,0.15,0.00627
1870,2015-02-14,6.819,0.0123,0.483,0.0798,0.00491
1871,2015-02-15,7.103,0.0415,0.394,0.121,0.0107
1872,2015-02-16,7.245,0.0254,0.423,0.13,0.00727
1873,2015-02-17,7.245,0.0279,0.416,0.113,0.00357
1874,2015-02-18,7.814,,0.448,0.128,0.00622
1875,2015-02-19,7.814,0.00246,0.455,0.1,0.0114
1876,2015-02-20,11.508,0.00246,0.41,0.101,0.00705
1877,2015-02-21,6.961,0.00616,0.378,0.15,0.00702
1878,2015-02-22,7.672,0.0123,0.427,0.0809,0.00409
1879,2015-02-23,6.961,,0.374,0.0962,0.00584
1880,2015-02-24,6.677,0.0234,0.501,0.106,0.0035
1881,2015-02-25,6.677,0.00246,0.363,0.121,0.00668
1882,2015-02-26,6.535,0.0111,0.268,0.142,0.00341
1883,2015-02-27,6.961,0.00246,0.356,0.108,0.00654
1884,2015-02-28,6.535,0.00616,0.365,0.124,0.00607
1885,2015-03-01,6.961,0.0359,0.398,0.13,0.0125
1886,2015-03-02,7.672,0.0278,0.312,0.106,0.00639
1887,2015-03-03,8.098,0.0196,0.385,0.125,0.015
1888,2015-03-04,8.24,0.0368,0.34,0.128,0.0165
1889,2015-03-05,7.956,0.048,0.354,0.142,0.0118
1890,2015-03-06,8.808,0.0416,0.364,0.172,0.00883
1891,2015-03-07,9.092,0.0398,0.418,0.205,0.0081
1892,2015-03-08,7.956,0.0488,0.366,0.128,0.0149
1893,2015-03-09,7.814,0.0163,0.397,0.21,0.0091
1894,2015-03-10,8.098,0.0799,0.448,0.176,0.0165
1895,2015-03-11,8.098,0.0221,0.304,0.155,0.00987
1896,2015-03-12,7.814,0.034,0.444,0.124,0.0137
1897,2015-03-13,7.672,0.0163,0.313,0.123,0.0197
1898,2015-03-14,7.388,0.0196,0.363,0.114,0.019
1899,2015-03-15,7.388,0.0335,0.326,0.153,0.0109
1900,2015-03-16,7.245,0.0823,0.314,0.122,0.00732
1901,2015-03-17,7.245,0.0213,0.302,0.0773,0.0186
1902,2015-03-18,7.388,0.0286,0.299,0.125,0.00985
1903,2015-03-19,7.53,0.0433,0.326,0.125,0.0127
1904,2015-03-20,7.103,0.0626,0.358,0.103,0.0106
1905,2015-03-21,7.245,0.0384,0.308,0.105,0.0144
1906,2015-03-22,6.393,0.0204,0.306,0.0777,0.013
1907,2015-03-23,7.814,0.018,0.282,0.156,0.0112
1908,2015-03-24,7.245,0.0294,0.233,0.0799,0.00839
1909,2015-03-25,7.103,0.0164,0.23,0.108,0.0135
1910,2015-03-26,6.819,0.0221,0.344,0.0643,0.0172
1911,2015-03-27,6.109,0.0237,0.269,0.0754,0.0151
1912,2015-03-28,5.967,0.0333,0.304,0.0903,0.0205
1913,2015-03-29,5.967,0.018,0.384,0.114,0.0125
1914,2015-03-30,7.103,0.03,0.31,0.099,0.0121
1915,2015-03-31,6.961,0.0332,0.328,0.136,0.0195
1916,2015-04-01,7.149,0.0147,0.289,0.0848,0.0202
1917,2015-04-02,7.142,0.0465,0.259,0.0752,0.0177
1918,2015-04-03,6.828,0.0114,0.305,0.111,0.0116
1919,2015-04-04,6.294,0.0228,0.279,0.0565,0.00437
1920,2015-04-05,6.28,0.0383,0.279,0.0962,0.00942
1921,2015-04-06,6.865,0.021,0.321,0.102,0.0153
1922,2015-04-07,6.957,0.0609,0.264,0.0839,0.0072
1923,2015-04-08,7.028,0.0416,0.306,0.0965,0.0155
1924,2015-04-09,7.227,0.0465,0.345,0.132,0.0111
1925,2015-04-10,6.622,0.0367,0.304,0.086,0.0168
1926,2015-04-11,6.466,0.0497,0.263,0.1,0.0064
1927,2015-04-12,6.087,0.0495,0.304,0.112,0.00869
1928,2015-04-13,6.75,0.0497,0.308,0.0795,0.019
1929,2015-04-14,7.234,0.0707,0.281,0.114,0.00953
1930,2015-04-15,6.544,0.0147,0.294,0.071,0.0176
1931,2015-04-16,6.395,0.0291,0.286,0.107,0.00993
1932,2015-04-17,6.152,0.0576,0.246,0.098,0.0105
1933,2015-04-18,5.874,0.0432,0.127,0.0678,0.016
1934,2015-04-19,5.925,0.0546,0.294,0.0679,0.00809
1935,2015-04-20,6.388,0.0478,0.216,0.0855,0.0072
1936,2015-04-21,6.551,0.0326,0.289,0.0609,0.0146
1937,2015-04-22,6.879,0.0367,0.255,0.116,0.00552
1938,2015-04-23,7.149,0.0527,0.274,0.0754,0.0069
1939,2015-04-24,6.145,0.0307,0.28,0.087,0.00273
1940,2015-04-25,6.01,0.056,0.284,0.112,0.011
1941,2015-04-26,6.324,0.0432,0.237,0.0874,0.00837
1942,2015-04-27,6.395,0.0161,0.176,0.0836,0.0101
1943,2015-04-28,6.131,0.0291,0.267,0.0765,0.0137
1944,2015-04-29,6.53,0.0367,0.304,0.0791,0.00417
1945,2015-04-30,7.078,0.0294,0.297,0.0802,0.0113
1946,2015-05-01,6.553,0.0721,0.343,0.0515,0.0156
1947,2015-05-02,5.396,0.0514,0.292,0.0664,0.0117
1948,2015-05-03,5.653,0.0648,0.396,0.0825,0.0109
1949,2015-05-04,6.039,0.0624,0.356,0.053,0.00727
1950,2015-05-05,6.424,0.0489,0.295,0.103,0.00864
1951,2015-05-06,5.268,0.0403,0.225,0.0969,0.0197
1952,2015-05-07,6.553,0.022,0.203,0.0696,0.0119
1953,2015-05-08,6.553,0.044,0.224,0.0995,0.012
1954,2015-05-09,5.653,0.0477,0.131,0.0693,0.00935
1955,2015-05-10,6.039,0.0746,0.345,0.113,0.0107
1956,2015-05-11,6.424,0.077,0.296,0.107,0.00928
1957,2015-05-12,6.167,0.0563,0.321,0.0664,0.0139
1958,2015-05-13,6.424,0.071,0.24,0.0622,0.0089
1959,2015-05-14,7.837,0.0917,0.261,0.103,0.0168
1960,2015-05-15,6.424,0.0624,0.361,0.0929,0.0124
1961,2015-05-16,6.296,0.0648,0.308,0.111,0.0111
1962,2015-05-17,6.681,0.0648,0.34,0.0885,0.0234
1963,2015-05-18,6.81,0.104,0.241,0.0597,0.0136
1964,2015-05-19,6.553,0.0269,0.212,0.0824,0.00906
1965,2015-05-20,7.067,0.0343,0.281,0.0985,0.0139
1966,2015-05-21,6.553,0.0966,0.279,0.071,0.00649
1967,2015-05-22,6.553,0.0697,0.333,0.12,0.015
1968,2015-05-23,6.681,0.0819,0.29,0.0968,0.00945
1969,2015-05-24,6.553,0.0819,0.348,0.0964,0.0159
1970,2015-05-25,5.653,0.0917,0.291,0.0895,0.0192
1971,2015-05-26,6.938,0.0685,0.28,0.0922,0.0139
1972,2015-05-27,6.424,0.0673,0.37,0.0792,0.0139
1973,2015-05-28,5.782,0.104,0.379,0.0709,0.0215
1974,2015-05-29,6.938,0.0294,0.396,0.0994,0.0164
1975,2015-05-30,8.223,0.0648,0.421,0.115,0.00582
1976,2015-05-31,7.195,0.0746,0.284,0.12,0.00865
1977,2015-06-01,6.424,0.057,0.258,0.101,0.0215
1978,2015-06-02,6.81,0.0925,0.266,0.0888,0.0214
1979,2015-06-03,6.681,0.0668,0.329,0.0856,0.0248
1980,2015-06-04,6.938,0.0844,0.226,0.0762,0.0215
1981,2015-06-05,6.167,0.0599,0.329,0.0911,0.0156
1982,2015-06-06,5.91,0.0383,0.195,0.105,0.0101
1983,2015-06-07,6.296,0.0497,0.394,0.0483,0.0155
1984,2015-06-08,6.553,0.0839,0.245,0.0671,0.0128
1985,2015-06-09,6.424,0.046,0.226,0.0741,0.0175
1986,2015-06-10,6.296,0.068,0.186,0.0848,0.0211
1987,2015-06-11,6.296,0.0338,0.239,0.0832,0.0214
1988,2015-06-12,5.396,0.0624,0.32,0.0822,0.00624
1989,2015-06-13,5.396,0.0721,0.261,0.0701,0.0136
1990,2015-06-14,6.424,0.0558,0.285,0.11,0.014
1991,2015-06-15,5.91,0.0582,0.256,0.088,0.019
1992,2015-06-16,7.324,0.0607,0.297,0.141,0.00717
1993,2015-06-17,7.324,0.0521,0.273,0.138,0.024
1994,2015-06-18,12.848,0.0232,0.139,0.134,0.0306
1995,2015-06-19,7.709,0.0929,0.328,0.125,0.0144
1996,2015-06-20,7.324,0.064,0.263,0.125,0.0175
1997,2015-06-21,6.167,0.0493,0.344,0.111,0.00888
1998,2015-06-22,6.296,0.132,0.342,0.0768,0.0143
1999,2015-06-23,6.81,0.0355,0.175,0.0966,0.00876
2000,2015-06-24,6.039,0.0416,0.212,0.109,0.0199
2001,2015-06-25,7.581,0.0905,0.225,0.0866,0.00931
2002,2015-06-26,6.296,0.0905,0.24,0.0935,0.0202
2003,2015-06-27,6.681,0.0375,0.235,0.0981,0.0243
2004,2015-06-28,6.553,0.0399,0.315,0.092,0.00812
2005,2015-06-29,8.094,0.0546,0.268,0.155,0.0107
2006,2015-06-30,9.508,0.0607,0.429,0.202,0.0212
2007,2015-07-01,8.473,0.0833,0.202,0.134,0.0161
2008,2015-07-02,8.131,0.0293,0.236,0.116,0.0261
2009,2015-07-03,7.585,0.0525,0.313,0.173,0.0205
2010,2015-07-04,7.585,0.098,0.29,0.118,0.0121
2011,2015-07-05,8.729,0.0638,0.35,0.197,0.00396
2012,2015-07-06,9.125,0.0907,0.297,0.258,0.016
2013,2015-07-07,8.258,0.124,0.333,0.187,0.0383
2014,2015-07-08,8.826,0.0797,0.338,0.266,0.0344
2015,2015-07-09,8.109,0.0723,0.303,0.358,0.0161
2016,2015-07-10,8.815,0.098,0.285,0.427,0.0137
2017,2015-07-11,8.334,0.0416,0.411,0.26,0.0226
2018,2015-07-12,9.393,0.0525,0.258,0.175,0.0266
2019,2015-07-13,8.676,0.0528,0.298,0.177,0.0247
2020,2015-07-14,8.002,0.0943,0.215,0.167,0.0125
2021,2015-07-15,7.82,0.0528,0.256,0.132,0.0125
2022,2015-07-16,7.842,0.0797,0.209,0.14,0.0101
2023,2015-07-17,7.392,0.105,0.313,0.148,0.0165
2024,2015-07-18,7.553,0.0638,0.284,0.144,0.0122
2025,2015-07-19,7.638,0.0687,0.229,0.155,0.0163
2026,2015-07-20,6.75,0.116,0.285,0.14,0.0227
2027,2015-07-21,7.071,0.0833,0.312,0.136,0.0223
2028,2015-07-22,7.178,0.0943,0.291,0.128,0.0187
2029,2015-07-23,6.879,0.142,0.215,0.12,0.0161
2030,2015-07-24,6.814,0.0638,0.251,0.0877,0.0164
2031,2015-07-25,6.975,0.109,0.209,0.114,0.0227
2032,2015-07-26,7.232,0.0833,0.27,0.171,0.0149
2033,2015-07-27,7.938,0.151,0.293,0.147,0.00978
2034,2015-07-28,7.36,0.169,0.235,0.12,0.0159
2035,2015-07-29,7.36,0.207,0.351,0.0956,0.0185
2036,2015-07-30,6.654,0.508,0.278,0.132,0.0324
2037,2015-07-31,6.579,0.521,0.291,0.0935,0.0329
2038,2015-08-01,10.689,0.391,0.186,0.125,0.0318
2039,2015-08-02,9.299,0.441,0.222,0.138,0.0176
2040,2015-08-03,7.803,0.265,0.249,0.1,0.015
2041,2015-08-04,7.482,0.309,0.233,0.125,0.0371
2042,2015-08-05,7.268,0.268,0.292,0.084,0.0226
2043,2015-08-06,6.627,0.336,0.293,0.0785,0.00748
2044,2015-08-07,6.841,0.482,0.217,0.111,0.0244
2045,2015-08-08,6.627,0.358,0.222,0.0922,0.0178
2046,2015-08-09,6.734,0.391,0.315,0.0976,0.0141
2047,2015-08-10,6.627,0.334,0.19,0.0949,0.0192
2048,2015-08-11,7.161,0.298,0.285,0.1,0.0297
