TIMESTAMP,ANT_OPEN_PRICE_USDT,ANT_HIGH_PRICE_USDT,ANT_LOW_PRICE_USDT,ANT_CLOSE_PRICE_USDT,ANT_FIRST_TRADE_PRICE_USDT,ANT_HIGH_TRADE_PRICE_USDT,ANT_LOW_TRADE_PRICE_USDT,ANT_LAST_TRADE_PRICE_USDT,ANT_TOTAL_TRADE_COUNT,ANT_TOTAL_TRADES_BUY,ANT_TOTAL_TRADES_SELL,ANT_VOLUME_USDT,ANT_QUOTE_VOLUME,ANT_VOLUME_BUY,ANT_QUOTE_VOLUME_BUY,ANT_VOLUME_SELL,ANT_QUOTE_VOLUME_SELL
2021-06-10,4.7102,4.7504,4.2442,4.3029,4.7185,4.7504,4.2442,4.3029,25273,12904,12369,1998749.44,9032676.11924,980086.47,4429072.982282,1018662.97,4603603.136958
2021-06-11,4.3029,4.5483,4.1487,4.3963,4.3248,4.5483,4.1487,4.3963,23157,12382,10775,1660285.99,7238419.886957,796679.02,3469635.343929,863606.97,3768784.543028
2021-06-12,4.3963,4.55,3.8115,4.321,4.4054,4.55,3.8115,4.321,24361,12681,11680,1692330.93,6862136.304168,849033.04,3448188.242715,843297.89,3413948.061453
2021-06-13,4.321,4.5835,4.1297,4.4215,4.321,4.5835,4.1297,4.4215,19288,9767,9521,955459.52,4128099.569967,479870.0,2073807.323951,475589.52,2054292.246016
2021-06-14,4.4215,4.7143,4.36,4.7049,4.4216,4.7143,4.36,4.7049,17075,9001,8074,853633.46,3870347.016701,404295.34,1830951.080227,449338.12,2039395.936474
2021-06-15,4.7049,4.959,4.4802,4.5936,4.7132,4.959,4.4802,4.5936,22426,12226,10200,1184000.71,5541729.009813,609304.35,2853964.984752,574696.36,2687764.025061
2021-06-16,4.5936,4.7784,4.4065,4.6617,4.5791,4.7784,4.4065,4.6617,15588,8379,7209,639244.54,2926077.628546,316536.03,1449425.062828,322708.51,1476652.565718
2021-06-17,4.6617,5.0,4.3135,4.4198,4.6617,5.0,4.3135,4.4198,38671,19632,19039,1569762.44,7407680.872638,729956.05,3444947.292812,839806.39,3962733.579826
2021-06-18,4.4198,4.5681,4.0352,4.1665,4.4273,4.5681,4.0352,4.1665,16240,8212,8028,792525.45,3424809.666679,387562.78,1675130.696354,404962.67,1749678.970325
2021-06-19,4.1665,4.1977,3.9795,3.9801,4.1654,4.1977,3.9795,3.9801,6554,3436,3118,272107.49,1116203.046017,126728.71,519263.008736,145378.78,596940.037281
2021-06-20,3.9801,4.1913,3.8481,4.1005,3.9791,4.1913,3.8481,4.1005,9313,4903,4410,689154.58,2796889.631849,398086.97,1618868.174224,291067.61,1178021.457625
2021-06-21,4.1005,4.1222,3.1534,3.1535,4.0993,4.1222,3.1534,3.1535,10456,4994,5462,618338.72,2238770.131227,288353.05,1046000.672433,329985.67,1192769.458794
2021-06-22,3.1535,3.68,3.0471,3.444,3.1636,3.68,3.0471,3.444,19441,10447,8994,1871220.0,6473944.911797,957581.46,3327516.886161,913638.54,3146428.025636
2021-06-23,3.444,3.7876,3.2838,3.5551,3.4515,3.7876,3.2838,3.5551,11534,6376,5158,681638.02,2453574.002378,367515.28,1325726.373178,314122.74,1127847.6292
2021-06-24,3.5551,3.78,3.3903,3.5694,3.5598,3.78,3.3903,3.5694,24423,12714,11709,2565737.1,9275455.743146,1282903.82,4642846.440876,1282833.28,4632609.30227
2021-06-25,3.5694,3.7634,3.2264,3.2686,3.5524,3.7634,3.2264,3.2686,22798,11257,11541,2510490.92,8952105.284108,1279091.27,4558144.572831,1231399.65,4393960.711277
2021-06-26,3.2686,3.4345,3.103,3.4289,3.2697,3.4345,3.103,3.4289,24711,12838,11873,2868540.5,9438982.398187,1664488.09,5478605.511651,1204052.41,3960376.886536
2021-06-27,3.4289,3.7225,3.2921,3.5146,3.4319,3.7225,3.2921,3.5146,35341,18639,16702,4342069.95,15412881.72049,2489930.46,8845155.019911,1852139.49,6567726.700579
2021-06-28,3.5146,3.6402,3.325,3.5183,3.5173,3.6402,3.325,3.5183,12638,6747,5891,872986.3,3014016.505235,451199.59,1558609.737333,421786.71,1455406.767902
2021-06-29,3.5183,3.9471,3.5,3.7247,3.5215,3.9471,3.5,3.7247,14430,7443,6987,990466.94,3714000.786242,512588.12,1927643.279525,477878.82,1786357.506717
2021-06-30,3.7247,3.7508,3.4119,3.7029,3.7158,3.7508,3.4119,3.7029,8290,4379,3911,500555.39,1794265.642216,248721.7,894272.483589,251833.69,899993.158627
2021-07-01,3.7029,3.7047,3.3684,3.4821,3.7047,3.7047,3.3684,3.4821,12442,6267,6175,1279238.67,4493976.529207,692763.79,2434175.103692,586474.88,2059801.425515
2021-07-02,3.4821,3.841,3.3501,3.6764,3.4759,3.841,3.3501,3.6764,45333,22747,22586,5261426.17,18426263.38308,2885772.02,10107148.787195,2375654.15,8319114.595885
2021-07-03,3.6764,3.771,3.5819,3.7007,3.6766,3.771,3.5819,3.7007,13612,7005,6607,1490263.89,5506366.174558,774509.23,2863468.507241,715754.66,2642897.667317
2021-07-04,3.7007,3.93,3.6082,3.7601,3.7007,3.93,3.6082,3.7601,28510,14586,13924,2410903.11,9182304.716745,1289857.52,4919655.562907,1121045.59,4262649.153838
2021-07-05,3.7601,3.7601,3.5176,3.5741,3.7588,3.7589,3.5176,3.5741,9899,4919,4980,639500.99,2332516.484594,299666.16,1093423.457947,339834.83,1239093.026647
2021-07-06,3.5741,4.1856,3.5638,4.0491,3.5772,4.1856,3.5638,4.0491,26581,14725,11856,1594691.29,6228413.806164,802431.9,3133375.303086,792259.39,3095038.503078
2021-07-07,4.0491,4.1562,3.9152,3.9421,4.0415,4.1562,3.9152,3.9421,15282,8040,7242,835418.68,3386510.290041,412525.63,1672044.146619,422893.05,1714466.143422
2021-07-08,3.9421,3.9531,3.6017,3.6271,3.9308,3.9531,3.6017,3.6271,12964,6312,6652,883715.02,3323702.586886,409258.37,1539995.836876,474456.65,1783706.75001
2021-07-09,3.6271,3.73,3.56,3.6899,3.626,3.73,3.56,3.6899,5786,2861,2925,355334.49,1292988.389821,170035.49,618755.767661,185299.0,674232.62216
2021-07-10,3.6899,3.7458,3.5885,3.6131,3.6899,3.7458,3.5885,3.6131,3198,1550,1648,134549.94,495205.790736,59520.63,219119.190833,75029.31,276086.599903
2021-07-11,3.6131,3.8954,3.6119,3.8087,3.6119,3.8954,3.6119,3.8087,8313,4317,3996,463614.51,1764000.150807,219573.71,835730.78628,244040.8,928269.364527
2021-07-12,3.8087,3.95,3.5949,3.6568,3.8087,3.95,3.5949,3.6568,8441,4544,3897,432524.63,1619708.076035,210902.49,791025.118572,221622.14,828682.957463
2021-07-13,3.6568,3.6568,3.4776,3.4999,3.6486,3.6529,3.4776,3.4999,5439,2582,2857,417931.37,1488945.325268,194187.15,691908.856115,223744.22,797036.469153
2021-07-14,3.4999,3.6576,3.304,3.6324,3.5069,3.6576,3.304,3.6324,9971,5026,4945,604052.5,2123984.956729,312597.56,1099927.094677,291454.94,1024057.862052
2021-07-15,3.6324,3.6834,3.3979,3.4606,3.6257,3.6834,3.3979,3.4606,6045,2940,3105,376412.63,1320169.262308,172634.66,605143.304089,203777.97,715025.958219
2021-07-16,3.4606,3.545,3.3501,3.3548,3.4626,3.545,3.3501,3.3548,3977,2032,1945,191520.12,665264.251637,80442.85,279342.537547,111077.27,385921.71409
2021-07-17,3.3548,3.5606,3.325,3.445,3.3501,3.5606,3.325,3.445,6599,3359,3240,429189.23,1460655.766762,201741.28,687051.749545,227447.95,773604.017217
2021-07-18,3.445,3.72,3.4393,3.4717,3.4431,3.72,3.4393,3.4717,8966,4424,4542,554786.4,1986492.997164,248867.79,892504.4787,305918.61,1093988.518464
2021-07-19,3.4717,3.611,3.2721,3.5768,3.4719,3.611,3.2721,3.5768,10685,5403,5282,721020.44,2480380.274638,342927.45,1179786.198055,378092.99,1300594.076583
2021-07-20,3.5768,3.5961,3.0036,3.1188,3.5827,3.5961,3.0036,3.1188,10400,5054,5346,722359.77,2290485.234002,336781.94,1064438.002329,385577.83,1226047.231673
2021-07-21,3.1188,3.3672,3.0883,3.2885,3.1188,3.3672,3.0883,3.2885,7210,3782,3428,433888.71,1415608.979625,203356.31,663706.210583,230532.4,751902.769042
2021-07-22,3.2885,3.3756,3.2491,3.3409,3.2805,3.3756,3.2491,3.3409,4757,2406,2351,329617.64,1098817.683039,162497.47,542408.316559,167120.17,556409.36648
2021-07-23,3.3409,3.4323,3.1801,3.3793,3.3409,3.4323,3.1801,3.3793,8728,4527,4201,722040.38,2407348.858598,351796.3,1173311.409163,370244.08,1234037.449435
2021-07-24,3.3793,3.6107,3.3199,3.5276,3.3782,3.6107,3.3199,3.5276,12656,7148,5508,827632.75,2854788.50457,517147.98,1789287.242453,310484.77,1065501.262117
2021-07-25,3.5276,3.6875,3.4448,3.6781,3.5357,3.6875,3.4448,3.6781,8630,4750,3880,505316.21,1795721.127078,303611.58,1080799.507975,201704.63,714921.619103
2021-07-26,3.6781,3.8485,3.6,3.6276,3.6849,3.8485,3.6,3.6276,13227,7299,5928,586228.83,2192681.316166,267014.26,1000467.584362,319214.57,1192213.731804
2021-07-27,3.6276,4.54,3.5292,4.2345,3.6204,4.54,3.5292,4.2345,58408,30510,27898,2093684.31,8654976.934411,1023254.91,4232103.514369,1070429.4,4422873.420042
2021-07-28,4.2345,4.4293,3.9046,3.9566,4.2256,4.4293,3.9046,3.9566,26917,14076,12841,1450708.92,6004620.132235,699193.19,2889863.486939,751515.73,3114756.645296
2021-07-29,3.9566,4.0438,3.8752,4.0166,3.9566,4.0438,3.8752,4.0166,8616,4717,3899,523943.61,2081273.599179,273094.7,1084782.219548,250848.91,996491.379631
2021-07-30,4.0166,4.1161,3.8238,4.0171,4.0166,4.1161,3.8238,4.0171,13098,6527,6571,890912.66,3498421.462668,435592.64,1710601.929076,455320.02,1787819.533592
2021-07-31,4.0171,4.1391,3.8887,4.0113,4.0193,4.1391,3.8887,4.0113,16682,8902,7780,860287.38,3467904.660763,444818.07,1794308.801376,415469.31,1673595.859387
2021-08-01,4.0113,4.156,3.8201,3.8781,4.021,4.156,3.8201,3.8781,13170,6904,6266,660400.0,2670721.611568,290319.1,1174735.949249,370080.9,1495985.662319
2021-08-02,3.8781,3.9591,3.7851,3.8254,3.8613,3.9591,3.7851,3.8254,9740,5351,4389,699492.46,2696641.956803,329470.17,1270942.558937,370022.29,1425699.397866
2021-08-03,3.8254,3.8643,3.627,3.6982,3.8254,3.8643,3.627,3.6982,7687,3848,3839,460102.9,1710933.764869,209698.93,779942.11513,250403.97,930991.649739
2021-08-04,3.6982,3.8531,3.6319,3.8046,3.6953,3.8531,3.6319,3.8046,7730,4183,3547,390766.67,1468683.419527,206786.57,775826.691167,183980.1,692856.72836
2021-08-05,3.8046,4.109,3.668,3.9267,3.8119,4.109,3.668,3.9267,27151,14731,12420,1086871.92,4249441.519866,517487.99,2027920.310671,569383.93,2221521.209195
2021-08-06,3.9267,4.172,3.8464,4.1458,3.9267,4.172,3.8464,4.1458,16049,8324,7725,641260.76,2572554.617856,310707.09,1247002.153945,330553.67,1325552.463911
2021-08-07,4.1458,4.6482,4.11,4.4256,4.1457,4.6482,4.11,4.4256,34950,18758,16192,1398751.19,6126227.776962,682814.16,2990716.584536,715937.03,3135511.192426
2021-08-08,4.4256,4.65,4.227,4.3296,4.4204,4.65,4.227,4.3296,17568,9406,8162,632491.33,2828728.593289,286926.5,1283062.758021,345564.83,1545665.835268
2021-08-09,4.3296,4.846,4.2187,4.583,4.3307,4.846,4.2187,4.583,24518,13252,11266,832042.25,3761059.52782,418307.84,1890007.616112,413734.41,1871051.911708
2021-08-10,4.583,4.6428,4.4201,4.5867,4.5717,4.6428,4.4201,4.5867,10295,5379,4916,451828.81,2046387.734979,217020.66,982714.723335,234808.15,1063673.011644
2021-08-11,4.5867,4.9434,4.5499,4.7602,4.5843,4.9434,4.5499,4.7602,31048,16427,14621,1013451.92,4856463.871906,486377.71,2331883.23023,527074.21,2524580.641676
2021-08-12,4.7602,4.94,4.417,4.6088,4.7612,4.94,4.417,4.6088,12383,6866,5517,551776.47,2571486.868565,269733.89,1255554.99603,282042.58,1315931.872535
2021-08-13,4.6088,5.0334,4.5759,5.0187,4.6088,5.0334,4.5759,5.0187,23456,12624,10832,556097.53,2706843.104947,287596.65,1399516.405175,268500.88,1307326.699772
2021-08-14,5.0187,5.3737,4.8266,5.1615,5.0186,5.3737,4.8266,5.1615,31394,16936,14458,846280.74,4317781.817651,386757.13,1974438.610317,459523.61,2343343.207334
2021-08-15,5.1615,5.1915,4.845,5.079,5.1624,5.1915,4.845,5.079,19423,9933,9490,1798497.5,8935067.593018,857576.36,4263359.005052,940921.14,4671708.587966
2021-08-16,5.079,5.3215,4.9638,5.0161,5.0788,5.3215,4.9638,5.0161,21120,11476,9644,771967.48,3956589.010899,359990.2,1845700.437382,411977.28,2110888.573517
2021-08-17,5.0161,5.1798,4.6868,4.7487,4.9922,5.1798,4.6868,4.7487,14484,7631,6853,601985.24,2991249.063377,291982.62,1450203.933517,310002.62,1541045.12986
2021-08-18,4.7487,4.9157,4.5448,4.6673,4.7501,4.9157,4.5448,4.6673,10293,5495,4798,584005.23,2763163.739879,310786.52,1473234.458924,273218.71,1289929.280955
2021-08-19,4.6673,4.8116,4.4472,4.8116,4.6741,4.8116,4.4472,4.8116,11439,6379,5060,603499.53,2791518.029518,329881.29,1527832.991673,273618.24,1263685.037845
2021-08-20,4.8116,5.1999,4.7981,5.1376,4.8116,5.1999,4.7981,5.1376,27737,14921,12816,995012.59,5029344.207237,538549.26,2727498.195647,456463.33,2301846.01159
2021-08-21,5.1376,5.6399,5.0584,5.3855,5.1397,5.6399,5.0584,5.3855,40483,22136,18347,960617.02,5157479.150975,492520.8,2645154.810834,468096.22,2512324.340141
2021-08-22,5.3855,5.4893,5.1172,5.2846,5.3855,5.4893,5.1172,5.2846,12828,7010,5818,515372.27,2728215.470917,258105.07,1365454.217902,257267.2,1362761.253015
2021-08-23,5.2846,5.5735,5.26,5.4596,5.2985,5.5735,5.26,5.4596,22017,11641,10376,686868.27,3727640.119672,332526.17,1805842.775658,354342.1,1921797.344014
2021-08-24,5.4596,5.55,4.9294,4.9481,5.4737,5.55,4.9294,4.9481,15938,9070,6868,656842.65,3430971.716977,327586.61,1710943.030577,329256.04,1720028.6864
2021-08-25,4.9481,5.1876,4.755,5.1611,4.9339,5.1876,4.755,5.1611,16204,8755,7449,748148.59,3725599.963585,388829.44,1936730.62043,359319.15,1788869.343155
2021-08-26,5.1611,5.1917,4.604,4.618,5.1738,5.1917,4.604,4.618,10760,5508,5252,601715.72,2949253.905619,274369.44,1346625.176691,327346.28,1602628.728928
2021-08-27,4.618,4.931,4.514,4.874,4.623,4.931,4.514,4.874,9399,4981,4418,399292.97,1899358.461199,215266.27,1024028.750762,184026.7,875329.710437
2021-08-28,4.874,4.958,4.797,4.872,4.889,4.958,4.797,4.872,6767,3642,3125,247558.8,1208213.423573,125439.8,612331.168073,122119.0,595882.2555
2021-08-29,4.872,5.005,4.741,4.952,4.881,5.005,4.741,4.952,9115,4935,4180,294927.24,1438611.5779,147233.7,718481.97719,147693.54,720129.60071
2021-08-30,4.952,4.968,4.639,4.672,4.952,4.968,4.639,4.672,9280,4730,4550,335110.4,1596275.0845,161186.4,767421.1025,173924.0,828853.982
2021-08-31,4.672,5.536,4.629,5.102,4.68,5.536,4.629,5.102,47009,25211,21798,1465170.48,7496111.601705,718650.08,3678518.981275,746520.4,3817592.62043
2021-09-01,5.102,5.45,4.957,5.27,5.099,5.45,4.957,5.27,28566,15071,13495,1162328.3,6026055.1812,568606.0,2947481.6156,593722.3,3078573.5656
2021-09-02,5.27,8.755,5.215,7.071,5.268,8.755,5.215,7.071,466936,255586,211350,17201638.23,126591119.448411,8775585.69,64773983.22033,8426052.54,61817136.228081
2021-09-03,7.071,8.49,6.697,7.261,7.07,8.49,6.697,7.261,256108,136683,119425,9949405.8,76049394.84,4846163.7,37076913.4224,5103242.1,38972481.4176
2021-09-04,7.261,7.321,6.826,6.886,7.269,7.321,6.826,6.886,41529,24071,17458,1522906.3,10797718.3479,805215.7,5709633.8666,717690.6,5088084.4813
2021-09-05,6.886,7.164,6.718,6.881,6.893,7.164,6.718,6.881,37785,20502,17283,1146193.6,7925849.1128,588573.2,4069595.8772,557620.4,3856253.2356
2021-09-06,6.881,7.07,6.538,6.85,6.867,7.07,6.538,6.85,38933,21804,17129,1149182.0,7847447.5748,548271.3,3740118.0088,600910.7,4107329.566
2021-09-07,6.85,6.884,5.101,5.718,6.837,6.884,5.101,5.718,33406,17895,15511,1546082.6,9274362.321,817927.4,4898998.4298,728155.2,4375363.8912
2021-09-08,5.718,5.966,4.955,5.454,5.719,5.966,4.955,5.454,22531,12150,10381,1112098.4,6027228.934,562741.1,3054717.5328,549357.3,2972511.4012
2021-09-09,5.454,6.31,5.439,5.876,5.459,6.31,5.439,5.876,35057,19579,15478,1005770.4,5962162.322,480445.1,2847350.8486,525325.3,3114811.4734
2021-09-10,5.876,6.2,5.258,5.435,5.877,6.2,5.258,5.435,18709,10478,8231,692715.9,3928194.8873,329965.9,1874529.9616,362750.0,2053664.9257
2021-09-11,5.435,5.742,5.361,5.492,5.432,5.742,5.361,5.492,13146,6970,6176,400694.7,2234469.7588,197083.8,1100673.9777,203610.9,1133795.7811
2021-09-12,5.492,6.331,5.482,6.039,5.496,6.331,5.482,6.039,38436,20835,17601,891695.0,5320212.8812,432478.2,2579342.5487,459216.8,2740870.3325
2021-09-13,6.039,6.094,5.344,5.579,6.039,6.094,5.344,5.579,18799,10180,8619,525841.7,2937541.4222,258719.5,1445154.4688,267122.2,1492386.9534
2021-09-14,5.579,6.094,5.542,5.986,5.568,6.094,5.542,5.986,21338,11114,10224,484462.9,2813070.7335,245952.0,1427798.1438,238510.9,1385272.5897
2021-09-15,5.986,6.544,5.893,6.167,5.969,6.544,5.893,6.167,44284,24113,20171,948108.7,5890243.4339,431140.8,2675991.8202,516967.9,3214251.6137
2021-09-16,6.167,6.5,5.864,6.051,6.167,6.5,5.864,6.051,31223,18401,12822,706650.2,4402272.7217,348624.3,2171899.2775,358025.9,2230373.4442
2021-09-17,6.051,6.055,5.729,5.847,6.048,6.055,5.729,5.847,10520,6018,4502,275647.4,1615507.5528,124438.6,730388.5772,151208.8,885118.9756
2021-09-18,5.847,7.08,5.829,6.112,5.841,7.08,5.829,6.112,77343,40557,36786,1860180.9,12047486.4302,902327.0,5853331.7853,957853.9,6194154.6449
2021-09-19,6.112,7.05,5.903,5.96,6.119,7.05,5.903,5.96,68336,36695,31641,2004884.1,12942336.8526,981796.1,6340020.8064,1023088.0,6602316.0462
2021-09-20,5.96,5.996,4.874,4.918,5.963,5.996,4.874,4.918,24334,12758,11576,957925.1,5172310.1485,439264.4,2369293.4205,518660.7,2803016.728
2021-09-21,4.918,5.097,4.377,4.532,4.907,5.097,4.377,4.532,12470,6361,6109,549440.83,2651585.3392,255263.95,1231949.79205,294176.88,1419635.54715
2021-09-22,4.532,5.2,4.438,5.169,4.533,5.2,4.438,5.169,13289,7009,6280,510037.4,2487296.9114,281183.6,1368745.175,228853.8,1118551.7364
2021-09-23,5.169,5.424,4.928,5.188,5.162,5.424,4.928,5.188,19349,10474,8875,955038.2,4945490.2478,550568.5,2858505.093,404469.7,2086985.1548
2021-09-24,5.188,5.241,4.312,4.749,5.188,5.241,4.312,4.749,23168,12529,10639,1026143.12,4805470.977641,496347.01,2324818.29937,529796.11,2480652.678271
2021-09-25,4.749,5.04,4.601,4.758,4.752,5.04,4.601,4.758,21751,12041,9710,945886.8,4583207.9317,461583.2,2238431.6138,484303.6,2344776.3179
2021-09-26,4.758,4.761,4.137,4.533,4.752,4.761,4.137,4.533,17716,9939,7777,647908.74,2910641.708243,308164.41,1384979.63538,339744.33,1525662.072863
2021-09-27,4.533,4.893,4.325,4.325,4.522,4.893,4.325,4.325,17071,9176,7895,928139.8,4375517.8555,466404.1,2202508.1986,461735.7,2173009.6569
2021-09-28,4.325,4.457,4.076,4.106,4.324,4.457,4.076,4.106,9202,4954,4248,301966.01,1289291.1296,152586.02,651406.2148,149379.99,637884.9148
2021-09-29,4.106,4.33,4.08,4.273,4.099,4.33,4.08,4.273,6032,3053,2979,244169.3,1030737.6499,112306.9,474477.4272,131862.4,556260.2227
2021-09-30,4.273,4.365,4.167,4.314,4.273,4.365,4.167,4.314,8285,4537,3748,321512.4,1365725.0475,170882.1,724690.932,150630.3,641034.1155
2021-10-01,4.314,4.773,4.262,4.697,4.314,4.773,4.262,4.697,18758,9694,9064,462941.3,2111159.4172,227371.9,1038594.6607,235569.4,1072564.7565
2021-10-02,4.697,5.2,4.643,4.954,4.698,5.2,4.643,4.954,23378,12688,10690,620463.2,3029869.2456,291804.5,1425807.1591,328658.7,1604062.0865
2021-10-03,4.954,5.129,4.824,4.956,4.96,5.129,4.824,4.956,14253,8144,6109,439623.3,2177075.5402,213168.3,1057091.8003,226455.0,1119983.7399
2021-10-04,4.956,4.964,4.734,4.761,4.945,4.964,4.734,4.761,9700,5044,4656,230020.0,1114517.2413,99694.7,482791.3684,130325.3,631725.8729
2021-10-05,4.761,5.18,4.743,4.928,4.77,5.18,4.743,4.928,23331,12252,11079,605262.8,3012484.0776,271362.2,1351341.8902,333900.6,1661142.1874
2021-10-06,4.928,4.939,4.466,4.7,4.926,4.939,4.466,4.7,25304,14673,10631,647013.9,3049778.5931,328397.9,1546757.4836,318616.0,1503021.1095
2021-10-07,4.7,4.926,4.57,4.726,4.688,4.926,4.57,4.726,38665,22836,15829,766306.8,3647610.7648,344790.7,1641141.2091,421516.1,2006469.5557
2021-10-08,4.726,4.99,4.702,4.868,4.733,4.99,4.702,4.868,29450,15244,14206,780916.7,3774817.2815,398109.3,1925771.2429,382807.4,1849046.0386
2021-10-09,4.868,5.3,4.801,4.92,4.871,5.3,4.801,4.92,47366,25903,21463,1207085.0,6043228.6664,582155.3,2916962.2891,624929.7,3126266.3773
2021-10-10,4.92,5.188,4.578,4.591,4.918,5.188,4.578,4.591,28546,16224,12322,1000463.9,4859821.9193,549758.9,2674972.3159,450705.0,2184849.6034
2021-10-11,4.591,4.782,4.48,4.56,4.6,4.782,4.48,4.56,13396,6962,6434,375557.5,1735786.1517,181858.3,840380.3298,193699.2,895405.8219
2021-10-12,4.56,4.601,4.274,4.495,4.563,4.601,4.274,4.495,16243,7867,8376,415595.3,1840244.6456,192182.1,850835.9758,223413.2,989408.6698
2021-10-13,4.495,4.652,4.346,4.607,4.493,4.652,4.346,4.607,15319,7518,7801,328548.7,1473612.2813,160322.6,718365.5858,168226.1,755246.6955
2021-10-14,4.607,4.691,4.476,4.572,4.613,4.691,4.476,4.572,13160,6413,6747,386169.7,1768669.3519,173131.9,794056.4966,213037.8,974612.8553
2021-10-15,4.572,5.183,4.484,5.024,4.571,5.183,4.484,5.024,67423,36195,31228,1663255.6,8116500.0592,854047.8,4171138.2277,809207.8,3945361.8315
2021-10-16,5.024,5.06,4.759,4.811,5.033,5.06,4.759,4.811,20830,11968,8862,713313.9,3498384.3063,353081.1,1734643.2652,360232.8,1763741.0411
2021-10-17,4.811,5.2,4.765,4.833,4.798,5.2,4.765,4.833,30267,15795,14472,761729.6,3774457.7935,344555.9,1710838.8373,417173.7,2063618.9562
2021-10-18,4.833,4.893,4.585,4.663,4.847,4.893,4.585,4.663,18964,10529,8435,760722.7,3589828.0149,397433.7,1877164.0419,363289.0,1712663.973
2021-10-19,4.663,4.784,4.437,4.615,4.664,4.784,4.437,4.615,12911,7261,5650,457790.7,2134513.1057,202447.9,945860.7826,255342.8,1188652.3231
2021-10-20,4.615,4.881,4.554,4.841,4.615,4.881,4.554,4.841,16371,7945,8426,402680.9,1907557.9813,191904.1,909616.1128,210776.8,997941.8685
2021-10-21,4.841,4.893,4.621,4.756,4.843,4.893,4.621,4.756,16970,9838,7132,506791.4,2428879.3897,251765.6,1207508.1412,255025.8,1221371.2485
2021-10-22,4.756,4.89,4.596,4.648,4.763,4.89,4.596,4.648,16528,9733,6795,431799.0,2055964.4078,195944.1,933432.5666,235854.9,1122531.8412
2021-10-23,4.648,4.745,4.604,4.735,4.652,4.745,4.604,4.735,6894,3234,3660,212615.4,995819.3183,99712.5,466873.2223,112902.9,528946.096
2021-10-24,4.735,4.79,4.454,4.524,4.738,4.79,4.454,4.524,13070,7908,5162,345561.7,1597665.7726,140980.9,651856.9258,204580.8,945808.8468
2021-10-25,4.524,4.7,4.513,4.569,4.519,4.7,4.513,4.569,11362,6050,5312,319455.1,1473393.9217,141072.7,650531.3044,178382.4,822862.6173
2021-10-26,4.569,5.08,4.534,4.806,4.559,5.08,4.534,4.806,60231,33404,26827,1579853.7,7634055.5369,847750.1,4107092.3112,732103.6,3526963.2257
2021-10-27,4.806,4.855,4.374,4.387,4.806,4.855,4.374,4.387,16600,9415,7185,604995.8,2784831.1823,285737.0,1315232.8448,319258.8,1469598.3375
2021-10-28,4.387,4.516,4.295,4.453,4.393,4.516,4.295,4.453,11724,6023,5701,402201.8,1771897.93,191685.1,845303.1704,210516.7,926594.7596
2021-10-29,4.453,4.729,4.403,4.57,4.447,4.729,4.403,4.57,23273,12695,10578,646389.6,2939357.4861,278068.5,1267606.0698,368321.1,1671751.4163
2021-10-30,4.57,4.696,4.411,4.466,4.581,4.696,4.411,4.466,19146,11016,8130,543907.2,2471344.419,246475.0,1119604.2104,297432.2,1351740.2086
2021-10-31,4.466,4.757,4.411,4.695,4.465,4.757,4.411,4.695,24612,12411,12201,634633.3,2904690.6975,319452.1,1462232.0574,315181.2,1442458.6401
2021-11-01,4.695,4.846,4.572,4.707,4.693,4.846,4.572,4.707,26614,16297,10317,562693.4,2660025.5559,269288.4,1274451.106,293405.0,1385574.4499
2021-11-02,4.707,4.978,4.686,4.823,4.7,4.978,4.686,4.823,36758,21026,15732,762749.2,3711561.3437,355885.9,1733006.2912,406863.3,1978555.0525
2021-11-03,4.823,5.089,4.767,5.06,4.812,5.089,4.767,5.06,64355,38354,26001,1079623.3,5333918.8968,546026.7,2701499.4456,533596.6,2632419.4512
2021-11-04,5.06,6.499,5.011,5.212,5.058,6.499,5.011,5.212,474246,296840,177406,8107939.2,48184199.8403,4058800.7,24184437.9708,4049138.5,23999761.8695
2021-11-05,5.212,5.313,5.001,5.038,5.216,5.313,5.001,5.038,24082,15732,8350,747628.3,3864506.012,377004.0,1949635.8588,370624.3,1914870.1532
2021-11-06,5.038,5.062,4.753,4.943,5.038,5.062,4.753,4.943,20102,11901,8201,478989.6,2353526.8417,235232.9,1156561.5806,243756.7,1196965.2611
2021-11-07,4.943,5.0,4.895,4.943,4.944,5.0,4.895,4.943,11123,6834,4289,327358.1,1618802.5552,171022.1,845938.3788,156336.0,772864.1764
2021-11-08,4.943,5.139,4.892,5.127,4.947,5.139,4.892,5.127,44738,26062,18676,661406.5,3308491.342,336596.2,1683722.546,324810.3,1624768.796
2021-11-09,5.127,5.69,5.094,5.267,5.122,5.69,5.094,5.267,155918,101055,54863,1632864.7,8780759.8042,799091.0,4298083.248,833773.7,4482676.5562
2021-11-10,5.267,5.351,4.621,4.823,5.267,5.351,4.621,4.823,51654,31335,20319,820836.9,4196731.4297,410131.0,2095299.9491,410705.9,2101431.4806
2021-11-11,4.823,5.133,4.71,5.005,4.821,5.133,4.71,5.005,50734,28027,22707,681130.9,3371035.622,338243.2,1672328.5922,342887.7,1698707.0298
2021-11-12,5.005,5.811,4.968,5.688,5.003,5.811,4.968,5.688,215670,112845,102825,2585251.6,13870648.4146,1222944.4,6562855.8311,1362307.2,7307792.5835
