,Time,BTC_Average_Transaction_Fee_USD,ETH_Average_Transaction_Fee_USD,XRP_Average_Transaction_Fee_USD,DOGE_Average_Transaction_Fee_USD,LTC_Average_Transaction_Fee_USD,BCH_Average_Transaction_Fee_USD,XMR_Average_Transaction_Fee_USD,DASH_Average_Transaction_Fee_USD,ZEC_Average_Transaction_Fee_USD
2893,2018-06-18,0.585,0.239,0.00103,0.00373,0.108,0.0801,0.826,0.0306,0.000147
2894,2018-06-19,2.946,0.316,0.00153,0.00385,0.106,0.0897,1.012,0.0669,4.07e-06
2895,2018-06-20,6.852,0.289,0.00113,0.00392,0.103,0.0779,0.859,0.147,0.000458
2896,2018-06-21,2.509,0.295,0.00169,0.00437,0.1,0.0822,0.916,0.0604,0.000441
2897,2018-06-22,2.157,0.561,0.00111,0.00387,0.0941,0.0767,0.816,0.0548,
2898,2018-06-23,1.203,0.242,0.000491,0.00359,0.0838,0.0566,0.818,0.0264,0.000142
2899,2018-06-24,1.035,0.346,0.000746,0.00356,0.0883,0.0669,0.854,0.036,2.01e-05
2900,2018-06-25,1.079,0.288,0.000994,0.0036,0.0881,0.0751,0.836,0.0589,0.00398
2901,2018-06-26,1.032,0.239,0.00148,0.00345,0.0849,0.0547,0.906,0.0485,0.0013
2902,2018-06-27,1.047,0.219,0.0013,0.00357,0.0943,0.062,1.07,0.058,3.01e-05
2903,2018-06-28,0.887,0.217,0.000667,0.00341,0.0824,0.0508,0.887,0.0585,5.41e-05
2904,2018-06-29,0.823,0.223,0.0007,0.00338,0.0765,0.0556,0.9,0.0483,8.28e-06
2905,2018-06-30,0.833,1.421,0.000805,0.00348,0.0785,0.0555,0.887,0.0433,3.26e-06
2906,2018-07-01,0.687,2.355,0.000487,0.00358,0.0912,0.0145,0.979,0.0525,0.000711
2907,2018-07-02,0.764,5.528,0.000507,0.00359,0.0903,0.0151,0.878,0.0416,0.00183
2908,2018-07-03,0.852,3.315,0.00113,0.00367,0.0953,0.0138,1.243,0.0573,0.000691
2909,2018-07-04,0.687,3.078,0.000779,0.00387,0.0983,0.0488,1.191,0.0548,0.000177
2910,2018-07-05,0.654,2.283,0.000755,0.00384,0.0887,0.0156,1.353,0.0557,0.00205
2911,2018-07-06,0.71,3.416,0.00131,0.00361,0.0865,0.051,1.205,0.0476,0.000382
2912,2018-07-07,0.644,2.925,0.000869,0.00351,0.0868,0.0124,1.313,0.0566,0.000365
2913,2018-07-08,0.68,1.067,0.00086,0.00386,0.106,0.0468,1.226,0.0328,1.98e-05
2914,2018-07-09,0.651,0.81,0.000982,0.00384,0.0907,0.036,1.316,0.0542,0.000728
2915,2018-07-10,0.69,0.477,0.00142,0.00368,0.0873,0.0464,1.193,0.0745,8.92e-05
2916,2018-07-11,0.646,0.573,0.00133,0.00331,0.0813,0.0173,1.087,0.0902,0.000107
2917,2018-07-12,0.573,1.045,0.00105,0.00334,0.0861,0.0274,1.033,0.0648,0.00552
2918,2018-07-13,0.588,1.186,0.00121,0.00316,0.0846,0.0462,1.206,0.0892,0.00266
2919,2018-07-14,0.532,2.501,0.000945,0.00313,0.0778,0.0303,1.1,0.0669,0.000197
2920,2018-07-15,0.602,3.482,0.00107,0.00323,0.0875,0.0405,1.182,0.106,5.47e-05
2921,2018-07-16,0.743,0.385,0.00141,0.00376,0.0859,0.0224,1.145,0.106,4.95e-05
2922,2018-07-17,0.735,0.348,0.00148,0.00444,0.0904,0.024,0.925,0.0167,0.000854
2923,2018-07-18,0.989,0.317,0.00121,0.00516,0.0941,0.0327,0.996,0.00194,1.83e-05
2924,2018-07-19,0.949,0.279,0.000991,0.00517,0.0893,0.0111,1.041,0.00278,6.64e-06
2925,2018-07-20,0.761,0.381,0.00105,0.0051,0.0802,0.0118,1.177,0.012,0.00021
2926,2018-07-21,0.692,0.438,0.000653,0.00472,0.0807,0.00996,1.078,0.0121,0.00501
2927,2018-07-22,0.66,0.252,0.000766,0.00471,0.0831,0.0265,1.058,0.0121,
2928,2018-07-23,0.875,0.339,0.000878,0.00533,0.0892,0.0422,1.928,0.0201,1.13e-05
2929,2018-07-24,0.923,0.283,0.00089,0.00507,0.0887,0.0503,1.299,0.0278,0.000224
2930,2018-07-25,0.889,0.267,0.0011,0.00506,0.0928,0.0509,1.045,0.0608,0.000607
2931,2018-07-26,0.846,0.257,0.00135,0.0052,0.091,0.0665,1.166,0.0477,5.77e-05
2932,2018-07-27,0.725,0.214,0.00134,0.00498,0.0793,0.0573,1.082,0.0543,3.21e-05
2933,2018-07-28,0.728,0.34,0.000772,0.00482,0.0828,0.0478,1.031,0.0429,1.6e-05
2934,2018-07-29,0.764,0.197,0.00111,0.005,0.0885,0.02,1.184,0.0604,0.000851
2935,2018-07-30,0.867,0.208,0.00117,0.00455,0.0883,0.0577,0.938,0.047,0.000798
2936,2018-07-31,0.835,0.211,0.00153,0.00436,0.0838,0.0601,0.962,0.0706,5.02e-05
2937,2018-08-01,0.67,0.415,0.00145,0.00446,0.0907,0.00365,0.914,0.103,3.5e-05
2938,2018-08-02,0.852,0.178,0.00111,0.00425,0.08,0.015,0.803,0.125,2.59e-05
2939,2018-08-03,0.748,0.187,0.0014,0.00389,0.0724,0.0435,0.737,0.114,0.000586
2940,2018-08-04,0.652,0.23,0.00096,0.00392,0.0731,0.0416,0.796,0.109,0.000336
2941,2018-08-05,0.555,0.152,0.000533,0.00411,0.0766,0.0463,0.79,0.112,5.74e-06
2942,2018-08-06,0.569,0.249,0.000819,0.00391,0.0784,0.0393,0.806,0.11,3.86e-05
2943,2018-08-07,0.559,0.852,0.00114,0.00428,0.0777,0.0219,0.713,0.0967,3.19e-05
2944,2018-08-08,0.569,1.864,0.000818,0.00354,0.0723,0.0322,0.653,0.129,0.000503
2945,2018-08-09,0.598,1.658,0.000901,0.00344,0.0678,0.0212,0.58,0.11,0.00294
2946,2018-08-10,0.579,0.883,0.000623,0.0035,0.0562,0.0242,0.698,0.101,0.0012
2947,2018-08-11,0.496,0.246,0.000367,0.0032,0.0516,0.0134,0.841,0.0937,0.000398
2948,2018-08-12,0.489,0.182,0.000392,0.00325,0.0568,0.0179,0.767,0.1,0.000723
2949,2018-08-13,0.57,0.234,0.000467,0.00332,0.0548,0.0247,0.613,0.132,5.4e-05
2950,2018-08-14,0.648,0.229,0.000498,0.00299,0.0469,0.0164,0.567,0.0933,2.61e-05
2951,2018-08-15,0.575,0.261,0.000496,0.00327,0.0471,0.0146,0.557,0.109,2.01e-05
2952,2018-08-16,0.658,0.211,0.000514,0.00312,0.0476,0.0154,0.618,0.0786,0.000237
2953,2018-08-17,0.69,0.956,0.000702,0.00331,0.0481,0.0198,0.672,0.099,0.000191
2954,2018-08-18,0.557,0.213,0.000619,0.0032,0.0521,0.00503,0.783,0.0905,0.000527
2955,2018-08-19,0.653,0.195,0.000455,0.00343,0.0714,0.00327,0.68,0.113,0.000423
2956,2018-08-20,0.874,0.178,0.000496,0.00342,0.0525,0.0117,0.674,0.102,0.000243
2957,2018-08-21,0.729,0.173,0.000483,0.00331,0.052,0.0107,0.697,0.0769,0.000601
2958,2018-08-22,0.695,0.421,0.000483,0.00335,0.0512,0.014,0.547,0.0868,5.18e-05
2959,2018-08-23,0.573,0.274,0.00044,0.00316,0.0511,0.00803,0.577,0.0894,0.000231
2960,2018-08-24,0.572,0.489,0.0006,0.00317,0.0505,0.0146,0.565,0.0732,0.000286
2961,2018-08-25,0.722,0.162,0.000488,0.00333,0.0532,0.0103,0.649,0.0553,0.00104
2962,2018-08-26,1.078,0.453,0.00044,0.00348,0.0522,0.0126,0.645,0.0814,2.04e-05
2963,2018-08-27,0.984,0.161,0.000608,0.00326,0.052,0.024,0.558,0.0994,1.08e-05
2964,2018-08-28,1.33,0.179,0.000565,0.00337,0.062,0.0178,0.653,0.116,2.89e-05
2965,2018-08-29,0.704,0.284,0.000587,0.0036,0.0611,0.0157,0.634,0.133,8.33e-05
2966,2018-08-30,0.724,0.21,0.000634,0.00479,0.056,0.00633,0.615,0.119,0.000519
2967,2018-08-31,0.746,0.218,0.000642,0.00625,0.0545,0.00197,0.712,0.0958,0.000186
2968,2018-09-01,0.641,0.16,0.000591,0.0107,0.0552,0.00168,1.046,0.122,8.34e-05
2969,2018-09-02,0.632,0.158,0.000502,0.00851,0.0578,0.00195,0.908,0.0934,8.14e-05
2970,2018-09-03,0.65,0.171,0.000543,0.00812,0.0225,0.00308,0.924,0.102,9.1e-05
2971,2018-09-04,0.761,0.224,0.000536,0.011,0.0766,0.00164,0.791,0.122,2.09e-05
2972,2018-09-05,0.923,0.153,0.000655,0.00946,0.0648,0.00174,0.794,0.115,1.88e-05
2973,2018-09-06,0.8,0.196,0.000471,0.00854,0.0483,0.00177,0.715,0.0853,0.000868
2974,2018-09-07,0.782,0.194,0.000466,0.00925,0.0468,0.0101,0.638,0.0774,3.49e-06
2975,2018-09-08,0.588,0.158,0.000469,0.00987,0.0476,0.0141,0.639,0.0859,0.000336
2976,2018-09-09,0.614,0.151,0.000442,0.00978,0.0462,0.00548,0.638,0.0906,3.4e-06
2977,2018-09-10,0.568,0.156,0.000505,0.0104,0.0477,0.00651,0.571,0.101,0.000238
2978,2018-09-11,0.619,0.175,0.000401,0.0106,0.0478,0.00653,0.798,0.0864,0.000679
2979,2018-09-12,0.645,0.16,0.000455,0.0104,0.0441,0.0136,0.506,0.103,0.000322
2980,2018-09-13,0.559,0.19,0.000482,0.0112,0.0474,0.0169,0.586,0.103,3.05e-05
2981,2018-09-14,0.619,0.163,0.000356,0.0104,0.0477,0.0142,0.597,0.0836,0.000499
2982,2018-09-15,0.486,0.176,0.000322,0.0101,0.0507,0.01,0.63,0.0648,
2983,2018-09-16,0.473,0.176,0.000356,0.0104,0.0477,0.0134,0.592,0.0527,0.000313
2984,2018-09-17,0.466,0.17,0.00041,0.0105,0.0514,0.017,0.579,0.0956,0.000273
2985,2018-09-18,0.491,0.221,0.000628,0.00989,0.0482,0.0117,0.558,0.104,1.54e-05
2986,2018-09-19,0.433,0.288,0.000539,0.0097,0.0462,0.0128,0.571,0.0506,0.000203
2987,2018-09-20,0.463,0.209,0.000978,0.00959,0.0472,0.00825,0.541,0.0332,0.000274
2988,2018-09-21,0.626,0.287,0.00206,0.00983,0.0465,0.0164,0.596,0.0952,8.25e-05
2989,2018-09-22,0.556,0.215,0.00139,0.00961,0.0484,0.0135,0.574,0.0941,0.000856
2990,2018-09-23,0.485,0.192,0.00131,0.0126,0.0457,0.0235,0.682,0.114,4.76e-05
2991,2018-09-24,0.434,0.334,0.00152,0.0156,0.0483,0.021,0.597,0.0872,0.000201
2992,2018-09-25,0.518,0.213,0.000957,0.0149,0.0425,0.018,0.543,0.0909,0.000163
2993,2018-09-26,0.534,0.233,0.00113,0.0122,0.0421,0.0139,0.619,0.0519,0.000136
2994,2018-09-27,0.621,0.247,0.000863,0.0104,0.0464,0.0278,0.619,0.079,0.000339
2995,2018-09-28,0.761,0.28,0.000946,0.0102,0.0535,0.0179,0.631,0.0763,0.000174
2996,2018-09-29,0.575,0.346,0.00104,0.0129,0.0465,0.00454,0.678,0.0637,0.0012
2997,2018-09-30,0.49,0.254,0.00116,0.00948,0.0474,0.0225,0.516,0.0854,
2998,2018-10-01,0.594,0.296,0.0011,0.0104,0.0487,0.00242,0.709,0.096,0.000232
2999,2018-10-02,0.692,0.301,0.00119,0.00979,0.0463,0.0131,0.57,0.076,3.56e-05
3000,2018-10-03,0.572,0.175,0.00098,0.00897,0.041,0.0208,0.617,0.0436,4.86e-05
3001,2018-10-04,0.507,0.177,0.00113,0.00921,0.0455,0.0372,0.584,0.0371,0.000125
3002,2018-10-05,0.574,0.161,0.000992,0.00967,0.0458,0.0208,0.585,0.00555,8.51e-06
3003,2018-10-06,0.54,0.11,0.00118,0.00921,0.0428,0.0279,0.682,0.00202,5.57e-05
3004,2018-10-07,0.392,0.141,0.000776,0.0102,0.0502,0.0102,0.633,0.0497,0.000194
3005,2018-10-08,0.449,0.181,0.000953,0.01,0.0508,0.0155,0.597,0.0506,0.000522
3006,2018-10-09,0.469,0.165,0.000915,0.00953,0.0497,0.0243,0.578,0.045,3.39e-05
3007,2018-10-10,0.42,0.196,0.000993,0.00922,0.0548,0.0181,0.559,0.0541,0.000256
3008,2018-10-11,0.441,0.167,0.000926,0.00926,0.045,0.0326,0.577,0.0468,6.57e-05
3009,2018-10-12,0.476,0.216,0.000798,0.0114,0.0413,0.0174,0.487,0.0543,1.21e-05
3010,2018-10-13,0.408,0.126,0.00067,0.00855,0.0409,0.0134,0.545,0.0354,1.75e-05
3011,2018-10-14,0.412,0.116,0.000663,0.00842,0.042,0.015,0.5,0.0377,3.36e-06
3012,2018-10-15,0.573,0.153,0.000923,0.00906,0.0501,0.0225,0.639,0.0592,6.3e-05
3013,2018-10-16,0.498,0.129,0.000792,0.00912,0.0626,0.0146,0.619,0.0491,0.0002
3014,2018-10-17,0.479,0.139,0.00084,0.00845,0.087,0.021,0.547,0.026,0.000155
3015,2018-10-18,0.47,0.133,0.000918,0.00824,0.106,0.0305,0.29,0.0086,3.21e-05
3016,2018-10-19,0.453,0.141,0.000858,0.00781,0.0588,0.0082,0.0271,0.0263,0.000134
3017,2018-10-20,0.411,0.141,0.0008,0.00739,0.0389,0.008,0.0214,0.0282,0.000315
3018,2018-10-21,0.388,0.136,0.00106,0.00795,0.0393,0.00839,0.019,0.0369,1.33e-05
3019,2018-10-22,0.428,0.142,0.00071,0.00784,0.0424,0.0116,0.0208,0.0313,0.000564
3020,2018-10-23,0.426,0.149,0.000794,0.00776,0.0494,0.0137,0.0323,0.0289,6.96e-06
3021,2018-10-24,0.436,0.181,0.000925,0.00715,0.0421,0.0536,0.0256,0.042,0.000319
3022,2018-10-25,0.448,0.205,0.000868,0.00688,0.04,0.011,0.0167,0.0325,4.42e-05
3023,2018-10-26,0.46,0.177,0.00123,0.00645,0.0334,0.0198,0.0211,0.0291,0.00021
3024,2018-10-27,0.364,0.144,0.00111,0.00666,0.0368,0.0105,0.0285,0.0339,0.000137
3025,2018-10-28,0.487,0.133,0.00142,0.00677,0.0395,0.0159,0.018,0.0335,0.000235
3026,2018-10-29,0.466,0.139,0.0012,0.00715,0.0375,0.0193,0.0148,0.0379,0.000189
3027,2018-10-30,0.42,0.137,0.000762,0.00696,0.0341,0.0102,0.0223,0.0447,1.47e-05
3028,2018-10-31,0.366,0.142,0.000721,0.00681,0.0369,0.00415,0.0165,0.0256,4.02e-05
3029,2018-11-01,0.394,0.137,0.000874,0.00658,0.0352,0.00127,0.0827,0.0374,7.28e-05
3030,2018-11-02,0.401,0.162,0.0011,0.00617,0.033,0.00573,0.0163,0.0353,0.000371
3031,2018-11-03,0.348,0.157,0.000904,0.00546,0.0335,0.0117,0.0185,0.0304,6.48e-05
3032,2018-11-04,0.364,0.141,0.00116,0.008,0.0444,0.0185,0.0239,0.0459,2.94e-05
3033,2018-11-05,0.407,0.181,0.00134,0.00565,0.0487,0.027,0.0157,0.0424,5.3e-05
3034,2018-11-06,0.434,0.182,0.0015,0.00614,0.0418,0.00913,0.0226,0.0428,3.53e-05
3035,2018-11-07,0.454,0.182,0.00125,0.00591,0.0393,0.0324,0.0229,0.0435,0.000187
3036,2018-11-08,0.492,0.212,0.0012,0.00576,0.0403,0.0327,0.0168,0.0396,6.16e-05
3037,2018-11-09,0.508,0.159,0.00109,0.00535,0.0341,0.0295,0.0375,0.0368,0.000228
3038,2018-11-10,0.424,0.13,0.000947,0.00485,0.0251,0.00142,0.0394,0.00199,3.89e-05
3039,2018-11-11,0.367,0.111,0.00107,0.00523,0.0251,0.0285,0.0596,0.000417,4.74e-05
3040,2018-11-12,0.411,0.165,0.00164,0.00525,0.0379,0.00731,0.0173,0.00908,1.29e-05
3041,2018-11-13,0.415,0.181,0.00166,0.00472,0.0342,0.0137,0.0352,0.0433,8.22e-05
3042,2018-11-14,0.543,0.197,0.00147,0.00448,0.0348,0.0341,0.038,0.0567,1.14e-05
3043,2018-11-15,0.743,0.2,0.00138,0.00459,0.029,0.00183,0.0233,0.046,1.54e-05
3044,2018-11-16,0.732,0.176,0.0018,0.00554,0.0287,0.00146,0.0127,0.0337,3.62e-06
3045,2018-11-17,0.457,0.141,0.00145,0.00542,0.0273,0.000713,0.0108,0.0342,1.94e-05
3046,2018-11-18,0.424,0.168,0.0013,0.00509,0.0275,0.000673,0.0171,0.036,0.000488
3047,2018-11-19,0.789,0.163,0.00105,0.00548,0.031,0.000661,0.0126,0.0457,1.13e-05
3048,2018-11-20,1.114,0.145,0.00127,0.00474,0.0254,0.000598,0.0108,0.0406,1.75e-05
3049,2018-11-21,0.888,0.122,0.00101,0.00469,0.0274,0.00557,0.0308,0.0344,0.000253
3050,2018-11-22,0.668,0.118,0.000912,0.0131,0.0225,0.0197,0.00708,0.051,5.69e-05
3051,2018-11-23,0.581,0.116,0.000736,0.00469,0.0216,0.0043,0.0172,0.032,8.21e-06
3052,2018-11-24,0.538,0.114,0.000832,0.00491,0.0214,0.00514,0.0147,0.0298,1.56e-05
3053,2018-11-25,0.515,0.111,0.0007,0.00484,0.022,0.00395,0.032,0.0363,4.93e-08
3054,2018-11-26,0.586,0.106,0.00077,0.00465,0.0228,0.00539,0.0122,0.0375,2.76e-05
3055,2018-11-27,0.526,0.0918,0.000877,0.0044,0.0217,0.00675,0.0141,0.0375,0.000287
3056,2018-11-28,0.627,0.122,0.00115,0.00427,0.025,0.0149,0.0159,0.0359,1.75e-05
3057,2018-11-29,0.782,0.158,0.00106,0.0042,0.0223,0.00995,0.0129,0.0379,1.92e-05
3058,2018-11-30,0.673,0.172,0.000997,0.0041,0.0201,0.0319,0.0115,0.0263,3.33e-05
3059,2018-12-01,0.533,0.13,0.000771,0.00429,0.0219,0.00606,0.00929,0.0277,3.33e-05
3060,2018-12-02,0.438,0.123,0.000703,0.00431,0.0231,0.011,0.0145,0.0292,
3061,2018-12-03,0.518,0.123,0.000891,0.0047,0.0225,0.00824,0.00827,0.0296,8.69e-05
3062,2018-12-04,0.464,0.12,0.000735,0.00456,0.0236,0.00653,0.013,0.0287,2.26e-06
3063,2018-12-05,0.4,0.118,0.00473,0.00468,0.0217,0.00419,0.00612,0.0248,0.000272
3064,2018-12-06,0.383,0.0853,0.000749,0.00442,0.021,0.00233,0.00749,0.0292,1.93e-05
3065,2018-12-07,0.42,0.0755,0.000623,0.00409,0.0175,0.00809,0.00801,0.027,7.35e-06
3066,2018-12-08,0.295,0.0581,0.000403,0.0041,0.0152,0.00418,0.0113,0.0215,7.77e-06
3067,2018-12-09,0.251,0.0633,0.000443,0.00382,0.0168,0.00451,0.00638,0.0255,6.95e-06
3068,2018-12-10,0.316,0.0675,0.000427,0.00328,0.0214,0.00459,0.0147,0.0124,8.76e-06
3069,2018-12-11,0.321,0.0647,0.000529,0.0035,0.0163,0.00464,0.00668,0.0327,0.000228
3070,2018-12-12,0.298,0.0627,0.000581,0.0039,0.0164,0.00473,0.00687,0.0223,3.28e-05
3071,2018-12-13,0.283,0.0694,0.000502,0.00376,0.0165,0.00358,0.00818,0.0258,2.14e-05
3072,2018-12-14,0.301,0.0892,0.000443,0.00394,0.0158,0.00379,0.00584,0.0218,9.67e-06
3073,2018-12-15,0.228,0.052,0.000367,0.0038,0.0157,0.00577,0.0068,0.0216,
3074,2018-12-16,0.216,0.0521,0.000351,0.0038,0.0175,0.00158,0.00468,0.0241,2.83e-06
3075,2018-12-17,0.24,0.0623,0.000529,0.00487,0.022,0.00228,0.00827,0.0291,1.01e-05
3076,2018-12-18,0.357,0.114,0.000563,0.00459,0.0189,0.00813,0.0116,0.0256,2.62e-07
3077,2018-12-19,0.415,0.0786,0.000866,0.00713,0.0214,0.00766,0.014,0.0355,3.72e-06
3078,2018-12-20,0.383,0.0807,0.000807,0.0052,0.0206,0.0138,0.00997,0.0349,1.72e-05
3079,2018-12-21,0.445,0.0801,0.000607,0.00521,0.0202,0.0174,0.0155,0.042,5.14e-06
3080,2018-12-22,0.293,0.0737,0.000404,0.00436,0.0227,0.0115,0.00805,0.0282,6.09e-06
3081,2018-12-23,0.249,0.0867,0.000514,0.00455,0.021,0.00824,0.0077,0.0228,1.48e-05
3082,2018-12-24,0.353,0.105,0.000884,0.00482,0.0253,0.0114,0.0113,0.0429,1.27e-05
3083,2018-12-25,0.264,0.107,0.000531,0.00397,0.021,0.00999,0.00925,0.034,1.53e-05
3084,2018-12-26,0.221,0.119,0.000493,0.00448,0.0217,0.00825,0.0112,0.0298,1.39e-05
3085,2018-12-27,0.212,0.0773,0.000505,0.00434,0.0194,0.00669,0.00933,0.0341,5.87e-05
3086,2018-12-28,0.218,0.079,0.000501,0.00405,0.0184,0.00639,0.0101,0.028,2.59e-05
3087,2018-12-29,0.226,0.0821,0.000519,0.0039,0.0207,0.00766,0.0131,0.0257,2.02e-06
3088,2018-12-30,0.199,0.17,0.000469,0.00379,0.0191,0.00667,0.0113,0.025,1.06e-05
3089,2018-12-31,0.233,0.0872,0.000485,0.0046,0.0216,0.00822,0.00698,0.0149,1.44e-05
3090,2019-01-01,0.179,0.0921,0.000392,0.00365,0.0198,0.00533,0.00644,0.0158,4.77e-06
3091,2019-01-02,0.257,0.0878,0.000559,0.00415,0.0215,0.00416,0.0102,0.029,1.1e-05
3092,2019-01-03,0.255,0.0837,0.000536,0.00415,0.0211,0.00401,0.0115,0.0295,2.54e-05
3093,2019-01-04,0.266,0.1,0.000465,0.00396,0.0201,0.00898,0.0072,0.0199,5.46e-06
3094,2019-01-05,0.179,0.154,0.000392,0.00358,0.0223,0.00612,0.00777,0.0234,1.32e-05
3095,2019-01-06,0.252,0.0958,0.000392,0.00421,0.0278,0.00153,0.00963,0.0164,6.57e-05
3096,2019-01-07,0.34,0.0945,0.000454,0.00365,0.0275,0.00714,0.00759,0.0115,2.15e-05
3097,2019-01-08,0.265,0.0855,0.000518,0.00403,0.0282,0.00621,0.00963,0.0316,3.12e-05
3098,2019-01-09,0.306,0.0815,0.000486,0.00409,0.0254,0.00853,0.0189,0.0236,1.26e-05
3099,2019-01-10,0.302,0.0857,0.000548,0.00374,0.0246,0.0106,0.0242,0.0286,1.87e-05
3100,2019-01-11,0.288,0.0779,0.000438,0.00365,0.0192,0.00537,0.0311,0.0199,1.08e-05
3101,2019-01-12,0.222,0.0691,0.000282,0.0032,0.0197,0.00682,0.0184,0.0134,2.92e-05
3102,2019-01-13,0.184,0.0676,0.000306,0.00328,0.0207,0.00555,0.0138,0.0148,1.39e-05
3103,2019-01-14,0.221,0.107,0.000353,0.00371,0.0212,0.00501,0.0247,0.0177,2.68e-05
3104,2019-01-15,0.257,0.0997,0.000416,0.00426,0.0205,0.00702,0.0328,0.0169,1.01e-05
3105,2019-01-16,0.298,0.104,0.00044,0.00399,0.0193,0.00373,0.0267,0.0164,3.14e-06
3106,2019-01-17,0.287,0.0777,0.000452,0.0042,0.0195,0.0037,0.0299,0.0159,1.22e-05
3107,2019-01-18,0.249,0.0835,0.000398,0.00434,0.0185,0.00325,0.0292,0.0139,0.000302
3108,2019-01-19,0.23,0.0759,0.000363,0.00388,0.0195,0.00339,0.0201,0.0112,3.51e-05
3109,2019-01-20,0.178,0.0693,0.000309,0.00369,0.0199,0.00469,0.0262,0.0106,6.12e-06
3110,2019-01-21,0.225,0.0716,0.000328,0.00402,0.0212,0.0042,0.021,0.0218,8.23e-06
3111,2019-01-22,0.252,0.0946,0.000369,0.00371,0.0217,0.00534,0.0275,0.0166,2.55e-05
3112,2019-01-23,0.278,0.0764,0.000355,0.00372,0.0209,0.0048,0.0289,0.0133,4.34e-06
3113,2019-01-24,0.267,0.0797,0.000363,0.00365,0.0225,0.00469,0.0191,0.0142,7.19e-05
3114,2019-01-25,0.295,0.0749,0.000319,0.00362,0.0235,0.00608,0.0285,0.0103,2.03e-06
3115,2019-01-26,0.248,0.0685,0.000299,0.0036,0.0226,0.00693,0.029,0.0103,1.17e-05
3116,2019-01-27,0.206,0.0636,0.000289,0.00361,0.0197,0.00661,0.0432,0.0117,6.82e-06
3117,2019-01-28,0.273,0.07,0.000396,0.00341,0.0221,0.00644,0.0728,0.0135,2.79e-06
3118,2019-01-29,0.244,0.0611,0.000283,0.00327,0.0221,0.00301,0.0258,0.012,7.03e-06
3119,2019-01-30,0.228,0.0678,0.000443,0.00348,0.0201,0.00552,0.0317,0.0137,2.86e-05
3120,2019-01-31,0.284,0.0816,0.000472,0.00353,0.019,0.00506,0.101,0.013,2.55e-06
3121,2019-02-01,0.337,0.0766,0.000421,0.00569,0.0211,0.00383,0.0305,0.0113,
3122,2019-02-02,0.203,0.0684,0.000373,0.00336,0.02,0.00412,0.0377,0.0105,3.94e-06
3123,2019-02-03,0.17,0.0647,0.0003,0.00345,0.0221,0.00342,0.0709,0.0124,1.95e-06
3124,2019-02-04,0.176,0.0687,0.000344,0.00334,0.0231,0.00356,0.0255,0.0105,7.93e-06
3125,2019-02-05,0.168,0.0695,0.000409,0.00324,0.0227,0.00535,0.03,0.0102,6.15e-06
3126,2019-02-06,0.212,0.0684,0.000489,0.00347,0.0219,0.00558,0.0339,0.00984,1.36e-05
3127,2019-02-07,0.161,0.0739,0.000322,0.00329,0.0207,0.0043,0.0512,0.00872,2.23e-05
3128,2019-02-08,0.217,0.0765,0.000448,0.00361,0.0259,0.00396,0.0403,0.013,3.78e-06
3129,2019-02-09,0.209,0.0834,0.000384,0.0035,0.0276,0.00309,0.0307,0.0127,1.8e-05
3130,2019-02-10,0.166,0.0853,0.00035,0.00385,0.0325,0.00574,0.0348,0.00846,1.7e-05
3131,2019-02-11,0.267,0.0907,0.000321,0.00365,0.0303,0.00507,0.0546,0.0189,1.77e-05
3132,2019-02-12,0.457,0.0873,0.000449,0.00327,0.0286,0.00417,0.0355,0.0187,8.06e-06
3133,2019-02-13,0.366,0.089,0.000353,0.00326,0.0269,0.00282,0.0362,0.0159,6.56e-05
3134,2019-02-14,0.266,0.102,0.000438,0.00358,0.0253,0.00196,0.0241,0.0157,8.27e-06
3135,2019-02-15,0.321,0.106,0.000389,0.00329,0.0259,0.00438,0.0282,0.0122,3.93e-06
3136,2019-02-16,0.244,0.0974,0.000447,0.00324,0.0272,0.00462,0.015,0.0136,3.66e-07
3137,2019-02-17,0.212,0.101,0.000347,0.00351,0.0293,0.00472,0.0305,0.0121,3.02e-06
3138,2019-02-18,0.324,0.136,0.000515,0.00379,0.0337,0.00379,0.0263,0.0177,5.34e-06
3139,2019-02-19,0.414,1.235,0.000532,0.00375,0.0327,0.00401,0.0309,0.018,1.56e-05
3140,2019-02-20,0.474,0.128,0.000471,0.00377,0.0349,0.00451,0.0304,0.0156,2.64e-05
3141,2019-02-21,0.46,0.12,0.000401,0.00375,0.0338,0.00533,0.0389,0.0125,2.09e-05
3142,2019-02-22,0.44,0.118,0.000376,0.00374,0.0309,0.00386,0.0392,0.0133,4.15e-06
3143,2019-02-23,0.311,0.122,0.000349,0.00372,0.0303,0.00392,0.0383,0.014,6.48e-06
3144,2019-02-24,0.371,0.133,0.000539,0.00385,0.0337,0.00691,0.0267,0.0233,8.13e-06
3145,2019-02-25,0.441,0.127,0.000575,0.00389,0.0314,0.00461,0.04,0.0158,0.000202
3146,2019-02-26,0.374,0.13,0.000636,0.00403,0.0298,0.00412,0.0425,0.0157,6.9e-05
3147,2019-02-27,0.362,0.121,0.000598,0.00392,0.0273,0.00282,0.0305,0.0181,6.33e-06
3148,2019-02-28,0.316,0.138,0.000628,0.00386,0.0264,0.00419,0.028,0.00912,1.76e-06
3149,2019-03-01,0.33,0.0979,0.00102,0.00351,0.0316,0.00424,0.0266,0.0125,1.34e-06
3150,2019-03-02,0.289,0.0908,0.000488,0.00325,0.0295,0.00417,0.0241,0.0159,2.11e-05
