,Time,BTC_Median_Transaction_Fee_USD,ETH_Median_Transaction_Fee_USD,XRP_Median_Transaction_Fee_USD,DOGE_Median_Transaction_Fee_USD,LTC_Median_Transaction_Fee_USD,BCH_Median_Transaction_Fee_USD,XMR_Median_Transaction_Fee_USD,DASH_Median_Transaction_Fee_USD,ZEC_Median_Transaction_Fee_USD
1991,2015-12-29,0.0425,0.00108,,0.000152,0.0036,,,0.000154,
1992,2015-12-30,0.0429,0.00296,,0.000161,0.00382,,,0.000341,
1993,2015-12-31,0.0425,0.001,,0.00016,0.00346,,,7.48e-05,
1994,2016-01-01,0.0432,0.00101,,0.000163,0.00351,,,7.63e-05,
1995,2016-01-02,0.0433,0.00101,,0.000161,0.00363,,,0.000124,
1996,2016-01-03,0.0429,0.00103,,0.000158,0.0036,,,7.25e-05,
1997,2016-01-04,0.0432,0.00102,,0.000154,0.00472,,,7.38e-05,
1998,2016-01-05,0.0432,0.00305,,0.000158,0.00358,,,7.48e-05,
1999,2016-01-06,0.043,0.00291,,0.000162,0.00345,,,7.41e-05,
2000,2016-01-07,0.0448,0.00297,,0.000161,0.0039,,,7.47e-05,
2001,2016-01-08,0.0455,0.00104,,0.000161,0.00394,,,7.31e-05,
2002,2016-01-09,0.045,0.00134,,0.00019,0.356,,,7.02e-05,
2003,2016-01-10,0.0444,0.00114,,0.00018,0.0141,,,0.0002,
2004,2016-01-11,0.0447,0.00111,,0.00018,0.00391,,,7.16e-05,
2005,2016-01-12,0.0446,0.00123,,0.000192,0.0043,,,6.86e-05,
2006,2016-01-13,0.0429,0.00332,,0.000193,0.00476,,,0.000276,
2007,2016-01-14,0.043,0.0012,,0.000186,0.0038,,,9.69e-05,
2008,2016-01-15,0.0404,0.0013,,0.000166,0.00362,,,0.000181,
2009,2016-01-16,0.0371,0.0013,,0.00015,0.00418,,,0.000199,
2010,2016-01-17,0.0384,0.0013,,0.000152,0.0042,,,0.000149,
2011,2016-01-18,0.0383,0.00179,,0.000151,0.00406,,,0.000411,
2012,2016-01-19,0.0383,0.00173,,0.000148,0.00552,,,0.000217,
2013,2016-01-20,0.0393,0.00154,,0.000154,0.00465,,,0.000224,
2014,2016-01-21,0.0414,0.0016,,0.000163,0.0036,,,0.00025,
2015,2016-01-22,0.0394,0.00191,,0.000166,0.00316,,,0.000522,
2016,2016-01-23,0.0389,0.00183,,0.000173,0.00326,,,0.000273,
2017,2016-01-24,0.0396,0.00225,,0.00018,0.00314,,,0.000229,
2018,2016-01-25,0.0396,0.00268,,0.000205,0.00313,,,0.00021,
2019,2016-01-26,0.0393,0.00301,,0.000271,0.00312,,,0.00018,
2020,2016-01-27,0.0394,0.00303,,0.000422,0.00354,,,9.83e-05,
2021,2016-01-28,0.0384,0.0031,,0.000364,0.00313,,,9.47e-05,
2022,2016-01-29,0.0376,0.0027,,0.000312,0.00307,,,9.7e-05,
2023,2016-01-30,0.0378,0.00265,,0.000289,0.00307,,,9.73e-05,
2024,2016-01-31,0.0378,0.00251,,0.000258,0.00307,,,0.000213,
2025,2016-02-01,0.0373,0.00233,,0.000269,0.00305,,,0.000154,
2026,2016-02-02,0.0374,0.00235,,0.00026,0.00611,,,9.39e-05,
2027,2016-02-03,0.0372,0.00255,,0.00026,0.00335,,,9.27e-05,
2028,2016-02-04,0.0378,0.00266,,0.000277,0.00341,,,9.57e-05,
2029,2016-02-05,0.0388,0.00265,,0.000293,0.00433,,,9.72e-05,
2030,2016-02-06,0.0377,0.00749,,0.000309,0.00408,,,9.53e-05,
2031,2016-02-07,0.0378,0.00283,,0.000294,0.00439,,,9.56e-05,
2032,2016-02-08,0.0377,0.00326,,0.000285,0.00459,,,9.51e-05,
2033,2016-02-09,0.0375,0.00367,,0.000287,0.00392,,,9.29e-05,
2034,2016-02-10,0.038,0.00458,,0.000294,0.00338,,,8.92e-05,
2035,2016-02-11,0.0381,0.00518,,0.000292,0.00394,,,8.42e-05,
2036,2016-02-12,0.0383,0.0062,,0.00029,0.00614,,,8.52e-05,
2037,2016-02-13,0.039,0.00524,,0.000292,0.00381,,,8.57e-05,
2038,2016-02-14,0.04,0.00514,,0.000295,0.00331,,,8.71e-05,
2039,2016-02-15,0.0405,0.00574,,0.00029,0.00369,,,8.79e-05,
2040,2016-02-16,0.0405,0.00511,,0.00029,0.00387,,,8.7e-05,
2041,2016-02-17,0.0415,0.00464,,0.000283,0.00618,,,0.000127,
2042,2016-02-18,0.0421,0.00424,,0.000275,0.00355,,,7.81e-05,
2043,2016-02-19,0.0421,0.00472,,0.000281,0.00354,,,8.14e-05,
2044,2016-02-20,0.043,0.00466,,0.000291,0.00334,,,8.1e-05,
2045,2016-02-21,0.0439,0.00465,,0.000284,0.00346,,,8.63e-05,
2046,2016-02-22,0.0437,0.0054,,0.000281,0.00378,,,0.000153,
2047,2016-02-23,0.0428,0.0064,,0.000276,0.00376,,,8.95e-05,
2048,2016-02-24,0.0421,0.0061,,0.000274,0.00349,,,8.77e-05,
2049,2016-02-25,0.0423,0.00659,,0.00027,0.00368,,,8.87e-05,
2050,2016-02-26,0.0424,0.00629,,0.000258,0.00348,,,0.000388,
2051,2016-02-27,0.0432,0.00653,,0.000259,0.00341,,,9.03e-05,
2052,2016-02-28,0.0429,0.00677,,0.000247,0.00351,,,9.04e-05,
2053,2016-02-29,0.0437,0.00674,,0.00025,0.00378,,,8.9e-05,
2054,2016-03-01,0.0435,0.00709,,0.000244,0.00473,,,8.98e-05,
2055,2016-03-02,0.0432,0.00838,,0.000244,0.0047,,,8.9e-05,
2056,2016-03-03,0.0421,0.00971,,0.00024,0.00331,,,0.000146,
2057,2016-03-04,0.0474,0.00972,,0.000241,0.00346,,,0.000312,
2058,2016-03-05,0.0537,0.0117,,0.000226,0.00329,,,0.000403,
2059,2016-03-06,0.0457,0.0117,,0.000219,0.00331,,,0.000251,
2060,2016-03-07,0.0454,0.0108,,0.000225,0.00354,,,0.000101,
2061,2016-03-08,0.0413,0.0101,,0.000224,0.00324,,,9.85e-05,
2062,2016-03-09,0.0413,0.0111,,0.00022,0.00357,,,0.000103,
2063,2016-03-10,0.0415,0.00489,,0.000232,0.00358,,,0.000181,
2064,2016-03-11,0.042,0.00466,,0.000241,0.00367,,,0.000116,
2065,2016-03-12,0.0413,0.00542,,0.000235,0.00468,,,0.000191,
2066,2016-03-13,0.0413,0.00602,,0.000235,0.00359,,,0.00021,
2067,2016-03-14,0.0414,0.00565,,0.000237,0.00328,,,0.000127,
2068,2016-03-15,0.0416,0.00534,,0.000234,0.00329,,,0.000124,
2069,2016-03-16,0.0422,0.00556,,0.00023,0.00329,,,0.000499,
2070,2016-03-17,0.0418,0.00487,,0.000226,0.00329,,,0.000315,
2071,2016-03-18,0.0413,0.00429,,0.000214,0.00322,,,0.00022,
2072,2016-03-19,0.0408,0.00446,,0.000213,0.00317,,,0.000133,
2073,2016-03-20,0.041,0.0043,,0.000213,0.00318,,,0.000134,
2074,2016-03-21,0.041,0.00461,,0.000211,0.00318,,,0.00014,
2075,2016-03-22,0.0415,0.00487,,0.000212,0.00321,,,0.000137,
2076,2016-03-23,0.0417,0.00498,,0.000212,0.00323,,,0.000268,
2077,2016-03-24,0.0416,0.00479,,0.000213,0.00396,,,0.000242,
2078,2016-03-25,0.0415,0.00453,,0.000214,0.00321,,,0.000266,
2079,2016-03-26,0.0416,0.00478,,0.000213,0.00322,,,0.000161,
2080,2016-03-27,0.0419,0.00449,,0.000213,0.00324,,,0.000161,
2081,2016-03-28,0.0423,0.0047,,0.000214,0.00327,,,0.000163,
2082,2016-03-29,0.0418,0.00485,,0.000234,0.00323,,,0.000159,
2083,2016-03-30,0.0413,0.00496,,0.000238,0.00321,,,0.000157,
2084,2016-03-31,0.0415,0.00494,,0.000229,0.00323,,,0.000155,
2085,2016-04-01,0.0415,0.00488,,0.000227,0.00324,,,0.000155,
2086,2016-04-02,0.0418,0.00481,,0.000225,0.00325,,,0.000475,
2087,2016-04-03,0.0418,0.00483,,0.00022,0.00325,,,0.000157,
2088,2016-04-04,0.0419,0.00474,,0.00022,0.00324,,,0.000157,
2089,2016-04-05,0.0421,0.00473,,0.000216,0.00324,,,0.000161,
2090,2016-04-06,0.0421,0.00445,,0.000219,0.00323,,,0.000159,
2091,2016-04-07,0.042,0.00436,,0.000213,0.00323,,,0.000158,
2092,2016-04-08,0.042,0.00415,,0.000211,0.00322,,,0.000156,
2093,2016-04-09,0.0417,0.00404,,0.000209,0.00322,,,0.000155,
2094,2016-04-10,0.0419,0.00362,,0.000203,0.00322,,,0.000147,
2095,2016-04-11,0.042,0.00356,,0.000204,0.00322,,,0.000146,
2096,2016-04-12,0.0424,0.00331,,0.000222,0.00325,,,0.000145,
2097,2016-04-13,0.0424,0.00328,,0.000235,0.00324,,,0.000146,
2098,2016-04-14,0.0423,0.00352,,0.000231,0.00323,,,0.000145,
2099,2016-04-15,0.0426,0.00349,,0.000233,0.00325,,,0.00014,
2100,2016-04-16,0.043,0.00348,,0.000231,0.00327,,,0.000138,
2101,2016-04-17,0.0428,0.00388,,0.000228,0.00326,,,0.000143,
2102,2016-04-18,0.0427,0.00381,,0.000223,0.00325,,,0.000141,
2103,2016-04-19,0.0429,0.00379,,0.000222,0.00324,,,0.000143,
2104,2016-04-20,0.0437,0.00361,,0.000224,0.00327,,,0.000145,
2105,2016-04-21,0.0443,0.00355,,0.000227,0.00331,,,0.000143,
2106,2016-04-22,0.0445,0.00336,,0.000225,0.00332,,,0.000141,
2107,2016-04-23,0.0446,0.00336,,0.000224,0.00332,,,0.000142,
2108,2016-04-24,0.0453,0.00343,,0.000224,0.00348,,,0.000692,
2109,2016-04-25,0.0457,0.00327,,0.000226,0.00369,,,0.000788,
2110,2016-04-26,0.0463,0.00307,,0.000231,0.00391,,,0.000894,
2111,2016-04-27,0.0459,0.00319,,0.000227,0.00405,,,0.000622,
2112,2016-04-28,0.0444,0.00312,,0.000227,0.00379,,,0.000637,
2113,2016-04-29,0.0449,0.00313,,0.000227,0.00379,,,0.000652,
2114,2016-04-30,0.0452,0.00347,,0.000228,0.00375,,,0.00143,
2115,2016-05-01,0.045,0.00366,,0.000227,0.00369,,,0.000852,
2116,2016-05-02,0.0446,0.00402,,0.000226,0.0037,,,0.00258,
2117,2016-05-03,0.0446,0.00404,,0.000227,0.00371,,,0.000757,
2118,2016-05-04,0.0447,0.00401,,0.000225,0.00374,,,0.000683,
2119,2016-05-05,0.0447,0.00401,,0.000224,0.00372,,,0.000801,
2120,2016-05-06,0.0451,0.00407,,0.000223,0.00374,,,0.00513,
2121,2016-05-07,0.0458,0.00391,,0.000223,0.00392,,,0.000542,
2122,2016-05-08,0.0458,0.0039,,0.000222,0.00393,,,0.000667,
2123,2016-05-09,0.0458,0.00396,,0.000222,0.00397,,,0.00103,
2124,2016-05-10,0.0455,0.00392,,0.000221,0.00396,,,0.00618,
2125,2016-05-11,0.0453,0.00407,,0.000223,0.00387,,,0.00667,
2126,2016-05-12,0.0451,0.00425,,0.000228,0.00383,,,0.00675,
2127,2016-05-13,0.0454,0.00444,,0.000237,0.00389,,,0.00188,
2128,2016-05-14,0.0455,0.00428,,0.000233,0.00399,,,0.0069,
2129,2016-05-15,0.0456,0.00426,,0.000233,0.00403,,,0.000698,
2130,2016-05-16,0.0456,0.00441,,0.000227,0.00407,,,0.000497,
2131,2016-05-17,0.0493,0.00492,,0.000226,0.004,,,0.00109,
2132,2016-05-18,0.0493,0.00545,,0.000226,0.004,,,0.00731,
2133,2016-05-19,0.0519,0.00585,,0.000228,0.00395,,,0.00759,
2134,2016-05-20,0.0511,0.00602,,0.000223,0.00388,,,0.00808,
2135,2016-05-21,0.0477,0.00572,,0.000224,0.00393,,,0.000798,
2136,2016-05-22,0.0461,0.0059,,0.000223,0.00395,,,0.000996,
2137,2016-05-23,0.0462,0.0059,,0.000223,0.00394,,,0.00115,
2138,2016-05-24,0.047,0.00546,,0.000224,0.00396,,,0.00132,
2139,2016-05-25,0.0518,0.00521,,0.000222,0.004,,,0.000805,
2140,2016-05-26,0.0521,0.00522,,0.000223,0.00406,,,0.00411,
2141,2016-05-27,0.064,0.00475,,0.000223,0.00439,,,0.00734,
2142,2016-05-28,0.0653,0.00557,,0.00022,0.00452,,,0.00101,
2143,2016-05-29,0.0649,0.00506,,0.000221,0.00454,,,0.000906,
2144,2016-05-30,0.0619,0.00523,,0.000228,0.00456,,,0.000816,
2145,2016-05-31,0.0622,0.00557,,0.000229,0.00462,,,0.000855,
2146,2016-06-01,0.0618,0.00583,,0.000228,0.00468,,,0.00082,
2147,2016-06-02,0.064,0.0058,,0.00023,0.0047,,,0.000809,
2148,2016-06-03,0.0642,0.00573,,0.000235,0.00524,,,0.000937,
2149,2016-06-04,0.0604,0.00572,,0.000237,0.00482,,,0.00113,
2150,2016-06-05,0.0617,0.00576,,0.000234,0.0048,,,0.000902,
2151,2016-06-06,0.0615,0.00581,,0.000236,0.00491,,,0.000805,
2152,2016-06-07,0.0614,0.00611,,0.000235,0.00485,,,0.000877,
2153,2016-06-08,0.0618,0.00608,,0.00024,0.0047,,,0.000713,
2154,2016-06-09,0.0617,0.00604,,0.000255,0.00472,,,0.00088,
2155,2016-06-10,0.0615,0.0059,,0.000259,0.00476,,,0.000794,
2156,2016-06-11,0.0603,0.0058,,0.000254,0.00488,,,0.00146,
2157,2016-06-12,0.0638,0.00616,,0.000259,0.00524,,,0.00132,
2158,2016-06-13,0.0739,0.00697,,0.000273,0.00531,,,0.00237,
2159,2016-06-14,0.103,0.00763,,0.000312,0.00519,,,0.00293,
2160,2016-06-15,0.122,0.00769,,0.000314,0.00517,,,0.00122,
2161,2016-06-16,0.117,0.00817,,0.000317,0.00537,,,0.00044,
2162,2016-06-17,0.119,0.00842,,0.000319,0.00555,,,0.000928,
2163,2016-06-18,0.12,0.00637,,0.000316,0.00554,,,0.000827,
2164,2016-06-19,0.136,0.00511,,0.000326,0.00553,,,0.000813,
2165,2016-06-20,0.135,0.00494,,0.000329,0.00543,,,0.0012,
2166,2016-06-21,0.0962,0.00548,,0.000306,0.00489,,,0.00137,
2167,2016-06-22,0.116,0.00596,,0.000294,0.00458,,,0.00113,
2168,2016-06-23,0.094,0.00546,,0.000271,0.00374,,,0.000814,
2169,2016-06-24,0.113,0.00582,,0.000284,0.00418,,,0.00717,
2170,2016-06-25,0.107,0.00595,,0.000288,0.00425,,,0.00328,
2171,2016-06-26,0.1,0.00585,,0.000282,0.00412,,,0.00036,
2172,2016-06-27,0.0957,0.00582,,0.000282,0.0041,,,0.00187,
2173,2016-06-28,0.0878,0.0055,,0.000293,0.00413,,,0.00699,
2174,2016-06-29,0.0859,0.00536,,0.000291,0.00438,,,0.0013,
2175,2016-06-30,0.0883,0.00721,,0.000298,0.0041,,,0.00707,
2176,2016-07-01,0.0906,0.00509,,0.000302,0.00424,,,0.000818,
2177,2016-07-02,0.0927,0.00504,,0.000301,0.00438,,,0.00664,
2178,2016-07-03,0.0881,0.00498,,0.000288,0.00437,,,0.000803,
2179,2016-07-04,0.0852,0.00485,,0.000285,0.00438,,,0.000649,
2180,2016-07-05,0.0867,0.00439,,0.000286,0.00442,,,0.000461,
2181,2016-07-06,0.0882,0.00444,,0.000281,0.00444,,,0.00026,
2182,2016-07-07,0.0854,0.00422,,0.000273,0.00418,,,0.000358,
2183,2016-07-08,0.0844,0.00438,,0.000275,0.00413,,,0.000265,
2184,2016-07-09,0.0873,0.0046,,0.000271,0.00412,,,0.000269,
2185,2016-07-10,0.0845,0.00456,,0.000269,0.00411,,,0.000168,
2186,2016-07-11,0.0869,0.00443,,0.000269,0.0041,,,0.000291,
2187,2016-07-12,0.0784,0.00441,,0.000266,0.00413,,,0.000181,
2188,2016-07-13,0.0886,0.00438,,0.000263,0.00415,,,0.000176,
2189,2016-07-14,0.0855,0.00464,,0.000263,0.00414,,,0.000175,
2190,2016-07-15,0.087,0.00499,,0.000261,0.00455,,,0.000178,
2191,2016-07-16,0.0844,0.00494,,0.000262,0.00429,,,0.000184,
2192,2016-07-17,0.0859,0.00473,,0.000261,0.00416,,,0.000185,
2193,2016-07-18,0.0915,0.00476,,0.000257,0.00417,,,0.000306,
2194,2016-07-19,0.0907,0.00473,,0.000246,0.00414,,,0.000436,
2195,2016-07-20,0.0905,0.00548,,0.000245,0.00413,,,0.000437,
2196,2016-07-21,0.0907,0.0052,,0.00024,0.00412,,,0.000441,
2197,2016-07-22,0.104,0.00566,,0.000239,0.00409,,,0.000925,
2198,2016-07-23,0.103,0.00606,,0.000243,0.00405,,,0.000486,
2199,2016-07-24,0.0935,0.00564,,0.000248,0.00405,,,0.000348,
2200,2016-07-25,0.104,0.00559,,0.000245,0.00404,,,0.000516,
2201,2016-07-26,0.103,0.00539,,0.000241,0.00399,,,0.000469,
2202,2016-07-27,0.113,0.00547,,0.000237,0.00396,,,0.000339,
2203,2016-07-28,0.105,0.00571,,0.000237,0.00397,,,0.000605,
2204,2016-07-29,0.113,0.00533,,0.000237,0.00401,,,0.000626,
2205,2016-07-30,0.122,0.00531,,0.000238,0.00407,,,0.00021,
2206,2016-07-31,0.127,0.0051,,0.000233,0.00398,,,0.000208,
2207,2016-08-01,0.112,0.00486,,0.000228,0.00393,,,0.000375,
2208,2016-08-02,0.119,0.00428,,0.000218,0.00374,,,0.000364,
2209,2016-08-03,0.099,0.00424,,0.000212,0.00366,,,0.000316,
2210,2016-08-04,0.104,0.0045,,0.000216,0.00374,,,0.000212,
2211,2016-08-05,0.0942,0.00459,,0.000216,0.00373,,,0.000217,
2212,2016-08-06,0.078,0.00449,,0.000224,0.00374,,,0.00023,
2213,2016-08-07,0.106,0.00458,,0.000246,0.00377,,,0.000236,
2214,2016-08-08,0.11,0.0046,,0.000246,0.00377,,,0.000233,
2215,2016-08-09,0.113,0.0049,,0.000236,0.00376,,,0.000234,
2216,2016-08-10,0.113,0.00511,,0.00024,0.00375,,,0.000404,
2217,2016-08-11,0.118,0.00497,,0.000239,0.00374,,,0.000553,
2218,2016-08-12,0.107,0.00498,,0.000237,0.00373,,,0.000261,
2219,2016-08-13,0.0987,0.0049,,0.000238,0.00372,,,0.000286,
2220,2016-08-14,0.104,0.00481,,0.00024,0.00367,,,0.000306,
2221,2016-08-15,0.103,0.00469,,0.000242,0.00362,,,0.000307,
2222,2016-08-16,0.112,0.0047,,0.00025,0.0036,,,0.00119,
2223,2016-08-17,0.104,0.00461,,0.000251,0.00361,,,0.00142,
2224,2016-08-18,0.104,0.00475,,0.000247,0.00361,,,0.000783,
2225,2016-08-19,0.115,0.00451,,0.000239,0.00361,,,0.000932,
2226,2016-08-20,0.107,0.00466,,0.000235,0.00361,,,0.000505,
2227,2016-08-21,0.0966,0.00467,,0.000236,0.00361,,,0.000603,
2228,2016-08-22,0.099,0.00472,,0.000232,0.00362,,,0.000313,
2229,2016-08-23,0.106,0.00519,,0.000226,0.00382,,,0.000508,
2230,2016-08-24,0.105,0.00464,,0.000226,0.0039,,,0.00124,
2231,2016-08-25,0.107,0.00469,,0.000229,0.00382,,,0.000292,
2232,2016-08-26,0.105,0.00475,,0.000229,0.00382,,,0.000283,
2233,2016-08-27,0.0908,0.00471,,0.000227,0.00378,,,0.000285,
2234,2016-08-28,0.0894,0.00464,,0.000225,0.00375,,,0.000284,
2235,2016-08-29,0.101,0.00471,,0.000223,0.00377,,,0.000272,
2236,2016-08-30,0.104,0.00467,,0.000224,0.00379,,,0.00116,
2237,2016-08-31,0.0909,0.00476,,0.000227,0.00379,,,0.00211,
2238,2016-09-01,0.103,0.00513,,0.000225,0.00382,,,0.00116,
2239,2016-09-02,0.093,0.00552,,0.000225,0.00382,,,0.00114,
2240,2016-09-03,0.087,0.005,,0.000223,0.00383,,,0.00127,
2241,2016-09-04,0.0825,0.00567,,0.000226,0.00395,,,0.00125,
2242,2016-09-05,0.0958,0.00491,,0.000226,0.00396,,,0.000785,
2243,2016-09-06,0.0951,0.00486,,0.000226,0.00394,,,0.000748,
2244,2016-09-07,0.0957,0.00531,,0.000228,0.00395,,,0.0011,
2245,2016-09-08,0.0932,0.00525,,0.00023,0.00398,,,0.00114,
2246,2016-09-09,0.108,0.00517,,0.000231,0.00397,,,0.00127,
2247,2016-09-10,0.0936,0.0049,,0.000231,0.00398,,,0.00094,
2248,2016-09-11,0.093,0.00499,,0.000231,0.00395,,,0.00114,
2249,2016-09-12,0.0911,0.00502,,0.000227,0.00383,,,0.00239,
2250,2016-09-13,0.11,0.00504,,0.000228,0.00383,,,0.00123,
2251,2016-09-14,0.0916,0.00535,,0.000229,0.00384,,,0.00127,
2252,2016-09-15,0.0965,0.00541,,0.000229,0.00383,,,0.00142,
2253,2016-09-16,0.108,0.00548,,0.000241,0.00382,,,0.00148,
2254,2016-09-17,0.0952,0.0053,,0.000246,0.00382,,,0.00176,
2255,2016-09-18,0.0962,0.00537,,0.000238,0.00382,,,0.00251,
2256,2016-09-19,0.109,0.00543,,0.000236,0.00384,,,0.00131,
2257,2016-09-20,0.11,0.00575,,0.000234,0.00382,,,0.00227,
2258,2016-09-21,0.105,0.0058,,0.000229,0.00377,,,0.00228,
2259,2016-09-22,0.106,0.00617,,0.00023,0.00378,,,0.0023,
2260,2016-09-23,0.0958,0.0104,,0.000226,0.00379,,,0.00318,
2261,2016-09-24,0.109,0.00961,,0.000228,0.00382,,,0.00115,
2262,2016-09-25,0.0904,0.0122,,0.000226,0.00381,,,0.00213,
2263,2016-09-26,0.0907,0.0129,,0.000228,0.00384,,,0.00229,
2264,2016-09-27,0.0909,0.0114,,0.000229,0.00386,,,0.00344,
2265,2016-09-28,0.0957,0.00891,,0.000228,0.00384,,,0.00231,
2266,2016-09-29,0.0957,0.00827,,0.000227,0.00384,,,0.00327,
2267,2016-09-30,0.0957,0.00829,,0.000232,0.00383,,,0.00547,
2268,2016-10-01,0.0967,0.0103,,0.000231,0.00384,,,0.00476,
2269,2016-10-02,0.0966,0.00985,,0.00023,0.00383,,,0.00235,
2270,2016-10-03,0.0972,0.00901,,0.000234,0.00383,,,0.00239,
2271,2016-10-04,0.0964,0.0116,,0.000233,0.00382,,,0.00384,
2272,2016-10-05,0.0991,0.00675,,0.00023,0.00383,,,0.00239,
2273,2016-10-06,0.0967,0.00653,,0.000227,0.00382,,,0.0121,
2274,2016-10-07,0.0971,0.00606,,0.000226,0.00383,,,0.00957,
2275,2016-10-08,0.0976,0.00587,,0.000227,0.00384,,,0.00236,
2276,2016-10-09,0.0975,0.00641,,0.000231,0.00381,,,0.00233,
2277,2016-10-10,0.116,0.00596,,0.00023,0.00379,,,0.00465,
2278,2016-10-11,0.114,0.00606,,0.000231,0.00381,,,0.00351,
2279,2016-10-12,0.108,0.00622,,0.000227,0.0038,,,0.00273,
2280,2016-10-13,0.101,0.03,,0.000226,0.00387,,,0.00229,
2281,2016-10-14,0.101,0.0139,,0.000225,0.00388,,,0.00231,
2282,2016-10-15,0.104,0.021,,0.000224,0.00388,,,0.00175,
2283,2016-10-16,0.116,0.0155,,0.000223,0.00388,,,0.00222,
2284,2016-10-17,0.12,0.0147,,0.000221,0.00386,,,0.00633,
2285,2016-10-18,0.112,0.0136,,0.000221,0.00384,,,0.0103,
2286,2016-10-19,0.114,0.00784,,0.000219,0.00382,,,0.00721,
2287,2016-10-20,0.126,0.00634,,0.000218,0.00379,,,0.00211,
2288,2016-10-21,0.118,0.00633,,0.000219,0.0038,,,0.00192,
2289,2016-10-22,0.116,0.00633,,0.00022,0.00384,,,0.00122,
2290,2016-10-23,0.116,0.00601,,0.00022,0.00387,,,0.0102,
2291,2016-10-24,0.118,0.00627,,0.000219,0.00387,,,0.0198,
2292,2016-10-25,0.131,0.00605,,0.00022,0.00387,,,0.00969,
2293,2016-10-26,0.143,0.00604,,0.000218,0.00391,,,0.00363,
2294,2016-10-27,0.136,0.00599,,0.000217,0.00399,,,0.00414,
2295,2016-10-28,0.141,0.0059,,0.000217,0.00396,,,0.0047,
2296,2016-10-29,0.141,0.00559,,0.000223,0.00402,,,0.00877,
2297,2016-10-30,0.132,0.00514,,0.000221,0.00403,,,0.00123,
2298,2016-10-31,0.126,0.00585,,0.000221,0.00399,,,0.00111,
2299,2016-11-01,0.128,0.0056,,0.000219,0.00404,,,0.00901,
2300,2016-11-02,0.126,0.00519,,0.00022,0.00407,,,0.00168,
2301,2016-11-03,0.123,0.00524,,0.000218,0.00403,,,0.00908,
2302,2016-11-04,0.137,0.00502,,0.000221,0.00387,,,0.000991,
2303,2016-11-05,0.124,0.00542,,0.000223,0.00389,,,0.0014,
2304,2016-11-06,0.128,0.00514,,0.000224,0.0039,,,0.00145,
2305,2016-11-07,0.127,0.00519,,0.00024,0.00386,,,0.00191,
2306,2016-11-08,0.114,0.00523,,0.000234,0.00384,,,0.00999,
2307,2016-11-09,0.121,0.00488,,0.000229,0.00388,,,0.00626,
2308,2016-11-10,0.113,0.00527,,0.000227,0.00382,,,0.00193,
2309,2016-11-11,0.11,0.005,,0.000227,0.00381,,,0.000959,
2310,2016-11-12,0.112,0.00507,,0.000224,0.00377,,,0.00154,
2311,2016-11-13,0.11,0.00516,,0.00022,0.00376,,,0.000955,
2312,2016-11-14,0.111,0.00526,,0.000222,0.00387,,,0.00192,
2313,2016-11-15,0.112,0.00505,,0.00022,0.00389,,,0.00191,
2314,2016-11-16,0.112,0.00512,,0.00022,0.00391,,,0.00188,
2315,2016-11-17,0.126,0.00496,,0.000219,0.00391,,,0.0101,
2316,2016-11-18,0.123,0.00481,,0.000216,0.0039,,,0.0179,
2317,2016-11-19,0.123,0.00487,,0.000214,0.00392,,,0.00173,
2318,2016-11-20,0.132,0.00466,,0.000214,0.00391,,,0.00168,
2319,2016-11-21,0.147,0.00502,,0.000217,0.00391,,,0.00119,
2320,2016-11-22,0.153,0.00447,,0.000219,0.00391,,,0.0134,
2321,2016-11-23,0.148,0.0048,,0.000218,0.00389,,,0.000852,
2322,2016-11-24,0.153,0.00565,,0.000214,0.00389,,,0.00234,
2323,2016-11-25,0.147,0.00394,,0.000218,0.00388,,,0.000867,
2324,2016-11-26,0.147,0.0049,,0.000218,0.00387,,,0.00086,
2325,2016-11-27,0.147,0.00495,,0.000217,0.00386,,,0.00108,
2326,2016-11-28,0.147,0.00504,,0.000216,0.00386,,,0.00194,
2327,2016-11-29,0.146,0.00448,,0.000212,0.00385,,,0.00227,
2328,2016-11-30,0.148,0.00392,,0.000212,0.00386,,,0.00882,
2329,2016-12-01,0.151,0.00388,,0.000214,0.00387,,,0.0011,
2330,2016-12-02,0.158,0.00394,,0.000212,0.0039,,,0.00868,
2331,2016-12-03,0.153,0.0036,,0.000211,0.00389,,,0.00869,
2332,2016-12-04,0.153,0.00351,,0.000211,0.00388,,,0.0175,
2333,2016-12-05,0.154,0.00335,,0.00021,0.00358,,,0.00669,
2334,2016-12-06,0.156,0.00313,,0.000209,0.0035,,,0.0123,
2335,2016-12-07,0.152,0.00391,,0.00021,0.00357,,,0.00168,
2336,2016-12-08,0.153,0.00389,,0.000212,0.00369,,,0.0055,
2337,2016-12-09,0.154,0.00383,,0.000212,0.00368,,,0.00874,
2338,2016-12-10,0.154,0.00371,,0.000213,0.00367,,,0.0088,
2339,2016-12-11,0.144,0.00373,,0.000216,0.00364,,,0.00917,
2340,2016-12-12,0.147,0.00392,,0.000222,0.00365,,,0.0186,
2341,2016-12-13,0.156,0.00384,,0.000216,0.00364,,,0.00737,
2342,2016-12-14,0.155,0.00383,,0.000214,0.00362,,,0.00924,
2343,2016-12-15,0.158,0.00364,,0.000214,0.00363,,,0.00925,
2344,2016-12-16,0.16,0.00358,,0.000215,0.00363,,,0.00953,
2345,2016-12-17,0.157,0.00342,,0.000216,0.00364,,,0.00956,
2346,2016-12-18,0.158,0.0033,,0.000216,0.00368,,,0.00973,
