,Time,BTC_Median_Transaction_Value_USD,ETH_Median_Transaction_Value_USD,XRP_Median_Transaction_Value_USD,DOGE_Median_Transaction_Value_USD,LTC_Median_Transaction_Value_USD,BCH_Median_Transaction_Value_USD,XMR_Median_Transaction_Value_USD,DASH_Median_Transaction_Value_USD,ZEC_Median_Transaction_Value_USD
1369,2014-04-16,129.799,,,12.451,257.991,,,8.857,
1370,2014-04-17,102.416,,,15.139,243.288,,,8.253,
1371,2014-04-18,107.713,,,17.551,200.047,,,13.278,
1372,2014-04-19,84.763,,,18.559,245.719,,,8.822,
1373,2014-04-20,87.891,,,11.688,252.586,,,8.296,
1374,2014-04-21,83.943,,,6.882,247.681,,,8.397,
1375,2014-04-22,88.093,,,10.406,217.637,,,8.874,
1376,2014-04-23,63.8,,,8.239,292.859,,,11.165,
1377,2014-04-24,83.931,,,10.552,275.319,,,14.854,
1378,2014-04-25,73.07,,,8.605,296.492,,,20.474,
1379,2014-04-26,77.477,,,4.625,312.338,,,21.654,
1380,2014-04-27,65.825,,,9.58,298.482,,,15.269,
1381,2014-04-28,88.369,,,9.281,220.449,,,20.758,
1382,2014-04-29,80.982,,,8.154,192.793,,,15.189,
1383,2014-04-30,96.06,,,7.882,270.589,,,15.35,
1384,2014-05-01,81.519,,,6.855,240.144,,,11.487,
1385,2014-05-02,71.922,,,7.285,253.532,,,8.437,
1386,2014-05-03,59.135,,,7.444,235.957,,,5.519,
1387,2014-05-04,61.051,,,6.385,255.863,,,7.294,
1388,2014-05-05,72.659,,,5.272,222.683,,,6.098,
1389,2014-05-06,74.424,,,5.27,281.424,,,8.661,
1390,2014-05-07,82.079,,,5.466,242.606,,,13.929,
1391,2014-05-08,73.486,,,8.76,64.669,,,10.674,
1392,2014-05-09,78.103,,,6.071,198.237,,,19.565,
1393,2014-05-10,61.765,,,8.216,136.912,,,22.376,
1394,2014-05-11,55.039,,,4.732,179.779,,,16.885,
1395,2014-05-12,71.054,,,6.442,174.759,,,19.238,
1396,2014-05-13,76.029,,,5.009,199.14,,,20.614,
1397,2014-05-14,74.131,,,5.464,221.912,,,27.803,
1398,2014-05-15,63.165,,,5.071,208.744,,,37.386,
1399,2014-05-16,79.002,,,6.459,217.285,,,33.538,
1400,2014-05-17,69.196,,,8.83,207.158,,,25.952,
1401,2014-05-18,67.876,,,4.775,221.488,,,29.285,
1402,2014-05-19,92.427,,,10.535,71.906,,,40.568,
1403,2014-05-20,109.502,,,4.017,126.249,,,32.25,
1404,2014-05-21,113.513,,,5.242,87.899,,,39.876,
1405,2014-05-22,108.972,,,6.367,84.75,,,52.872,
1406,2014-05-23,123.206,,,8.242,312.202,,,67.591,
1407,2014-05-24,97.066,,,5.007,209.393,,,55.606,
1408,2014-05-25,108.389,,,7.9,342.258,,,56.45,
1409,2014-05-26,120.383,,,8.109,198.214,,,51.826,
1410,2014-05-27,125.148,,,5.504,317.211,,,46.428,
1411,2014-05-28,111.966,,,7.173,226.036,,,37.121,
1412,2014-05-29,113.45,,,5.488,335.573,,,34.854,
1413,2014-05-30,145.138,,,4.628,329.134,,,48.675,
1414,2014-05-31,121.259,,,4.18,297.673,,,41.82,
1415,2014-06-01,152.532,,,2.027,307.846,,,48.167,
1416,2014-06-02,148.137,,,3.879,424.818,,,56.878,
1417,2014-06-03,162.645,,,2.035,296.88,,,41.974,
1418,2014-06-04,156.124,,,2.285,257.258,,,42.657,
1419,2014-06-05,135.918,,,2.76,197.186,,,44.679,
1420,2014-06-06,131.756,,,3.794,178.996,,,45.484,
1421,2014-06-07,127.787,,,5.064,250.91,,,42.515,
1422,2014-06-08,129.174,,,3.704,276.95,,,36.491,
1423,2014-06-09,141.846,,,3.887,333.012,,,33.703,
1424,2014-06-10,134.328,,,4.394,262.932,,,37.664,
1425,2014-06-11,149.904,,,5.268,272.267,,,26.51,
1426,2014-06-12,148.226,,,4.206,406.31,,,22.554,
1427,2014-06-13,116.131,,,5.317,320.062,,,29.524,
1428,2014-06-14,94.236,,,4.751,304.792,,,40.652,
1429,2014-06-15,74.613,,,3.848,289.844,,,39.096,
1430,2014-06-16,98.576,,,3.749,330.168,,,41.145,
1431,2014-06-17,115.87,,,2.563,251.625,,,39.782,
1432,2014-06-18,115.075,,,2.839,181.414,,,44.925,
1433,2014-06-19,102.792,,,2.648,103.257,,,43.704,
1434,2014-06-20,113.763,,,3.457,176.872,,,51.005,
1435,2014-06-21,99.557,,,3.4,332.844,,,40.723,
1436,2014-06-22,89.745,,,3.634,293.602,,,36.963,
1437,2014-06-23,130.83,,,3.929,284.926,,,38.631,
1438,2014-06-24,119.793,,,1.839,221.446,,,39.402,
1439,2014-06-25,102.138,,,2.347,353.316,,,40.377,
1440,2014-06-26,104.453,,,3.44,269.619,,,44.544,
1441,2014-06-27,111.734,,,2.464,258.646,,,38.678,
1442,2014-06-28,88.217,,,2.753,288.88,,,38.137,
1443,2014-06-29,79.418,,,4.031,273.18,,,36.405,
1444,2014-06-30,124.547,,,3.463,306.783,,,43.112,
1445,2014-07-01,141.07,,,3.109,277.178,,,41.401,
1446,2014-07-02,131.776,,,4.642,375.227,,,34.604,
1447,2014-07-03,126.5,,,3.076,235.814,,,38.114,
1448,2014-07-04,94.364,,,4.108,288.817,,,30.524,
1449,2014-07-05,67.358,,,3.115,310.216,,,27.896,
1450,2014-07-06,67.091,,,2.706,198.675,,,26.048,
1451,2014-07-07,93.704,,,2.047,243.163,,,26.335,
1452,2014-07-08,87.178,,,2.725,248.894,,,28.723,
1453,2014-07-09,89.888,,,3.54,257.551,,,27.849,
1454,2014-07-10,109.857,,,3.135,214.394,,,25.242,
1455,2014-07-11,129.459,,,3.155,117.452,,,25.28,
1456,2014-07-12,89.906,,,3.127,186.334,,,24.424,
1457,2014-07-13,78.353,,,4.447,305.182,,,24.635,
1458,2014-07-14,111.285,,,4.197,113.858,,,24.492,
1459,2014-07-15,96.403,,,3.217,78.972,,,23.565,
1460,2014-07-16,106.309,,,1.959,48.937,,,22.413,
1461,2014-07-17,99.53,,,3.164,31.02,,,28.829,
1462,2014-07-18,106.293,,,2.016,32.058,,,28.464,
1463,2014-07-19,61.823,,,4.492,178.454,,,23.872,
1464,2014-07-20,71.989,,,7.311,10.795,,,22.938,
1465,2014-07-21,102.151,,,5.403,43.083,,,27.177,
1466,2014-07-22,114.534,,,4.896,31.012,,,21.405,
1467,2014-07-23,126.196,,,6.574,40.071,,,23.426,
1468,2014-07-24,131.485,,,2.15,10.004,,,24.62,
1469,2014-07-25,122.833,,,4.17,21.555,,,24.134,
1470,2014-07-26,77.897,,,4.085,5.438,,,23.332,
1471,2014-07-27,73.959,,,7.098,78.765,,,22.365,
1472,2014-07-28,114.474,,,5.107,78.115,,,20.799,
1473,2014-07-29,115.234,,,3.507,58.66,,,19.157,
1474,2014-07-30,122.678,,,4.469,67.396,,,17.791,
1475,2014-07-31,103.666,,,3.494,56.974,,,18.772,
1476,2014-08-01,115.646,,,2.929,68.317,,,21.348,
1477,2014-08-02,95.498,,,2.607,146.955,,,21.54,
1478,2014-08-03,74.999,,,4.657,103.503,,,22.556,
1479,2014-08-04,110.791,,,2.777,65.671,,,21.868,
1480,2014-08-05,120.461,,,0.0239,33.565,,,21.22,
1481,2014-08-06,95.339,,,2.095,16.106,,,22.421,
1482,2014-08-07,101.726,,,2.945,30.867,,,22.211,
1483,2014-08-08,99.077,,,2.416,77.705,,,23.423,
1484,2014-08-09,75.368,,,2.049,171.145,,,22.363,
1485,2014-08-10,79.471,,,7.783,91.27,,,22.249,
1486,2014-08-11,93.633,,,5.028,122.367,,,19.925,
1487,2014-08-12,101.963,,,2.245,143.925,,,18.217,
1488,2014-08-13,105.354,,,2.441,123.121,,,19.001,
1489,2014-08-14,120.601,,,1.304,64.612,,,19.091,
1490,2014-08-15,91.219,,,2.039,61.135,,,16.628,
1491,2014-08-16,66.782,,,1.139,58.411,,,12.187,
1492,2014-08-17,93.794,,,6.438,49.631,,,10.423,
1493,2014-08-18,116.999,,,1.786,167.959,,,8.28,
1494,2014-08-19,118.492,,,1.903,180.71,,,11.848,
1495,2014-08-20,124.112,,,2.317,136.654,,,14.168,
1496,2014-08-21,124.934,,,1.165,293.806,,,13.948,
1497,2014-08-22,110.473,,,1.301,370.123,,,13.535,
1498,2014-08-23,94.338,,,2.632,246.368,,,13.792,
1499,2014-08-24,99.956,,,5.842,327.859,,,12.147,
1500,2014-08-25,114.946,,,2.666,178.866,,,11.044,
1501,2014-08-26,123.023,,,2.061,214.372,,,10.452,
1502,2014-08-27,123.567,,,0.883,250.438,,,9.491,
1503,2014-08-28,108.88,,,2.735,261.403,,,9.477,
1504,2014-08-29,115.211,,,1.094,94.832,,,9.917,
1505,2014-08-30,79.849,,,0.898,154.474,,,9.559,
1506,2014-08-31,93.017,,,12.647,99.569,,,9.523,
1507,2014-09-01,97.231,,,4.966,76.433,,,8.641,
1508,2014-09-02,102.216,,,4.004,122.066,,,9.089,
1509,2014-09-03,106.199,,,2.745,52.884,,,10.259,
1510,2014-09-04,119.91,,,2.409,77.144,,,11.897,
1511,2014-09-05,107.709,,,1.326,190.467,,,11.318,
1512,2014-09-06,85.963,,,4.067,110.37,,,11.916,
1513,2014-09-07,72.871,,,13.455,61.417,,,11.792,
1514,2014-09-08,98.75,,,6.245,165.417,,,11.067,
1515,2014-09-09,99.998,,,3.571,121.283,,,11.234,
1516,2014-09-10,113.096,,,1.831,122.971,,,11.364,
1517,2014-09-11,109.037,,,8.059,184.532,,,10.98,
1518,2014-09-12,119.984,,,10.437,185.638,,,10.87,
1519,2014-09-13,98.269,,,9.298,158.359,,,11.211,
1520,2014-09-14,77.518,,,10.671,96.202,,,11.031,
1521,2014-09-15,103.054,,,6.556,137.427,,,13.776,
1522,2014-09-16,90.653,,,2.77,87.951,,,13.003,
1523,2014-09-17,110.753,,,6.238,121.023,,,15.825,
1524,2014-09-18,131.235,,,4.371,164.943,,,16.477,
1525,2014-09-19,130.667,,,9.349,243.098,,,10.276,
1526,2014-09-20,94.343,,,16.686,136.381,,,14.449,
1527,2014-09-21,80.706,,,18.261,72.491,,,13.026,
1528,2014-09-22,112.205,,,12.358,83.015,,,13.822,
1529,2014-09-23,118.65,,,13.89,114.772,,,14.451,
1530,2014-09-24,108.534,,,15.985,149.454,,,14.937,
1531,2014-09-25,99.324,,,12.797,81.624,,,13.296,
1532,2014-09-26,103.37,,,9.389,92.928,,,11.28,
1533,2014-09-27,77.177,,,6.827,84.695,,,11.111,
1534,2014-09-28,68.988,,,15.418,121.659,,,13.101,
1535,2014-09-29,111.927,,,6.988,107.49,,,12.661,
1536,2014-09-30,116.777,,,6.114,124.661,,,11.009,
1537,2014-10-01,102.726,,,6.861,131.041,,,11.419,
1538,2014-10-02,103.547,,,3.825,121.983,,,9.713,
1539,2014-10-03,93.107,,,3.089,142.701,,,9.331,
1540,2014-10-04,83.163,,,5.037,250.925,,,8.899,
1541,2014-10-05,82.921,,,13.223,250.809,,,8.676,
1542,2014-10-06,98.609,,,11.448,188.188,,,8.918,
1543,2014-10-07,103.488,,,1.05,111.765,,,9.011,
1544,2014-10-08,104.141,,,14.629,103.897,,,8.167,
1545,2014-10-09,111.183,,,13.192,150.433,,,9.215,
1546,2014-10-10,105.543,,,8.626,133.739,,,9.981,
1547,2014-10-11,88.901,,,6.41,97.761,,,8.408,
1548,2014-10-12,74.164,,,14.996,66.473,,,10.082,
1549,2014-10-13,97.407,,,7.824,76.218,,,11.23,
1550,2014-10-14,117.692,,,17.004,30.408,,,12.116,
1551,2014-10-15,116.996,,,4.158,106.258,,,10.64,
1552,2014-10-16,99.427,,,0.384,133.252,,,22.065,
1553,2014-10-17,105.759,,,0.15,151.027,,,11.048,
1554,2014-10-18,80.402,,,0.891,136.419,,,11.527,
1555,2014-10-19,72.985,,,5.029,118.412,,,12.643,
1556,2014-10-20,98.252,,,1.449,89.269,,,11.885,
1557,2014-10-21,110.221,,,0.93,58.969,,,14.654,
1558,2014-10-22,95.456,,,9.244,119.942,,,11.456,
1559,2014-10-23,99.814,,,5.653,84.461,,,8.392,
1560,2014-10-24,81.493,,,3.13,104.806,,,9.7,
1561,2014-10-25,101.109,,,1.187,86.64,,,8.84,
1562,2014-10-26,57.09,,,4.974,112.305,,,7.73,
1563,2014-10-27,87.341,,,10.759,143.108,,,8.537,
1564,2014-10-28,88.081,,,3.796,11.429,,,8.874,
1565,2014-10-29,82.042,,,3.843,71.466,,,9.476,
1566,2014-10-30,68.448,,,1.762,77.562,,,7.709,
1567,2014-10-31,73.043,,,1.016,112.339,,,9.15,
1568,2014-11-01,72.0,,,3.247,112.501,,,7.504,
1569,2014-11-02,51.498,,,1.664,72.982,,,7.645,
1570,2014-11-03,68.135,,,0.906,99.434,,,7.321,
1571,2014-11-04,82.214,,,0.928,96.415,,,7.296,
1572,2014-11-05,94.226,,,7.399,43.455,,,8.544,
1573,2014-11-06,75.033,,,5.381,85.487,,,10.094,
1574,2014-11-07,78.045,,,3.2,129.547,,,13.864,
1575,2014-11-08,57.76,,,4.008,0.00354,,,13.424,
1576,2014-11-09,50.591,,,3.989,73.659,,,13.042,
1577,2014-11-10,88.934,,,5.148,53.993,,,10.743,
1578,2014-11-11,84.328,,,9.894,40.52,,,9.251,
1579,2014-11-12,110.466,,,7.696,190.292,,,9.455,
1580,2014-11-13,129.617,,,6.927,150.867,,,9.557,
1581,2014-11-14,98.349,,,5.723,111.362,,,8.988,
1582,2014-11-15,79.429,,,9.724,89.674,,,9.263,
1583,2014-11-16,66.374,,,6.411,42.756,,,9.964,
1584,2014-11-17,101.49,,,3.145,77.159,,,9.38,
1585,2014-11-18,98.598,,,1.645,46.262,,,8.875,
1586,2014-11-19,106.462,,,2.506,24.552,,,8.758,
1587,2014-11-20,100.254,,,2.402,37.403,,,8.647,
1588,2014-11-21,98.152,,,1.848,64.393,,,8.24,
1589,2014-11-22,98.791,,,1.922,52.198,,,8.465,
1590,2014-11-23,57.972,,,1.096,33.917,,,8.435,
1591,2014-11-24,92.883,,,3.166,81.747,,,8.648,
1592,2014-11-25,111.827,,,3.233,97.189,,,10.829,
1593,2014-11-26,115.202,,,1.809,52.16,,,8.336,
1594,2014-11-27,105.041,,,4.203,59.232,,,8.062,
1595,2014-11-28,123.088,,,4.188,124.474,,,8.181,
1596,2014-11-29,110.686,,,4.197,92.253,,,10.875,
1597,2014-11-30,87.469,,,2.906,35.874,,,9.214,
1598,2014-12-01,116.662,,,4.254,119.898,,,8.218,
1599,2014-12-02,151.028,,,3.725,71.72,,,8.435,
1600,2014-12-03,115.03,,,1.862,46.899,,,9.613,
1601,2014-12-04,110.133,,,2.4,7.138,,,8.173,
1602,2014-12-05,110.759,,,1.984,2.533,,,8.036,
1603,2014-12-06,94.152,,,1.7,154.328,,,5.809,
1604,2014-12-07,91.183,,,1.756,182.636,,,5.028,
1605,2014-12-08,123.469,,,3.537,182.118,,,4.855,
1606,2014-12-09,127.325,,,1.586,140.411,,,5.419,
1607,2014-12-10,137.045,,,1.298,121.59,,,6.631,
1608,2014-12-11,118.51,,,6.503,133.829,,,4.13,
1609,2014-12-12,101.057,,,7.72,87.537,,,3.326,
1610,2014-12-13,102.733,,,3.786,169.696,,,4.362,
1611,2014-12-14,79.601,,,1.554,132.966,,,7.598,
1612,2014-12-15,111.27,,,0.306,134.546,,,8.165,
1613,2014-12-16,125.097,,,1.506,160.808,,,3.191,
1614,2014-12-17,109.78,,,1.972,142.773,,,2.682,
1615,2014-12-18,149.413,,,1.514,141.536,,,2.014,
1616,2014-12-19,151.676,,,1.212,77.428,,,2.756,
1617,2014-12-20,139.012,,,0.655,27.34,,,2.955,
1618,2014-12-21,83.508,,,0.604,11.943,,,9.371,
1619,2014-12-22,136.497,,,0.785,21.348,,,6.392,
1620,2014-12-23,128.905,,,0.986,33.09,,,4.396,
1621,2014-12-24,105.418,,,0.949,51.659,,,6.368,
1622,2014-12-25,99.721,,,0.841,62.355,,,6.081,
1623,2014-12-26,123.875,,,0.931,71.79,,,6.804,
1624,2014-12-27,118.706,,,0.557,47.779,,,6.379,
1625,2014-12-28,87.502,,,0.713,26.831,,,6.31,
1626,2014-12-29,105.41,,,0.894,58.171,,,6.219,
1627,2014-12-30,139.882,,,0.744,21.579,,,7.536,
1628,2014-12-31,122.32,,,0.862,23.54,,,5.816,
1629,2015-01-01,78.474,,,2.02,34.688,,,6.298,
1630,2015-01-02,124.895,,,1.64,7.705,,,7.622,
1631,2015-01-03,97.849,,,0.671,35.206,,,7.62,
1632,2015-01-04,103.775,,,0.847,20.644,,,10.095,
1633,2015-01-05,90.598,,,1.592,27.534,,,5.316,
1634,2015-01-06,100.741,,,0.983,33.292,,,7.601,
1635,2015-01-07,114.695,,,1.136,46.711,,,6.882,
1636,2015-01-08,107.161,,,0.922,26.502,,,6.498,
1637,2015-01-09,104.283,,,1.566,19.176,,,3.574,
1638,2015-01-10,113.682,,,1.63,55.339,,,5.037,
1639,2015-01-11,67.85,,,0.86,30.122,,,5.294,
1640,2015-01-12,64.236,,,0.831,9.267,,,5.057,
1641,2015-01-13,109.132,,,0.736,12.83,,,6.282,
1642,2015-01-14,100.75,,,0.742,64.829,,,3.78,
1643,2015-01-15,118.491,,,0.82,32.836,,,4.841,
1644,2015-01-16,111.052,,,5.501,16.015,,,6.958,
1645,2015-01-17,77.238,,,6.293,10.871,,,7.815,
1646,2015-01-18,67.6,,,2.857,13.408,,,12.685,
1647,2015-01-19,76.733,,,1.284,17.705,,,3.986,
1648,2015-01-20,76.932,,,0.995,37.5,,,5.558,
1649,2015-01-21,73.247,,,3.824,67.356,,,7.679,
1650,2015-01-22,88.082,,,1.664,43.273,,,6.186,
1651,2015-01-23,78.988,,,1.229,14.199,,,10.272,
1652,2015-01-24,65.626,,,2.712,55.094,,,9.475,
1653,2015-01-25,50.787,,,1.962,60.725,,,6.738,
1654,2015-01-26,97.951,,,1.766,100.298,,,9.607,
1655,2015-01-27,77.204,,,0.805,9.32,,,7.396,
1656,2015-01-28,75.39,,,2.274,4.396,,,10.765,
1657,2015-01-29,79.12,,,2.331,35.854,,,5.472,
1658,2015-01-30,95.57,,,1.908,90.249,,,2.961,
1659,2015-01-31,59.035,,,2.451,62.995,,,4.89,
1660,2015-02-01,60.332,,,1.402,26.241,,,9.626,
1661,2015-02-02,88.732,,,0.598,176.399,,,6.969,
1662,2015-02-03,100.783,,,0.989,9.193,,,10.522,
1663,2015-02-04,78.365,,,1.118,13.323,,,7.429,
1664,2015-02-05,74.179,,,0.909,24.758,,,5.107,
1665,2015-02-06,80.97,,,0.549,11.095,,,5.323,
1666,2015-02-07,47.375,,,0.673,0.00178,,,6.237,
1667,2015-02-08,39.939,,,0.403,0.00178,,,7.939,
1668,2015-02-09,43.684,,,0.291,0.00268,,,12.563,
1669,2015-02-10,54.262,,,0.898,0.865,,,13.648,
1670,2015-02-11,54.6,,,0.828,0.865,,,27.976,
1671,2015-02-12,71.939,,,0.6,0.859,,,16.684,
1672,2015-02-13,50.671,,,0.88,0.899,,,15.271,
1673,2015-02-14,37.242,,,0.726,9.304,,,8.413,
1674,2015-02-15,44.651,,,0.651,9.431,,,8.035,
1675,2015-02-16,46.414,,,0.533,2.317,,,5.724,
1676,2015-02-17,56.116,,,0.651,3.661,,,7.693,
1677,2015-02-18,52.384,,,0.569,0.307,,,8.133,
1678,2015-02-19,51.351,,,0.727,1.81,,,7.404,
1679,2015-02-20,50.815,,,0.697,2.095,,,4.595,
1680,2015-02-21,47.491,,,0.795,1.827,,,2.236,
1681,2015-02-22,39.64,,,0.636,8.675,,,4.957,
1682,2015-02-23,49.23,,,3.499,0.831,,,6.972,
1683,2015-02-24,67.575,,,33.721,2.785,,,5.647,
1684,2015-02-25,57.774,,,86.587,3.658,,,7.705,
1685,2015-02-26,52.704,,,78.689,4.329,,,10.445,
1686,2015-02-27,66.544,,,74.416,0.206,,,7.355,
1687,2015-02-28,47.321,,,59.89,0.103,,,5.759,
1688,2015-03-01,43.775,,,16.402,0.3,,,4.156,
1689,2015-03-02,70.813,,,56.384,3.086,,,6.269,
1690,2015-03-03,80.431,,,49.463,8.538,,,7.459,
1691,2015-03-04,72.136,,,37.169,1.924,,,4.237,
1692,2015-03-05,69.176,,,37.118,1.883,,,6.156,
1693,2015-03-06,67.324,,,29.305,4.427,,,5.249,
1694,2015-03-07,38.554,,,5.717,2.472,,,3.814,
1695,2015-03-08,40.197,,,4.389,4.061,,,2.503,
1696,2015-03-09,63.57,,,1.98,4.104,,,3.043,
1697,2015-03-10,73.259,,,0.185,8.999,,,7.188,
1698,2015-03-11,62.673,,,1.751,6.827,,,6.756,
1699,2015-03-12,74.505,,,4.262,6.403,,,8.142,
1700,2015-03-13,63.334,,,2.12,6.842,,,3.722,
1701,2015-03-14,48.716,,,0.222,2.946,,,5.23,
1702,2015-03-15,40.543,,,0.125,6.358,,,3.122,
1703,2015-03-16,67.073,,,0.223,6.529,,,5.353,
1704,2015-03-17,68.281,,,0.251,8.536,,,1.637,
1705,2015-03-18,66.551,,,0.18,9.311,,,2.501,
1706,2015-03-19,50.467,,,0.288,11.452,,,4.543,
1707,2015-03-20,51.893,,,0.144,5.171,,,5.098,
1708,2015-03-21,44.972,,,0.363,3.466,,,5.213,
1709,2015-03-22,41.287,,,0.17,3.7,,,4.307,
1710,2015-03-23,58.372,,,0.135,4.838,,,3.456,
1711,2015-03-24,68.294,,,0.148,8.22,,,2.75,
1712,2015-03-25,59.762,,,0.0976,12.901,,,1.676,
1713,2015-03-26,50.62,,,0.214,10.2,,,4.509,
1714,2015-03-27,59.352,,,0.149,9.606,,,5.633,
1715,2015-03-28,44.114,,,0.15,5.081,,,5.394,
1716,2015-03-29,37.739,,,0.71,9.2,,,3.214,
1717,2015-03-30,55.32,,,0.405,9.169,,,3.231,
1718,2015-03-31,62.849,,,0.595,12.344,,,8.5,
1719,2015-04-01,63.996,,,0.512,9.305,,,6.179,
1720,2015-04-02,54.615,,,1.088,9.763,,,3.549,
1721,2015-04-03,46.218,,,0.215,8.039,,,5.18,
1722,2015-04-04,36.746,,,0.142,3.666,,,6.626,
1723,2015-04-05,30.305,,,0.116,6.61,,,7.868,
1724,2015-04-06,46.714,,,0.0967,8.306,,,6.838,
1725,2015-04-07,59.588,,,0.114,8.887,,,7.926,
1726,2015-04-08,56.799,,,0.223,12.861,,,6.225,
1727,2015-04-09,48.257,,,0.366,4.713,,,5.507,
1728,2015-04-10,48.587,,,0.203,3.962,,,3.103,
1729,2015-04-11,40.789,,,0.599,2.302,,,4.695,
1730,2015-04-12,44.583,,,0.326,5.013,,,6.379,
1731,2015-04-13,46.642,,,0.0622,10.427,,,8.507,
1732,2015-04-14,55.352,,,0.0655,6.836,,,4.79,
1733,2015-04-15,48.324,,,0.0766,11.141,,,3.506,
1734,2015-04-16,61.478,,,0.0745,19.909,,,5.891,
1735,2015-04-17,65.202,,,0.654,11.597,,,6.155,
1736,2015-04-18,44.149,,,0.154,11.667,,,3.421,
1737,2015-04-19,55.409,,,0.296,23.05,,,5.617,
1738,2015-04-20,64.105,,,0.394,19.843,,,7.13,
1739,2015-04-21,95.215,,,0.102,22.12,,,5.508,
1740,2015-04-22,93.497,,,0.103,19.378,,,6.614,
1741,2015-04-23,100.695,,,0.108,15.352,,,7.545,
1742,2015-04-24,91.53,,,0.107,20.228,,,4.131,
1743,2015-04-25,70.499,,,0.0744,8.674,,,6.072,
1744,2015-04-26,66.573,,,0.175,10.639,,,6.002,
1745,2015-04-27,71.731,,,0.132,11.318,,,6.012,
1746,2015-04-28,69.458,,,0.854,11.261,,,6.194,
1747,2015-04-29,66.086,,,0.757,13.423,,,5.841,
1748,2015-04-30,73.192,,,1.069,15.338,,,4.763,
1749,2015-05-01,64.102,,,0.0679,13.116,,,4.66,
1750,2015-05-02,42.784,,,0.184,8.346,,,2.401,
1751,2015-05-03,65.156,,,0.734,12.165,,,2.783,
1752,2015-05-04,64.556,,,0.671,11.574,,,3.13,
1753,2015-05-05,66.058,,,1.045,16.543,,,2.05,
1754,2015-05-06,73.471,,,0.752,16.902,,,4.242,
1755,2015-05-07,73.854,,,0.833,14.31,,,2.802,
1756,2015-05-08,64.586,,,1.807,29.312,,,4.106,
1757,2015-05-09,50.791,,,1.89,14.648,,,4.243,
1758,2015-05-10,75.084,,,0.616,12.394,,,5.268,
1759,2015-05-11,104.683,,,0.122,10.885,,,3.944,
1760,2015-05-12,101.083,,,0.0811,38.175,,,8.394,
1761,2015-05-13,77.334,,,0.675,22.715,,,5.13,
1762,2015-05-14,68.751,,,0.309,21.639,,,7.169,
1763,2015-05-15,61.583,,,1.975,20.684,,,7.371,
1764,2015-05-16,46.832,,,3.975,12.689,,,7.65,
1765,2015-05-17,48.204,,,3.027,8.206,,,4.541,
1766,2015-05-18,66.828,,,1.155,10.03,,,2.941,
1767,2015-05-19,116.615,,,1.363,21.542,,,3.137,
1768,2015-05-20,105.549,,,4.392,25.793,,,3.436,
1769,2015-05-21,104.25,,,2.426,44.141,,,6.003,
1770,2015-05-22,97.448,,,1.591,86.538,,,7.337,
1771,2015-05-23,80.779,,,1.388,91.688,,,4.91,
1772,2015-05-24,48.954,,,0.862,29.901,,,7.296,
1773,2015-05-25,71.826,,,0.718,49.537,,,7.127,
1774,2015-05-26,79.237,,,1.508,42.821,,,11.307,
1775,2015-05-27,78.976,,,2.137,81.999,,,8.165,
1776,2015-05-28,78.596,,,1.572,60.09,,,23.9,
1777,2015-05-29,52.439,,,0.527,89.871,,,8.642,
1778,2015-05-30,28.517,,,0.373,28.848,,,7.051,
1779,2015-05-31,79.132,,,0.4,59.349,,,7.11,
1780,2015-06-01,110.615,,,0.521,17.312,,,7.376,
1781,2015-06-02,106.245,,,0.626,22.413,,,7.1,
1782,2015-06-03,85.82,,,0.929,14.881,,,12.891,
1783,2015-06-04,77.833,,,0.97,36.905,,,8.01,
1784,2015-06-05,103.966,,,0.756,58.503,,,8.251,
1785,2015-06-06,100.988,,,0.682,78.405,,,8.363,
1786,2015-06-07,64.398,,,0.622,34.234,,,10.065,
1787,2015-06-08,77.56,,,0.67,56.921,,,7.231,
1788,2015-06-09,115.141,,,1.355,44.922,,,10.83,
1789,2015-06-10,106.217,,,1.54,37.778,,,7.932,
1790,2015-06-11,100.642,,,1.313,56.605,,,7.292,
1791,2015-06-12,92.659,,,1.564,54.831,,,16.394,
1792,2015-06-13,79.412,,,1.591,70.971,,,16.372,
1793,2015-06-14,64.657,,,1.14,98.807,,,15.072,
1794,2015-06-15,91.012,,,1.655,100.617,,,13.91,
1795,2015-06-16,101.152,,,1.817,158.856,,,22.991,
1796,2015-06-17,126.211,,,1.161,342.088,,,15.101,
1797,2015-06-18,109.892,,,1.018,152.217,,,26.89,
1798,2015-06-19,83.052,,,0.821,257.452,,,17.454,
1799,2015-06-20,75.267,,,0.974,2.947,,,11.808,
1800,2015-06-21,62.666,,,0.707,2.985,,,0.347,
1801,2015-06-22,85.673,,,0.676,103.669,,,16.361,
1802,2015-06-23,71.499,,,0.941,139.732,,,8.402,
1803,2015-06-24,70.355,,,1.417,100.894,,,8.353,
1804,2015-06-25,68.443,,,1.092,37.201,,,8.3,
1805,2015-06-26,80.325,,,1.103,22.457,,,8.354,
1806,2015-06-27,61.935,,,0.748,4.774,,,8.462,
1807,2015-06-28,68.625,,,0.566,15.764,,,7.996,
1808,2015-06-29,116.419,,,0.777,27.723,,,8.013,
1809,2015-06-30,213.26,,,0.741,141.19,,,8.21,
1810,2015-07-01,85.796,,,0.832,355.114,,,9.477,
1811,2015-07-02,136.223,,,0.819,311.569,,,12.821,
1812,2015-07-03,100.549,,,1.18,282.385,,,9.979,
1813,2015-07-04,64.802,,,0.957,143.114,,,21.458,
