,Time,BTC_Top_100_Richest_Percentage_of_Total_Coins,ETH_Top_100_Richest_Percentage_of_Total_Coins,XRP_Top_100_Richest_Percentage_of_Total_Coins,DOGE_Top_100_Richest_Percentage_of_Total_Coins,LTC_Top_100_Richest_Percentage_of_Total_Coins,BCH_Top_100_Richest_Percentage_of_Total_Coins,XMR_Top_100_Richest_Percentage_of_Total_Coins,DASH_Top_100_Richest_Percentage_of_Total_Coins,ZEC_Top_100_Richest_Percentage_of_Total_Coins
1644,2013-07-05,20.429,,,,49.79,,,,
1645,2013-07-06,20.543,,,,49.75,,,,
1646,2013-07-07,20.535,,,,49.71,,,,
1647,2013-07-08,20.592,,,,49.629,,,,
1648,2013-07-09,20.6,,,,49.598,,,,
1649,2013-07-10,20.575,,,,49.558,,,,
1650,2013-07-11,20.594,,,,49.26,,,,
1651,2013-07-12,20.506,,,,49.208,,,,
1652,2013-07-13,20.417,,,,49.159,,,,
1653,2013-07-14,20.359,,,,48.856,,,,
1654,2013-07-15,20.322,,,,48.8,,,,
1655,2013-07-16,20.283,,,,48.753,,,,
1656,2013-07-17,20.35,,,,48.7,,,,
1657,2013-07-18,20.664,,,,48.678,,,,
1658,2013-07-19,20.55,,,,48.666,,,,
1659,2013-07-20,20.518,,,,49.449,,,,
1660,2013-07-21,20.528,,,,49.314,,,,
1661,2013-07-22,20.539,,,,49.17,,,,
1662,2013-07-23,20.479,,,,49.119,,,,
1663,2013-07-24,20.503,,,,49.056,,,,
1664,2013-07-25,20.506,,,,49.038,,,,
1665,2013-07-26,20.476,,,,48.987,,,,
1666,2013-07-27,20.494,,,,49.012,,,,
1667,2013-07-28,20.501,,,,48.826,,,,
1668,2013-07-29,20.592,,,,48.791,,,,
1669,2013-07-30,20.625,,,,48.846,,,,
1670,2013-07-31,20.743,,,,48.835,,,,
1671,2013-08-01,20.665,,,,48.662,,,,
1672,2013-08-02,20.675,,,,48.569,,,,
1673,2013-08-03,20.597,,,,48.525,,,,
1674,2013-08-04,20.589,,,,48.483,,,,
1675,2013-08-05,20.528,,,,48.47,,,,
1676,2013-08-06,20.558,,,,48.643,,,,
1677,2013-08-07,20.595,,,,48.611,,,,
1678,2013-08-08,20.619,,,,49.519,,,,
1679,2013-08-09,20.583,,,,49.472,,,,
1680,2013-08-10,20.516,,,,49.475,,,,
1681,2013-08-11,20.635,,,,49.487,,,,
1682,2013-08-12,20.871,,,,49.329,,,,
1683,2013-08-13,20.953,,,,49.28,,,,
1684,2013-08-14,20.879,,,,48.89,,,,
1685,2013-08-15,20.792,,,,48.754,,,,
1686,2013-08-16,20.712,,,,49.102,,,,
1687,2013-08-17,20.564,,,,49.036,,,,
1688,2013-08-18,20.559,,,,49.045,,,,
1689,2013-08-19,20.571,,,,48.99,,,,
1690,2013-08-20,20.438,,,,48.916,,,,
1691,2013-08-21,20.385,,,,48.895,,,,
1692,2013-08-22,20.39,,,,48.802,,,,
1693,2013-08-23,20.244,,,,48.746,,,,
1694,2013-08-24,20.235,,,,48.962,,,,
1695,2013-08-25,20.252,,,,49.011,,,,
1696,2013-08-26,20.216,,,,48.961,,,,
1697,2013-08-27,20.163,,,,48.962,,,,
1698,2013-08-28,20.189,,,,48.921,,,,
1699,2013-08-29,20.029,,,,48.864,,,,
1700,2013-08-30,20.025,,,,48.917,,,,
1701,2013-08-31,20.002,,,,48.884,,,,
1702,2013-09-01,19.939,,,,48.809,,,,
1703,2013-09-02,19.903,,,,48.762,,,,
1704,2013-09-03,19.894,,,,48.706,,,,
1705,2013-09-04,19.955,,,,48.705,,,,
1706,2013-09-05,19.834,,,,48.613,,,,
1707,2013-09-06,19.831,,,,48.445,,,,
1708,2013-09-07,19.805,,,,48.272,,,,
1709,2013-09-08,19.807,,,,48.202,,,,
1710,2013-09-09,19.654,,,,48.09,,,,
1711,2013-09-10,19.665,,,,47.996,,,,
1712,2013-09-11,19.616,,,,47.958,,,,
1713,2013-09-12,19.582,,,,47.9,,,,
1714,2013-09-13,19.549,,,,47.801,,,,
1715,2013-09-14,19.537,,,,47.693,,,,
1716,2013-09-15,19.514,,,,47.611,,,,
1717,2013-09-16,19.451,,,,47.582,,,,
1718,2013-09-17,19.45,,,,47.518,,,,
1719,2013-09-18,19.421,,,,47.563,,,,
1720,2013-09-19,19.554,,,,47.522,,,,
1721,2013-09-20,19.554,,,,47.345,,,,
1722,2013-09-21,19.548,,,,47.332,,,,
1723,2013-09-22,19.385,,,,47.27,,,,
1724,2013-09-23,19.422,,,,47.2,,,,
1725,2013-09-24,19.38,,,,46.922,,,,
1726,2013-09-25,19.349,,,,46.782,,,,
1727,2013-09-26,19.382,,,,46.884,,,,
1728,2013-09-27,19.417,,,,46.825,,,,
1729,2013-09-28,19.409,,,,47.058,,,,
1730,2013-09-29,19.453,,,,46.959,,,,
1731,2013-09-30,19.454,,,,46.84,,,,
1732,2013-10-01,19.487,,,,46.823,,,,
1733,2013-10-02,19.674,,,,46.86,,,,
1734,2013-10-03,19.869,,,,47.15,,,,
1735,2013-10-04,19.85,,,,47.021,,,,
1736,2013-10-05,19.864,,,,47.071,,,,
1737,2013-10-06,19.828,,,,47.11,,,,
1738,2013-10-07,19.819,,,,47.113,,,,
1739,2013-10-08,19.818,,,,47.03,,,,
1740,2013-10-09,19.771,,,,47.003,,,,
1741,2013-10-10,19.766,,,,47.069,,,,
1742,2013-10-11,19.864,,,,47.027,,,,
1743,2013-10-12,19.881,,,,46.961,,,,
1744,2013-10-13,19.893,,,,46.839,,,,
1745,2013-10-14,19.854,,,,46.783,,,,
1746,2013-10-15,19.839,,,,46.722,,,,
1747,2013-10-16,19.788,,,,46.726,,,,
1748,2013-10-17,19.773,,,,46.746,,,,
1749,2013-10-18,19.869,,,,46.719,,,,
1750,2013-10-19,19.899,,,,46.686,,,,
1751,2013-10-20,19.882,,,,46.59,,,,
1752,2013-10-21,19.775,,,,46.491,,,,
1753,2013-10-22,19.693,,,,46.68,,,,
1754,2013-10-23,19.69,,,,46.608,,,,
1755,2013-10-24,19.644,,,,46.672,,,,
1756,2013-10-25,20.693,,,,46.563,,,,
1757,2013-10-26,20.742,,,,46.469,,,,
1758,2013-10-27,20.743,,,,46.394,,,,
1759,2013-10-28,20.72,,,,46.474,,,,
1760,2013-10-29,20.719,,,,46.419,,,,
1761,2013-10-30,20.753,,,,46.233,,,,
1762,2013-10-31,20.772,,,,46.311,,,,
1763,2013-11-01,20.807,,,,46.317,,,,
1764,2013-11-02,20.786,,,,46.297,,,,
1765,2013-11-03,20.834,,,,46.166,,,,
1766,2013-11-04,21.31,,,,46.195,,,,
1767,2013-11-05,21.381,,,,46.313,,,,
1768,2013-11-06,21.43,,,,46.476,,,,
1769,2013-11-07,21.453,,,,46.638,,,,
1770,2013-11-08,21.453,,,,46.68,,,,
1771,2013-11-09,21.443,,,,46.83,,,,
1772,2013-11-10,21.464,,,,46.846,,,,
1773,2013-11-11,21.431,,,,46.877,,,,
1774,2013-11-12,21.412,,,,46.839,,,,
1775,2013-11-13,21.349,,,,47.003,,,,
1776,2013-11-14,21.361,,,,47.399,,,,
1777,2013-11-15,21.328,,,,46.764,,,,
1778,2013-11-16,21.35,,,,49.024,,,,
1779,2013-11-17,21.373,,,,48.561,,,,
1780,2013-11-18,21.375,,,,47.852,,,,
1781,2013-11-19,21.43,,,,47.469,,,,
1782,2013-11-20,21.418,,,,49.249,,,,
1783,2013-11-21,21.348,,,,49.34,,,,
1784,2013-11-22,22.081,,,,48.882,,,,
1785,2013-11-23,21.765,,,,49.446,,,,
1786,2013-11-24,21.754,,,,48.956,,,,
1787,2013-11-25,21.7,,,,49.013,,,,
1788,2013-11-26,21.635,,,,48.024,,,,
1789,2013-11-27,21.553,,,,48.19,,,,
1790,2013-11-28,21.628,,,,48.71,,,,
1791,2013-11-29,21.463,,,,49.466,,,,
1792,2013-11-30,21.376,,,,49.985,,,,
1793,2013-12-01,21.399,,,,50.134,,,,
1794,2013-12-02,21.355,,,,50.119,,,,
1795,2013-12-03,21.368,,,,49.926,,,,
1796,2013-12-04,21.36,,,,49.887,,,,
1797,2013-12-05,21.305,,,,50.095,,,,
1798,2013-12-06,21.435,,,,49.968,,,,
1799,2013-12-07,21.444,,,,50.946,,,,
1800,2013-12-08,21.404,,,,50.895,,,,
1801,2013-12-09,21.422,,,,50.885,,,,
1802,2013-12-10,21.646,,,,50.474,,,,
1803,2013-12-11,21.823,,,,50.608,,,,
1804,2013-12-12,21.861,,,,50.319,,,,
1805,2013-12-13,21.927,,,,50.727,,,,
1806,2013-12-14,21.852,,,,50.502,,,,
1807,2013-12-15,21.836,,,,50.243,,,,
1808,2013-12-16,21.829,,,,50.118,,,,
1809,2013-12-17,21.827,,,,50.219,,,,
1810,2013-12-18,21.837,,,,49.605,,,,
1811,2013-12-19,21.824,,,,48.255,,,,
1812,2013-12-20,21.807,,,,48.853,,,,
1813,2013-12-21,21.728,,,,48.029,,,,
1814,2013-12-22,21.686,,,,47.577,,,,
1815,2013-12-23,21.666,,,,46.71,,,,
1816,2013-12-24,21.707,,,,46.812,,,,
1817,2013-12-25,21.323,,,,46.279,,,,
1818,2013-12-26,21.319,,,,46.095,,,,
1819,2013-12-27,21.304,,,,46.779,,,,
1820,2013-12-28,21.303,,,,46.466,,,,
1821,2013-12-29,21.282,,,,46.244,,,,
1822,2013-12-30,21.335,,,,46.59,,,,
1823,2013-12-31,21.301,,,,47.005,,,,
1824,2014-01-01,21.061,,,,46.704,,,,
1825,2014-01-02,21.074,,,,46.343,,,,
1826,2014-01-03,21.089,,,,45.741,,,,
1827,2014-01-04,21.149,,,,46.438,,,,
1828,2014-01-05,21.093,,,,45.702,,,,
1829,2014-01-06,21.137,,,,45.307,,,,
1830,2014-01-07,21.139,,,,44.79,,,,
1831,2014-01-08,21.073,,,,46.479,,,,
1832,2014-01-09,21.08,,,,45.915,,,,
1833,2014-01-10,21.076,,,,46.978,,,,
1834,2014-01-11,21.073,,,,46.528,,,,
1835,2014-01-12,21.055,,,,46.232,,,,
1836,2014-01-13,21.04,,,,45.862,,,,
1837,2014-01-14,21.0,,,,45.78,,,,
1838,2014-01-15,21.092,,,,45.794,,,,
1839,2014-01-16,21.172,,,,46.145,,,,
1840,2014-01-17,21.245,,,,46.088,,,,
1841,2014-01-18,21.24,,,,46.164,,,,
1842,2014-01-19,21.243,,,,45.824,,,61.314,
1843,2014-01-20,21.241,,,,46.242,,,63.552,
1844,2014-01-21,21.246,,,,45.723,,,63.498,
1845,2014-01-22,21.233,,,,45.7,,,63.664,
1846,2014-01-23,21.222,,,,45.713,,,63.734,
1847,2014-01-24,21.438,,,,45.514,,,63.959,
1848,2014-01-25,21.42,,,,45.532,,,63.987,
1849,2014-01-26,21.443,,,,45.688,,,63.985,
1850,2014-01-27,21.494,,,,45.334,,,64.277,
1851,2014-01-28,21.498,,,,45.998,,,65.678,
1852,2014-01-29,21.482,,,,46.493,,,65.997,
1853,2014-01-30,21.489,,,,46.198,,,66.838,
1854,2014-01-31,21.485,,,,46.064,,,66.965,
1855,2014-02-01,21.573,,,,46.044,,,66.858,
1856,2014-02-02,21.587,,,,45.785,,,66.39,
1857,2014-02-03,21.582,,,,46.644,,,66.574,
1858,2014-02-04,21.787,,,,46.135,,,68.088,
1859,2014-02-05,21.227,,,,46.34,,,67.407,
1860,2014-02-06,21.216,,,,46.089,,,66.864,
1861,2014-02-07,21.192,,,,47.178,,,66.157,
1862,2014-02-08,21.198,,,,47.25,,,81.592,
1863,2014-02-09,21.196,,,,47.178,,,80.753,
1864,2014-02-10,21.117,,,,47.733,,,80.203,
1865,2014-02-11,21.133,,,,47.689,,,79.988,
1866,2014-02-12,21.151,,,,47.72,,,79.133,
1867,2014-02-13,21.17,,,,47.349,,,78.478,
1868,2014-02-14,21.184,,,,47.08,,,77.515,
1869,2014-02-15,21.155,,,,47.028,,,77.219,
1870,2014-02-16,21.186,,,,46.827,,,77.039,
1871,2014-02-17,21.234,,,,46.776,,,77.053,
1872,2014-02-18,21.358,,,,47.418,,,75.179,
1873,2014-02-19,21.317,,,,47.333,,,74.842,
1874,2014-02-20,21.362,,,,47.133,,,73.944,
1875,2014-02-21,21.367,,,,47.214,,,73.798,
1876,2014-02-22,21.392,,,,47.118,,,75.864,
1877,2014-02-23,21.396,,,,46.985,,,77.277,
1878,2014-02-24,21.272,,,,46.972,,,77.87,
1879,2014-02-25,20.957,,,,48.053,,,77.377,
1880,2014-02-26,21.053,,,,48.187,,,76.506,
1881,2014-02-27,21.015,,,,47.772,,,75.972,
1882,2014-02-28,20.973,,,,47.828,,,76.194,
1883,2014-03-01,20.967,,,,47.805,,,75.301,
1884,2014-03-02,20.972,,,,47.725,,,74.473,
1885,2014-03-03,20.923,,,,47.571,,,74.254,
1886,2014-03-04,21.029,,,,48.098,,,74.095,
1887,2014-03-05,21.088,,,,47.969,,,73.272,
1888,2014-03-06,21.113,,,,48.005,,,72.644,
1889,2014-03-07,19.852,,,,47.999,,,72.066,
1890,2014-03-08,19.878,,,,47.861,,,71.8,
1891,2014-03-09,19.72,,,,47.753,,,71.618,
1892,2014-03-10,19.071,,,,47.674,,,70.572,
1893,2014-03-11,19.073,,,,47.631,,,69.964,
1894,2014-03-12,19.1,,,,47.855,,,69.828,
1895,2014-03-13,19.109,,,,47.84,,,69.425,
1896,2014-03-14,19.12,,,,47.743,,,69.218,
1897,2014-03-15,19.108,,,,47.608,,,69.147,
1898,2014-03-16,19.112,,,,47.342,,,68.883,
1899,2014-03-17,19.109,,,,47.467,,,68.662,
1900,2014-03-18,19.107,,,,47.779,,,68.364,
1901,2014-03-19,19.05,,,,48.078,,,68.122,
1902,2014-03-20,19.068,,,,48.143,,,67.27,
1903,2014-03-21,19.087,,,,47.473,,,67.187,
1904,2014-03-22,19.082,,,,47.839,,,66.518,
1905,2014-03-23,19.092,,,,47.741,,,66.277,
1906,2014-03-24,19.092,,,,47.339,,,65.929,
1907,2014-03-25,19.012,,,,47.813,,,65.72,
1908,2014-03-26,19.03,,,,47.857,,,65.675,
1909,2014-03-27,19.083,,,,47.529,,,65.512,
1910,2014-03-28,19.232,,,,47.489,,,65.189,
1911,2014-03-29,19.236,,,,47.31,,,65.157,
1912,2014-03-30,19.223,,,,47.123,,,63.933,
1913,2014-03-31,19.284,,,,46.68,,,63.787,
1914,2014-04-01,19.306,,,,47.624,,,63.621,
1915,2014-04-02,19.37,,,,47.526,,,63.382,
1916,2014-04-03,19.317,,,,46.539,,,63.373,
1917,2014-04-04,19.243,,,,46.338,,,63.353,
1918,2014-04-05,19.215,,,,46.034,,,63.317,
1919,2014-04-06,19.264,,,,46.122,,,63.718,
1920,2014-04-07,19.267,,,,45.523,,,63.798,
1921,2014-04-08,19.221,,,,45.925,,,63.37,
1922,2014-04-09,19.211,,,,45.59,,,63.265,
1923,2014-04-10,19.166,,,,45.715,,,63.222,
1924,2014-04-11,19.141,,,,45.698,,,62.895,
1925,2014-04-12,19.145,,,,45.714,,,62.667,
1926,2014-04-13,19.131,,,,45.47,,,62.647,
1927,2014-04-14,19.146,,,,45.725,,,62.523,
1928,2014-04-15,19.124,,,,45.846,,,62.628,
1929,2014-04-16,19.146,,,,46.846,,,62.822,
1930,2014-04-17,19.092,,,,46.805,,,62.749,
1931,2014-04-18,19.054,,,,46.411,,,62.296,
1932,2014-04-19,19.054,,,,46.201,,,61.771,
1933,2014-04-20,19.046,,,,47.272,,,61.643,
1934,2014-04-21,19.04,,,,47.396,,,61.321,
1935,2014-04-22,18.996,,,,47.487,,,61.484,
1936,2014-04-23,19.186,,,,47.272,,,62.012,
1937,2014-04-24,19.216,,,,47.275,,,61.28,
1938,2014-04-25,19.187,,,,47.482,,,61.603,
1939,2014-04-26,19.179,,,,46.859,,,60.945,
1940,2014-04-27,19.182,,,,46.642,,,60.904,
1941,2014-04-28,19.215,,,,47.013,,,60.658,
1942,2014-04-29,19.135,,,,46.897,,,60.933,
1943,2014-04-30,19.131,,,,47.029,,,60.633,
1944,2014-05-01,19.153,,,,47.07,,,61.77,
1945,2014-05-02,19.088,,,,47.028,,,62.388,
1946,2014-05-03,19.086,,,,47.159,,,62.481,
1947,2014-05-04,19.094,,,,47.13,,,62.367,
1948,2014-05-05,19.107,,,,46.88,,,62.616,
1949,2014-05-06,19.113,,,,46.767,,,62.4,
1950,2014-05-07,19.103,,,,47.304,,,62.375,
1951,2014-05-08,19.141,,,,46.749,,,62.229,
1952,2014-05-09,19.13,,,,47.018,,,63.204,
1953,2014-05-10,19.134,,,,46.892,,,63.196,
1954,2014-05-11,19.136,,,,47.048,,,62.366,
1955,2014-05-12,19.125,,,,46.787,,,61.481,
1956,2014-05-13,19.115,,,,46.695,,,60.547,
1957,2014-05-14,19.122,,,,46.826,,,59.971,
1958,2014-05-15,19.138,,,,46.62,,,59.527,
1959,2014-05-16,19.151,,,,46.872,,,60.284,
1960,2014-05-17,19.147,,,,47.103,,,60.06,
1961,2014-05-18,19.152,,,,47.119,,,60.226,
1962,2014-05-19,19.151,,,,46.99,,,60.052,
1963,2014-05-20,19.144,,,,47.154,,,60.005,
1964,2014-05-21,19.145,,,,47.087,,,60.18,
1965,2014-05-22,19.152,,,,47.84,,,59.534,
1966,2014-05-23,19.131,,,,47.72,,,59.627,
1967,2014-05-24,19.8,,,,47.613,,,58.791,
1968,2014-05-25,19.795,,,,48.618,,,58.325,
1969,2014-05-26,19.791,,,,48.252,,,61.616,
1970,2014-05-27,19.804,,,,48.522,,,61.97,
1971,2014-05-28,19.809,,,,47.759,,,62.32,
1972,2014-05-29,19.805,,,,47.875,,,62.705,
1973,2014-05-30,19.781,,,,48.924,,,62.448,
1974,2014-05-31,19.793,,,,48.327,,,62.643,
1975,2014-06-01,19.8,,,,49.571,,,62.337,
1976,2014-06-02,19.793,,,,49.204,,,64.216,
1977,2014-06-03,19.817,,,,49.253,,,64.182,
1978,2014-06-04,19.86,,,,48.765,,,64.057,
1979,2014-06-05,19.884,,,,49.018,,,63.764,
1980,2014-06-06,19.809,,,,48.925,,,63.838,
1981,2014-06-07,19.826,,,,48.794,,,63.765,
1982,2014-06-08,19.816,,,,48.717,,,64.103,
1983,2014-06-09,19.819,,,,48.511,,,64.203,
1984,2014-06-10,19.85,,,,48.524,,,64.155,
1985,2014-06-11,19.894,,,,48.186,,,64.042,
1986,2014-06-12,19.902,,,,48.027,,,63.588,
1987,2014-06-13,19.905,,,,49.448,,,63.537,
1988,2014-06-14,19.936,,,,49.135,,,63.328,
1989,2014-06-15,19.929,,,,48.867,,,63.253,
1990,2014-06-16,19.919,,,,49.131,,,63.109,
1991,2014-06-17,19.911,,,,48.511,,,62.923,
1992,2014-06-18,19.932,,,,48.991,,,62.509,
1993,2014-06-19,19.944,,,,48.82,,,63.733,
1994,2014-06-20,19.958,,,,49.21,,,63.633,
1995,2014-06-21,19.967,,,,49.097,,,63.803,
1996,2014-06-22,19.962,,,,48.789,,,63.383,
1997,2014-06-23,19.809,,,,48.645,,,63.675,
1998,2014-06-24,19.473,,,,48.901,,,63.564,
1999,2014-06-25,19.477,,,,49.604,,,63.433,
2000,2014-06-26,19.472,,,,49.978,,,61.499,
2001,2014-06-27,19.461,,,,49.847,,,61.014,
2002,2014-06-28,19.455,,,,49.567,,,61.073,
2003,2014-06-29,19.437,,,,49.614,,,60.853,
2004,2014-06-30,19.455,,,,49.769,,,60.872,
2005,2014-07-01,19.566,,,,50.337,,,60.898,
2006,2014-07-02,19.564,,,,50.311,,,61.799,
2007,2014-07-03,19.454,,,,50.035,,,62.113,
2008,2014-07-04,19.463,,,,50.103,,,61.878,
2009,2014-07-05,19.464,,,,49.887,,,61.95,
2010,2014-07-06,19.465,,,,49.561,,,61.633,
2011,2014-07-07,19.325,,,,49.424,,,61.808,
2012,2014-07-08,19.308,,,,49.564,,,61.57,
2013,2014-07-09,19.289,,,,49.427,,,61.438,
2014,2014-07-10,19.286,,,,50.23,,,61.359,
2015,2014-07-11,19.281,,,,49.733,,,61.219,
2016,2014-07-12,19.297,,,,49.376,,,61.216,
2017,2014-07-13,19.304,,,,50.544,,,61.337,
2018,2014-07-14,19.339,,,,49.827,,,61.53,
2019,2014-07-15,19.335,,,,49.519,,,61.433,
2020,2014-07-16,19.345,,,,50.194,,,61.335,
2021,2014-07-17,19.314,,,,49.791,,,61.14,
2022,2014-07-18,19.294,,,,50.323,,,60.88,
2023,2014-07-19,19.293,,,,51.1,,,60.84,
2024,2014-07-20,19.286,,,,50.669,,,60.761,
2025,2014-07-21,19.195,,,,50.457,,,60.693,
2026,2014-07-22,19.237,,,,51.123,,,60.727,
2027,2014-07-23,19.232,,,,51.075,,,60.783,
2028,2014-07-24,19.231,,,,50.636,,,60.563,
2029,2014-07-25,19.231,,,,50.487,,,59.533,
2030,2014-07-26,19.241,,,,51.119,,,59.242,
2031,2014-07-27,19.237,,,,51.649,,,58.934,
2032,2014-07-28,19.245,,,,51.054,,,58.881,
2033,2014-07-29,19.261,,,,50.563,,,58.678,
2034,2014-07-30,19.253,,,,50.336,,,58.882,
2035,2014-07-31,19.255,,,,51.184,,,58.573,
2036,2014-08-01,19.336,,,,50.763,,,58.408,
2037,2014-08-02,19.363,,,,50.694,,,58.224,
2038,2014-08-03,19.363,,,,50.568,,,58.266,
2039,2014-08-04,19.37,,,,50.635,,,58.147,
2040,2014-08-05,19.411,,,,51.106,,,58.067,
2041,2014-08-06,19.445,,,,51.155,,,57.917,
2042,2014-08-07,19.441,,,,51.443,,,57.827,
2043,2014-08-08,19.439,,,,51.884,,,57.489,
2044,2014-08-09,19.445,,,,52.31,,,57.383,
2045,2014-08-10,19.431,,,,53.755,,,57.351,
2046,2014-08-11,19.428,,,,53.961,,,56.85,
2047,2014-08-12,19.434,,,,53.828,,,56.731,
2048,2014-08-13,19.453,,,,53.899,,,56.687,
2049,2014-08-14,19.49,,,,53.601,,,56.616,
2050,2014-08-15,19.502,,,,52.846,,,56.418,
2051,2014-08-16,19.533,,,,52.83,,,56.843,
2052,2014-08-17,19.54,,,,52.677,,,57.304,
2053,2014-08-18,19.556,,,,52.603,,,55.952,
2054,2014-08-19,19.582,,,,52.494,,,58.225,
2055,2014-08-20,19.587,,,,51.931,,,58.01,
2056,2014-08-21,19.694,,,,51.972,,,57.722,
2057,2014-08-22,19.662,,,,53.004,,,57.086,
2058,2014-08-23,19.7,,,,52.756,,,56.886,
2059,2014-08-24,19.691,,,,52.785,,,56.845,
2060,2014-08-25,19.711,,,,52.567,,,56.817,
2061,2014-08-26,19.739,,,,52.532,,,56.889,
2062,2014-08-27,19.746,,,,52.922,,,56.694,
2063,2014-08-28,19.843,,,,52.535,,,56.398,
2064,2014-08-29,19.85,,,,52.353,,,56.19,
2065,2014-08-30,19.946,,,,52.343,,,55.912,
2066,2014-08-31,19.938,,,,52.012,,,55.928,
2067,2014-09-01,19.89,,,,52.194,,,55.946,
2068,2014-09-02,19.901,,,,52.12,,,55.996,
2069,2014-09-03,19.906,,,,52.17,,,55.609,
2070,2014-09-04,19.91,,,,52.606,,,55.458,
2071,2014-09-05,19.891,,,,52.786,,,55.316,
2072,2014-09-06,19.891,,,,53.053,,,55.028,
2073,2014-09-07,19.885,,,,53.12,,,54.978,
2074,2014-09-08,19.884,,,,53.044,,,54.917,
2075,2014-09-09,19.881,,,,53.163,,,54.905,
2076,2014-09-10,19.848,,,,53.471,,,54.829,
2077,2014-09-11,19.847,,,,53.418,,,54.759,
2078,2014-09-12,19.847,,,,53.45,,,54.726,
2079,2014-09-13,19.839,,,,53.679,,,54.661,
2080,2014-09-14,19.835,,,,53.671,,,54.602,
2081,2014-09-15,19.828,,,,54.286,,,54.581,
2082,2014-09-16,19.837,,,,54.353,,,54.674,
2083,2014-09-17,19.806,,,,54.548,,,54.357,
2084,2014-09-18,19.848,,,,54.09,,,54.202,
2085,2014-09-19,19.822,,,,54.004,,,54.425,
2086,2014-09-20,19.925,,,,54.028,,,55.788,
2087,2014-09-21,19.952,,,,54.153,,,55.895,
2088,2014-09-22,19.952,,,,54.254,,,55.206,
2089,2014-09-23,19.872,,,,54.135,,,54.985,
2090,2014-09-24,19.886,,,,54.409,,,55.021,
2091,2014-09-25,19.893,,,,54.422,,,54.966,
2092,2014-09-26,19.906,,,,54.436,,,54.872,
2093,2014-09-27,19.894,,,,54.33,,,54.746,
2094,2014-09-28,19.916,,,,54.634,,,55.306,
2095,2014-09-29,19.944,,,,54.693,,,53.943,
2096,2014-09-30,19.916,,,,54.766,,,54.06,
2097,2014-10-01,19.933,,,,54.863,,,54.285,
2098,2014-10-02,19.956,,,,54.874,,,55.398,
2099,2014-10-03,19.891,,,,54.851,,,55.448,
2100,2014-10-04,19.914,,,,54.783,,,55.426,
2101,2014-10-05,19.985,,,,54.758,,,55.255,
2102,2014-10-06,20.119,,,,54.716,,,55.095,
2103,2014-10-07,20.134,,,,54.626,,,55.694,
2104,2014-10-08,20.132,,,,54.63,,,55.028,
2105,2014-10-09,20.115,,,,54.679,,,54.426,
2106,2014-10-10,20.117,,,,54.404,,,54.088,
2107,2014-10-11,20.205,,,,54.567,,,54.498,
2108,2014-10-12,20.232,,,,54.53,,,54.237,
2109,2014-10-13,20.139,,,,54.754,,,54.104,
2110,2014-10-14,20.115,,,,54.907,,,54.252,
2111,2014-10-15,20.171,,,,54.798,,,54.292,
2112,2014-10-16,20.111,,,,54.756,,,53.436,
2113,2014-10-17,20.102,,,,54.888,,,52.839,
2114,2014-10-18,20.072,,,,54.952,,,51.255,
2115,2014-10-19,20.117,,,,55.03,,,50.312,
2116,2014-10-20,20.112,,,,55.021,,,49.633,
2117,2014-10-21,20.125,,,,54.98,,,47.802,
2118,2014-10-22,20.18,,,,54.768,,,46.134,
2119,2014-10-23,20.174,,,,54.783,,,46.142,
2120,2014-10-24,20.149,,,,54.843,,,45.749,
2121,2014-10-25,20.119,,,,54.818,,,45.704,
2122,2014-10-26,20.062,,,,54.947,,,45.784,
2123,2014-10-27,20.076,,,,55.052,,,45.832,
2124,2014-10-28,20.104,,,,55.174,,,45.436,
2125,2014-10-29,20.059,,,,55.441,,,45.184,
2126,2014-10-30,20.035,,,,55.382,,,45.239,
2127,2014-10-31,20.09,,,,55.536,,,45.463,
2128,2014-11-01,20.044,,,,55.552,,,45.352,
2129,2014-11-02,20.052,,,,55.507,,,45.187,
2130,2014-11-03,20.028,,,,55.604,,,45.167,
2131,2014-11-04,20.054,,,,55.56,,,45.592,
2132,2014-11-05,20.154,,,,55.428,,,45.442,
2133,2014-11-06,20.207,,,,55.421,,,45.443,
2134,2014-11-07,20.155,,,,55.306,,,45.477,
2135,2014-11-08,20.202,,,,55.399,,,45.683,
2136,2014-11-09,20.228,,,,55.347,,,45.599,
2137,2014-11-10,20.24,,,,55.465,,,44.985,
2138,2014-11-11,20.219,,,,55.485,,,45.045,
2139,2014-11-12,20.227,,,,55.113,,,44.973,
2140,2014-11-13,20.209,,,,54.902,,,45.038,
2141,2014-11-14,20.309,,,,55.179,,,44.985,
2142,2014-11-15,20.197,,,,55.512,,,44.783,
2143,2014-11-16,20.411,,,,55.639,,,44.778,
2144,2014-11-17,20.407,,,,55.531,,,44.522,
2145,2014-11-18,20.386,,,,55.569,,,44.02,
2146,2014-11-19,20.407,,,,55.552,,,43.729,
2147,2014-11-20,20.424,,,,55.427,,,43.243,
2148,2014-11-21,20.398,,,,55.355,,,42.917,
2149,2014-11-22,20.363,,,,55.483,,,42.988,
2150,2014-11-23,20.367,,,,55.423,,,42.533,
2151,2014-11-24,20.37,,,,55.453,,,41.763,
2152,2014-11-25,20.378,,,,55.54,,,41.096,
2153,2014-11-26,20.444,,,,55.51,,,41.056,
2154,2014-11-27,20.44,,,,55.415,,,40.321,
2155,2014-11-28,20.736,,,,55.446,,,40.287,
