,Time,TRX_Average_Price_USD_2,BNB_Average_Price_USD_2,LINK_Average_Price_USD_2,DOT_Average_Price_USD_2,AVAX_Average_Price_USD_2,EOS_Average_Price_USD_2,ATOM_Average_Price_USD_2,XLM_Average_Price_USD_2,DASH_Average_Price_USD_2,AMP_Average_Price_USD_2
1589,2018-06-28,0.0386,14.383,,,,7.827,,0.19,224.742,
1590,2018-06-29,0.0355,14.162,,,,7.388,,0.177,223.517,
1591,2018-06-30,0.0376,14.655,,,,8.064,,0.195,241.028,
1592,2018-07-01,0.037,14.465,,,,8.07,,0.194,236.202,
1593,2018-07-02,0.0384,14.38,,,,8.453,,0.206,245.44,
1594,2018-07-03,0.0397,14.408,,,,9.046,,0.213,253.65,
1595,2018-07-04,0.0389,14.061,,,,8.953,,0.209,244.274,
1596,2018-07-05,0.0384,13.828,,,,8.96,,0.208,246.866,
1597,2018-07-06,0.0364,13.462,,,,8.649,,0.204,240.005,
1598,2018-07-07,0.036,13.929,,,,8.601,,0.205,242.252,
1599,2018-07-08,0.0374,14.025,,,,8.841,,0.211,245.807,
1600,2018-07-09,0.0365,13.887,,,,8.524,,0.212,239.155,
1601,2018-07-10,0.0343,13.083,,,,7.499,,0.197,225.369,
1602,2018-07-11,0.0337,12.649,,,,7.111,,0.19,220.128,
1603,2018-07-12,0.0325,12.306,,,,6.831,,0.185,212.328,
1604,2018-07-13,0.0333,12.315,,,,7.06,,0.189,224.274,
1605,2018-07-14,0.0332,12.117,,,,6.938,,0.204,220.667,
1606,2018-07-15,0.0342,12.243,,,,7.172,,0.217,227.439,
1607,2018-07-16,0.0357,12.956,,,,7.694,,0.228,238.07,
1608,2018-07-17,0.0378,13.284,,,,8.207,,0.239,251.731,
1609,2018-07-18,0.0403,13.554,,,,8.882,,0.285,264.401,
1610,2018-07-19,0.0383,12.97,,,,8.462,,0.301,263.678,
1611,2018-07-20,0.0361,12.381,,,,8.15,,0.286,265.438,
1612,2018-07-21,0.0354,12.134,,,,7.969,,0.283,246.244,
1613,2018-07-22,0.0358,12.196,,,,8.07,,0.296,254.505,
1614,2018-07-23,0.0351,12.089,,,,8.063,,0.291,245.982,
1615,2018-07-24,0.036,12.046,,,,8.216,,0.295,247.359,
1616,2018-07-25,0.0375,12.935,,,,8.634,,0.309,247.743,
1617,2018-07-26,0.0376,13.162,,,,8.595,,0.329,246.053,
1618,2018-07-27,0.0362,13.621,,,,8.276,,0.31,243.078,
1619,2018-07-28,0.0365,14.441,,,,8.312,,0.317,241.79,
1620,2018-07-29,0.0382,14.142,,,,8.271,,0.311,240.086,
1621,2018-07-30,0.0369,13.483,,,,8.019,,0.297,236.757,
1622,2018-07-31,0.0345,13.496,,,,7.405,,0.278,224.435,
1623,2018-08-01,0.0329,13.566,,,,7.243,,0.273,218.998,
1624,2018-08-02,0.0319,13.576,,,,7.113,,0.27,213.016,
1625,2018-08-03,0.0303,13.962,,,,7.08,,0.255,207.624,
1626,2018-08-04,0.0298,14.001,,,,7.089,,0.249,207.873,
1627,2018-08-05,0.0293,13.587,,,,7.015,,0.241,205.427,
1628,2018-08-06,0.0297,13.676,,,,7.026,,0.239,205.779,
1629,2018-08-07,0.0291,13.575,,,,6.993,,0.237,201.04,
1630,2018-08-08,0.0252,12.418,,,,5.92,,0.211,181.476,
1631,2018-08-09,0.025,12.395,,,,5.706,,0.21,178.55,
1632,2018-08-10,0.0248,12.466,,,,5.563,,0.222,182.251,
1633,2018-08-11,0.0229,11.789,,,,5.095,,0.214,166.451,
1634,2018-08-12,0.0227,11.694,,,,5.055,,0.223,166.806,
1635,2018-08-13,0.0217,11.394,,,,4.928,,0.23,160.686,
1636,2018-08-14,0.0176,9.14,,,,4.348,,0.212,138.101,
1637,2018-08-15,0.0197,9.976,,,,4.699,,0.224,152.993,
1638,2018-08-16,0.0194,9.693,,,,4.658,,0.215,153.764,
1639,2018-08-17,0.0213,10.197,,,,4.944,,0.225,158.565,
1640,2018-08-18,0.022,10.169,,,,5.232,,0.228,159.058,
1641,2018-08-19,0.0217,9.986,,,,5.163,,0.226,154.12,
1642,2018-08-20,0.0218,9.91,,,,5.125,,0.225,150.836,
1643,2018-08-21,0.0207,9.639,,,,4.795,,0.217,142.677,
1644,2018-08-22,0.0207,9.811,,,,4.946,,0.219,144.513,
1645,2018-08-23,0.02,9.559,,,,4.788,,0.212,138.779,
1646,2018-08-24,0.021,9.82,,,,4.927,,0.216,140.639,
1647,2018-08-25,0.0217,10.116,,,,5.01,,0.218,143.721,
1648,2018-08-26,0.0222,10.075,,,,4.93,,0.213,141.898,
1649,2018-08-27,0.0234,10.671,,,,5.139,,0.218,150.575,
1650,2018-08-28,0.0261,11.171,,,,5.493,,0.23,184.446,
1651,2018-08-29,0.0262,11.167,,,,6.074,,0.23,192.86,
1652,2018-08-30,0.0245,10.747,,,,5.99,,0.22,181.644,
1653,2018-08-31,0.025,10.788,,,,6.22,,0.221,188.89,
1654,2018-09-01,0.0262,11.352,,,,6.658,,0.228,210.596,
1655,2018-09-02,0.0258,11.288,,,,6.528,,0.227,214.37,
1656,2018-09-03,0.0251,11.283,,,,6.495,,0.222,211.891,
1657,2018-09-04,0.0255,11.368,,,,6.496,,0.225,217.599,
1658,2018-09-05,0.0236,10.865,,,,5.997,,0.221,203.049,
1659,2018-09-06,0.0208,9.851,,,,5.06,,0.199,171.979,
1660,2018-09-07,0.021,10.047,,,,5.116,,0.207,181.54,
1661,2018-09-08,0.0202,9.887,,,,4.986,,0.203,191.324,
1662,2018-09-09,0.0195,9.524,,,,4.933,,0.195,190.103,
1663,2018-09-10,0.0195,9.533,,,,5.018,,0.191,202.257,
1664,2018-09-11,0.0189,9.427,,,,4.953,,0.193,194.723,
1665,2018-09-12,0.0177,9.194,,,,4.874,,0.196,179.167,
1666,2018-09-13,0.0194,9.502,,,,5.177,,0.205,190.235,
1667,2018-09-14,0.0199,9.786,,,,5.325,,0.203,191.723,
1668,2018-09-15,0.02,10.102,,,,5.371,,0.203,190.682,
1669,2018-09-16,0.0197,9.912,,,,5.358,,0.204,188.171,
1670,2018-09-17,0.0194,9.737,,,,5.197,,0.203,192.235,
1671,2018-09-18,0.0189,9.461,,,,4.963,,0.203,185.132,
1672,2018-09-19,0.0196,9.584,,,,5.109,,0.207,190.99,
1673,2018-09-20,0.0203,9.713,,,,5.296,,0.212,191.75,
1674,2018-09-21,0.0229,10.195,,,,5.835,,0.247,205.781,
1675,2018-09-22,0.0231,10.26,,,,5.964,,0.239,204.203,
1676,2018-09-23,0.0237,10.248,,,,5.976,,0.275,206.037,
1677,2018-09-24,0.0228,10.116,,,,5.793,,0.268,197.586,
1678,2018-09-25,0.0208,9.662,,,,5.282,,0.241,186.524,
1679,2018-09-26,0.0211,9.735,,,,5.452,,0.248,188.181,
1680,2018-09-27,0.0216,9.824,,,,5.624,,0.253,188.401,
1681,2018-09-28,0.0222,10.041,,,,5.821,,0.256,191.582,
1682,2018-09-29,0.0218,9.931,,,,5.698,,0.253,187.663,
1683,2018-09-30,0.0222,9.959,,,,5.742,,0.258,187.789,
1684,2018-10-01,0.0221,9.962,,,,5.694,,0.26,187.017,
1685,2018-10-02,0.0221,10.017,,,,5.674,,0.255,185.488,
1686,2018-10-03,0.0215,10.244,,,,5.55,,0.242,178.418,
1687,2018-10-04,0.0224,10.304,,,,5.711,,0.245,181.033,
1688,2018-10-05,0.0229,10.502,,,,5.748,,0.244,181.249,
1689,2018-10-06,0.0234,10.498,,,,5.76,,0.244,182.784,
1690,2018-10-07,0.0248,10.434,,,,5.714,,0.241,180.332,
1691,2018-10-08,0.0269,10.561,,,,5.842,,0.246,181.607,
1692,2018-10-09,0.0259,10.467,,,,5.911,,0.246,181.486,
1693,2018-10-10,0.0253,10.323,,,,5.886,,0.243,178.855,
1694,2018-10-11,0.0224,9.618,,,,5.354,,0.217,164.708,
1695,2018-10-12,0.0224,9.511,,,,5.204,,0.215,158.399,
1696,2018-10-13,0.0236,9.581,,,,5.263,,0.216,159.475,
1697,2018-10-14,0.0243,9.641,,,,5.271,,0.216,161.888,
1698,2018-10-15,0.0249,10.053,,,,5.48,,0.222,163.523,
1699,2018-10-16,0.0248,10.145,,,,5.519,,0.228,165.358,
1700,2018-10-17,0.0245,10.014,,,,5.502,,0.24,163.767,
1701,2018-10-18,0.0247,9.962,,,,5.485,,0.243,160.026,
1702,2018-10-19,0.0242,9.796,,,,5.399,,0.243,155.105,
1703,2018-10-20,0.0244,9.844,,,,5.445,,0.25,156.45,
1704,2018-10-21,0.0246,9.894,,,,5.521,,0.249,157.414,
1705,2018-10-22,0.0241,9.809,,,,5.479,,0.246,154.591,
1706,2018-10-23,0.0236,9.829,,,,5.442,,0.246,154.395,
1707,2018-10-24,0.0237,9.822,,,,5.458,,0.243,158.329,
1708,2018-10-25,0.0234,9.746,,,,5.422,,0.238,156.705,
1709,2018-10-26,0.0234,9.731,,,,5.421,,0.236,155.944,
1710,2018-10-27,0.0236,9.723,,,,5.42,,0.234,155.99,
1711,2018-10-28,0.0235,9.686,,,,5.421,,0.233,155.625,
1712,2018-10-29,0.0228,9.54,,,,5.288,,0.228,153.57,
1713,2018-10-30,0.0222,9.427,,,,5.142,,0.224,153.037,
1714,2018-10-31,0.0222,9.413,,,,5.18,,0.223,154.324,
1715,2018-11-01,0.0223,9.485,,,,5.245,,0.225,153.282,
1716,2018-11-02,0.0227,9.614,,,,5.347,,0.23,154.757,
1717,2018-11-03,0.0227,9.56,,,,5.35,,0.239,155.309,
1718,2018-11-04,0.0231,9.642,,,,5.432,,0.243,159.846,
1719,2018-11-05,0.0236,9.702,,,,5.483,,0.244,165.994,
1720,2018-11-06,0.0242,9.734,,,,5.619,,0.256,168.378,
1721,2018-11-07,0.0243,9.847,,,,5.703,,0.26,167.255,
1722,2018-11-08,0.0236,9.76,,,,5.572,,0.256,169.647,
1723,2018-11-09,0.0231,9.602,,,,5.47,,0.261,163.123,
1724,2018-11-10,0.023,9.589,,,,5.426,,0.26,161.66,
1725,2018-11-11,0.0229,9.498,,,,5.379,,0.272,160.914,
1726,2018-11-12,0.0227,9.424,,,,5.437,,0.275,163.809,
1727,2018-11-13,0.0224,9.377,,,,5.372,,0.266,162.783,
1728,2018-11-14,0.0209,8.965,,,,5.027,,0.246,155.331,
1729,2018-11-15,0.0187,8.182,,,,4.59,,0.23,138.054,
1730,2018-11-16,0.0191,8.051,,,,4.615,,0.242,138.607,
1731,2018-11-17,0.0188,7.749,,,,4.569,,0.242,134.506,
1732,2018-11-18,0.0191,7.956,,,,4.633,,0.252,135.083,
1733,2018-11-19,0.017,7.225,,,,4.244,,0.234,119.695,
1734,2018-11-20,0.0146,6.112,,,,3.882,,0.207,106.618,
1735,2018-11-21,0.0143,5.938,,,,3.787,,0.198,109.613,
1736,2018-11-22,0.0145,6.071,,,,3.775,,0.197,110.655,
1737,2018-11-23,0.0136,5.561,,,,3.585,,0.181,99.986,
1738,2018-11-24,0.0136,5.431,,,,3.592,,0.177,100.73,
1739,2018-11-25,0.0119,4.854,,,,3.25,,0.146,88.904,
1740,2018-11-26,0.0122,5.044,,,,3.302,,0.151,90.931,
1741,2018-11-27,0.0117,4.84,,,,3.042,,0.142,88.873,
1742,2018-11-28,0.0135,5.246,,,,3.183,,0.156,95.7,
1743,2018-11-29,0.0155,5.344,,,,3.084,,0.163,97.293,
1744,2018-11-30,0.0146,5.188,,,,2.92,,0.163,93.549,
1745,2018-12-01,0.0149,5.224,,,,2.94,,0.164,94.347,
1746,2018-12-02,0.0151,5.317,,,,2.962,,0.163,94.106,
1747,2018-12-03,0.0144,5.143,,,,2.774,,0.156,88.563,
1748,2018-12-04,0.0145,5.62,,,,2.543,,0.152,86.287,
1749,2018-12-05,0.0145,6.163,0.274,,,2.346,,0.145,82.037,
1750,2018-12-06,0.0139,5.527,0.25,,,2.141,,0.132,75.136,
1751,2018-12-07,0.013,4.603,0.212,,,1.719,,0.113,62.655,
1752,2018-12-08,0.0134,4.627,0.225,,,1.797,,0.119,67.749,
1753,2018-12-09,0.0137,4.797,0.232,,,1.928,,0.122,71.94,
1754,2018-12-10,0.0134,4.787,0.227,,,1.998,,0.121,71.299,
1755,2018-12-11,0.0135,4.731,0.22,,,1.891,,0.116,66.917,
1756,2018-12-12,0.0135,5.016,0.232,,,1.961,,0.115,66.09,
1757,2018-12-13,0.0134,4.874,0.221,,,1.951,,0.111,63.908,
1758,2018-12-14,0.0131,4.647,0.207,,,1.858,,0.102,60.448,
1759,2018-12-15,0.0129,4.588,0.206,,,1.872,,0.0965,60.056,
1760,2018-12-16,0.0132,4.7,0.213,,,1.961,,0.0989,64.062,
1761,2018-12-17,0.0137,4.884,0.22,,,2.158,,0.103,67.619,
1762,2018-12-18,0.0144,5.178,0.245,,,2.528,,0.11,70.915,
1763,2018-12-19,0.0164,5.621,0.284,,,2.642,,0.12,77.519,
1764,2018-12-20,0.0168,5.685,0.324,,,2.649,,0.121,81.209,
1765,2018-12-21,0.0195,5.681,0.318,,,2.682,,0.125,90.771,
1766,2018-12-22,0.0202,5.694,0.299,,,2.589,,0.12,87.004,
1767,2018-12-23,0.0211,6.067,0.313,,,2.801,,0.125,89.781,
1768,2018-12-24,0.0223,6.342,0.318,,,2.96,,0.136,96.154,
1769,2018-12-25,0.0195,5.606,0.301,,,2.57,,0.121,83.306,
1770,2018-12-26,0.0202,5.661,0.307,,,2.583,,0.12,83.987,
1771,2018-12-27,0.0196,5.499,0.293,,,2.491,,0.116,80.327,
1772,2018-12-28,0.0193,5.556,0.28,,,2.45,,0.114,79.041,
1773,2018-12-29,0.0204,5.974,0.302,,,2.678,,0.12,82.699,
1774,2018-12-30,0.0199,5.879,0.301,,,2.628,,0.116,81.712,
1775,2018-12-31,0.0194,6.151,0.294,,,2.587,,0.114,80.948,
1776,2019-01-01,0.0191,5.981,0.296,,,2.584,,0.112,78.924,
1777,2019-01-02,0.0197,6.039,0.306,,,2.731,,0.116,82.473,
1778,2019-01-03,0.0201,6.005,0.349,,,2.76,,0.115,82.645,
1779,2019-01-04,0.0205,5.989,0.41,,,2.693,,0.113,80.501,
1780,2019-01-05,0.0223,6.101,0.403,,,2.723,,0.114,80.675,
1781,2019-01-06,0.0228,6.195,0.387,,,2.756,,0.116,82.137,
1782,2019-01-07,0.0234,6.307,0.389,,,2.798,,0.123,84.194,
1783,2019-01-08,0.0252,6.558,0.385,,,2.775,,0.123,82.072,
1784,2019-01-09,0.0275,6.699,0.416,,,2.821,,0.123,83.573,
1785,2019-01-10,0.028,6.16,0.37,,,2.629,,0.115,77.455,
1786,2019-01-11,0.0259,6.028,0.388,,,2.411,,0.106,73.313,
1787,2019-01-12,0.0235,5.966,0.429,,,2.414,,0.105,73.048,
1788,2019-01-13,0.0221,5.819,0.406,,,2.349,,0.107,71.651,
1789,2019-01-14,0.0239,5.83,0.449,,,2.342,,0.106,71.193,
1790,2019-01-15,0.025,5.966,0.507,,,2.42,,0.107,71.087,
1791,2019-01-16,0.0245,6.024,0.51,,,2.408,,0.106,70.67,
1792,2019-01-17,0.0246,6.166,0.482,,,2.443,,0.106,70.698,
1793,2019-01-18,0.0249,6.46,0.479,,,2.457,,0.107,70.992,
1794,2019-01-19,0.0244,6.487,0.486,,,2.467,,0.108,72.159,
1795,2019-01-20,0.0241,6.543,0.485,,,2.392,,0.105,70.698,
1796,2019-01-21,0.0246,6.474,0.491,,,2.343,,0.103,68.922,
1797,2019-01-22,0.0262,6.487,0.529,,,2.38,,0.102,70.152,
1798,2019-01-23,0.0265,6.513,0.523,,,2.44,,0.102,71.745,
1799,2019-01-24,0.0267,6.48,0.493,,,2.428,,0.101,72.039,
1800,2019-01-25,0.0267,6.602,0.495,,,2.437,,0.1,73.206,
1801,2019-01-26,0.0276,6.823,0.478,,,2.442,,0.101,73.32,
1802,2019-01-27,0.0293,7.013,0.44,,,2.4,,0.0968,71.586,
1803,2019-01-28,0.0272,6.606,0.393,,,2.274,,0.0882,67.368,
1804,2019-01-29,0.027,6.172,0.433,,,2.254,,0.0834,67.358,
1805,2019-01-30,0.0274,6.142,0.431,,,2.301,,0.0844,67.847,
1806,2019-01-31,0.0264,6.148,0.412,,,2.323,,0.0839,68.012,
1807,2019-02-01,0.0259,6.494,0.404,,,2.327,,0.0814,67.024,
1808,2019-02-02,0.0259,6.678,0.412,,,2.336,,0.0814,66.593,
1809,2019-02-03,0.0257,6.772,0.401,,,2.394,,0.0811,66.623,
1810,2019-02-04,0.0263,6.927,0.394,,,2.388,,0.0794,66.427,
1811,2019-02-05,0.0266,7.203,0.401,,,2.384,,0.0773,67.212,
1812,2019-02-06,0.0257,7.963,0.401,,,2.327,,0.0736,65.936,
1813,2019-02-07,0.0257,8.046,0.399,,,2.35,,0.0744,66.276,
1814,2019-02-08,0.0262,8.16,0.42,,,2.492,,0.0768,69.151,
1815,2019-02-09,0.0268,8.7,0.45,,,2.743,,0.0804,74.223,
1816,2019-02-10,0.0257,9.137,0.461,,,2.727,,0.0784,73.36,
1817,2019-02-11,0.0252,9.472,0.437,,,2.761,,0.078,78.174,
1818,2019-02-12,0.0243,9.307,0.425,,,2.821,,0.0764,81.666,
1819,2019-02-13,0.0243,9.05,0.425,,,2.895,,0.0766,80.968,
1820,2019-02-14,0.0237,8.75,0.432,,,2.788,,0.0758,78.819,
1821,2019-02-15,0.0237,9.172,0.428,,,2.784,,0.0783,78.206,
1822,2019-02-16,0.0237,9.141,0.438,,,2.816,,0.0783,79.017,
1823,2019-02-17,0.0236,9.011,0.442,,,2.82,,0.078,78.53,
1824,2019-02-18,0.0244,9.434,0.47,,,3.16,,0.0814,82.418,
1825,2019-02-19,0.0253,10.023,0.47,,,3.62,,0.0881,87.318,
1826,2019-02-20,0.0248,10.837,0.461,,,3.736,,0.0891,85.863,
1827,2019-02-21,0.0248,10.427,0.454,,,3.783,,0.0897,85.022,
1828,2019-02-22,0.0248,10.689,0.447,,,3.852,,0.0899,85.211,
1829,2019-02-23,0.025,10.649,0.452,,,3.937,,0.0912,86.072,
1830,2019-02-24,0.0252,10.513,0.44,,,4.04,,0.0909,87.178,
1831,2019-02-25,0.0241,9.951,0.429,,,3.586,,0.0846,81.815,
1832,2019-02-26,0.024,9.531,0.444,,,3.463,,0.0847,81.43,
1833,2019-02-27,0.024,9.738,0.434,,,3.463,,0.0844,80.414,
1834,2019-02-28,0.0238,10.14,0.428,,,3.552,,0.0839,81.493,
1835,2019-03-01,0.0236,11.006,0.428,,,3.564,,0.0848,82.885,
1836,2019-03-02,0.0228,11.323,0.425,,,3.494,,0.0839,82.259,
1837,2019-03-03,0.0227,11.501,0.425,,,3.519,,0.0848,81.637,
1838,2019-03-04,0.0219,11.236,0.409,,,3.294,,0.0829,78.468,
1839,2019-03-05,0.023,12.907,0.416,,,3.462,,0.0836,80.23,
1840,2019-03-06,0.0233,13.596,0.427,,,3.721,,0.0847,81.839,
1841,2019-03-07,0.0231,15.063,0.439,,,3.777,,0.085,82.609,
1842,2019-03-08,0.0227,14.376,0.481,,,3.723,,0.0872,81.663,
1843,2019-03-09,0.0226,14.535,0.466,,,3.724,,0.089,81.685,
1844,2019-03-10,0.0227,14.236,0.495,,,3.706,,0.0957,81.717,
1845,2019-03-11,0.0223,14.431,0.481,,,3.604,,0.102,81.557,
1846,2019-03-12,0.0221,14.834,0.482,,,3.601,,0.102,85.44,
1847,2019-03-13,0.0222,15.13,0.478,,,3.588,,0.104,90.744,
1848,2019-03-14,0.0224,14.854,0.485,,,3.571,,0.109,88.701,
1849,2019-03-15,0.0226,15.052,0.488,,,3.643,,0.106,89.942,
1850,2019-03-16,0.0232,15.53,0.482,,,3.793,,0.108,91.455,
1851,2019-03-17,0.023,15.709,0.479,,,3.753,,0.108,91.011,
1852,2019-03-18,0.0228,15.552,0.475,,,3.725,,0.111,92.174,
1853,2019-03-19,0.0227,15.53,0.474,,,3.716,,0.114,91.27,
1854,2019-03-20,0.0227,15.212,0.483,,,3.705,,0.111,91.824,
1855,2019-03-21,0.0225,14.878,0.472,,,3.67,,0.108,91.513,
1856,2019-03-22,0.0225,14.86,0.458,,,3.622,,0.107,90.398,
1857,2019-03-23,0.0233,15.16,0.46,,,3.65,,0.107,90.984,
1858,2019-03-24,0.0236,16.133,0.454,,,3.623,,0.105,91.538,
1859,2019-03-25,0.0228,16.712,0.456,,,3.634,,0.102,90.632,
1860,2019-03-26,0.0223,16.25,0.463,,,3.641,,0.1,88.589,
1861,2019-03-27,0.023,16.554,0.475,,,4.097,,0.106,91.875,
1862,2019-03-28,0.0231,16.619,0.498,,,4.254,,0.106,94.092,
1863,2019-03-29,0.0234,16.622,0.497,,,4.298,,0.107,97.376,
1864,2019-03-30,0.0233,16.509,0.493,,,4.22,,0.106,97.687,
1865,2019-03-31,0.0233,17.34,0.51,,,4.168,,0.107,105.654,
1866,2019-04-01,0.0239,17.729,0.524,,,4.206,,0.11,114.566,
1867,2019-04-02,0.0261,18.964,0.577,,,4.608,,0.117,120.355,
1868,2019-04-03,0.028,19.393,0.592,,,5.316,,0.126,131.708,
1869,2019-04-04,0.026,19.087,0.562,,,5.153,,0.12,125.804,
1870,2019-04-05,0.027,19.221,0.56,,,5.251,,0.125,129.818,
1871,2019-04-06,0.0269,19.211,0.574,,,5.357,,0.126,131.997,
1872,2019-04-07,0.0281,19.072,0.577,,,5.414,,0.129,133.471,
1873,2019-04-08,0.0294,18.427,0.563,,,5.456,,0.131,135.049,
1874,2019-04-09,0.03,18.119,0.537,,,5.499,,0.126,132.069,
1875,2019-04-10,0.0301,18.409,0.532,,,5.821,,0.126,131.468,
1876,2019-04-11,0.0271,17.425,0.493,,,5.434,,0.117,123.296,
1877,2019-04-12,0.0263,17.796,0.49,,,5.317,,0.114,120.016,
1878,2019-04-13,0.0263,18.448,0.519,,,5.325,,0.115,119.37,
1879,2019-04-14,0.0263,19.206,0.525,,,5.314,,0.115,120.601,
1880,2019-04-15,0.0267,19.432,0.51,,,5.457,,0.116,121.286,
1881,2019-04-16,0.0264,19.35,0.502,,,5.397,,0.113,118.805,
1882,2019-04-17,0.0266,19.628,0.499,,,5.445,,0.115,119.753,
1883,2019-04-18,0.0269,20.996,0.514,,,5.487,,0.118,122.781,
1884,2019-04-19,0.0263,22.843,0.525,,,5.445,,0.116,122.536,
1885,2019-04-20,0.0261,24.686,0.516,,,5.455,,0.116,122.915,
1886,2019-04-21,0.025,23.77,0.495,,,5.242,,0.112,121.08,
1887,2019-04-22,0.025,24.144,0.502,,,5.212,3.694,0.112,121.499,
1888,2019-04-23,0.0248,23.691,0.492,,,5.282,4.586,0.112,122.657,
1889,2019-04-24,0.0234,22.269,0.464,,,4.887,3.467,0.104,116.178,
1890,2019-04-25,0.0239,22.903,0.478,,,4.756,3.409,0.103,116.573,
1891,2019-04-26,0.0232,22.82,0.44,,,4.683,3.49,0.099,109.298,
1892,2019-04-27,0.0233,22.411,0.446,,,4.732,3.516,0.0996,109.355,
1893,2019-04-28,0.0233,22.705,0.447,,,4.717,4.152,0.0995,109.764,
1894,2019-04-29,0.0227,22.079,0.44,,,4.607,3.965,0.0974,109.096,
1895,2019-04-30,0.0228,21.81,0.455,,,4.65,3.876,0.0978,109.446,
1896,2019-05-01,0.0234,21.8,0.474,,,4.756,4.314,0.101,114.102,
1897,2019-05-02,0.0233,22.64,0.468,,,4.736,4.448,0.1,116.763,
1898,2019-05-03,0.0237,23.428,0.488,,,4.985,4.942,0.101,119.319,
1899,2019-05-04,0.0233,22.936,0.497,,,4.933,5.173,0.0995,120.244,
1900,2019-05-05,0.0231,22.865,0.507,,,4.907,4.948,0.0979,119.462,
1901,2019-05-06,0.0235,22.158,0.53,,,4.811,4.706,0.0964,119.233,
1902,2019-05-07,0.0241,22.003,0.575,,,4.94,4.813,0.0968,121.403,
1903,2019-05-08,0.0246,20.758,0.58,,,4.881,4.419,0.0925,117.16,
1904,2019-05-09,0.0237,19.848,0.624,,,4.869,4.042,0.0899,114.375,
1905,2019-05-10,0.0233,19.222,0.684,,,4.825,3.837,0.0915,113.4,
1906,2019-05-11,0.0246,20.407,0.685,,,5.235,3.972,0.0985,118.282,
1907,2019-05-12,0.0244,20.939,0.664,,,5.465,3.865,0.1,122.913,
1908,2019-05-13,0.0247,22.915,0.669,,,5.494,3.975,0.101,131.134,
1909,2019-05-14,0.0261,23.679,0.738,,,5.867,3.935,0.11,138.13,
1910,2019-05-15,0.0292,25.943,0.815,,,6.218,4.286,0.124,147.907,
1911,2019-05-16,0.0298,26.428,0.841,,,6.57,4.335,0.145,153.768,
1912,2019-05-17,0.0261,24.829,0.884,,,5.969,4.386,0.124,135.776,
1913,2019-05-18,0.0267,26.872,0.908,,,5.944,4.652,0.133,138.956,
1914,2019-05-19,0.0279,29.058,0.991,,,6.274,4.921,0.14,153.226,
1915,2019-05-20,0.0275,28.633,1.0,,,6.237,4.702,0.135,167.062,
1916,2019-05-21,0.0284,29.9,1.131,,,6.256,4.661,0.134,164.641,
1917,2019-05-22,0.028,31.683,1.318,,,6.207,4.571,0.131,162.467,
1918,2019-05-23,0.0266,31.187,1.259,,,5.902,4.233,0.122,152.1,
1919,2019-05-24,0.0277,33.403,1.327,,,6.295,4.49,0.126,157.533,
1920,2019-05-25,0.0279,34.771,1.191,,,6.402,4.481,0.126,156.791,
1921,2019-05-26,0.0291,33.594,1.1,,,6.42,4.37,0.125,155.303,
1922,2019-05-27,0.033,34.181,1.182,,,7.249,4.587,0.135,165.104,
1923,2019-05-28,0.0345,33.411,1.225,,,7.971,4.627,0.137,166.459,
1924,2019-05-29,0.0337,33.142,1.205,,,7.974,4.673,0.136,166.433,
1925,2019-05-30,0.034,33.426,1.139,,,7.956,5.598,0.137,166.078,
1926,2019-05-31,0.0317,31.738,0.984,,,7.726,5.601,0.129,160.738,
1927,2019-06-01,0.0357,33.13,0.994,,,8.288,5.945,0.132,164.279,
1928,2019-06-02,0.0388,33.191,0.988,,,7.737,5.902,0.136,164.382,
1929,2019-06-03,0.037,32.047,0.976,,,7.322,6.633,0.134,160.12,
1930,2019-06-04,0.0341,30.109,0.879,,,6.56,6.316,0.123,148.378,
1931,2019-06-05,0.0343,30.306,1.013,,,6.353,6.021,0.123,145.733,
1932,2019-06-06,0.0329,31.684,1.128,,,6.28,5.971,0.122,144.976,
1933,2019-06-07,0.0332,32.146,1.177,,,6.493,6.205,0.127,146.853,
1934,2019-06-08,0.0326,32.504,1.161,,,6.443,6.145,0.126,146.86,
1935,2019-06-09,0.031,31.684,1.09,,,6.234,5.979,0.122,143.007,
1936,2019-06-10,0.0307,31.871,1.11,,,6.28,5.929,0.121,145.336,
1937,2019-06-11,0.0307,32.074,1.146,,,6.311,5.928,0.121,147.044,
1938,2019-06-12,0.0321,34.226,1.124,,,6.333,6.09,0.124,149.736,
1939,2019-06-13,0.033,35.421,1.322,,,6.513,6.22,0.126,155.835,
1940,2019-06-14,0.0318,32.769,1.618,,,6.425,6.123,0.123,152.743,
1941,2019-06-15,0.0323,32.892,1.72,,,6.742,6.207,0.126,154.073,
1942,2019-06-16,0.0329,32.644,1.696,,,7.001,6.321,0.129,157.374,
1943,2019-06-17,0.0333,33.394,1.835,,,7.079,6.766,0.129,158.529,
1944,2019-06-18,0.0331,34.488,1.871,,,6.906,6.689,0.126,159.241,
1945,2019-06-19,0.0333,35.211,1.844,,,6.842,6.666,0.124,159.568,
1946,2019-06-20,0.0329,35.713,1.78,,,6.789,6.441,0.122,160.51,
1947,2019-06-21,0.0332,37.463,1.681,,,6.997,6.479,0.123,163.701,
1948,2019-06-22,0.0354,38.645,1.772,,,7.325,6.707,0.127,175.242,
1949,2019-06-23,0.0373,37.738,1.829,,,7.414,6.944,0.13,175.636,
