TIMESTAMP,AR_OPEN_PRICE_USD,AR_HIGH_PRICE_USD,AR_LOW_PRICE_USD,AR_CLOSE_PRICE_USD
2025-01-27,14.3977,14.4178,12.3214,13.3365
2025-01-28,13.3467,13.6586,12.5237,12.6917
2025-01-29,12.6818,13.4685,12.5175,13.0495
2025-01-30,13.0395,16.3828,12.7695,16.1215
2025-01-31,16.1516,16.7505,15.4784,15.8354
2025-02-01,15.8356,16.106,14.0465,14.0565
2025-02-02,14.0466,14.3187,12.1207,12.5063
2025-02-03,12.5562,12.5562,8.64232,12.012
2025-02-04,12.032,12.0421,9.94109,10.235
2025-02-05,10.245,11.0643,10.0111,10.0408
2025-02-06,10.0308,10.3523,9.46255,9.64067
2025-02-07,9.63067,10.1356,8.74061,8.81026
2025-02-08,8.80026,9.9501,8.78035,9.69078
2025-02-09,9.68077,10.0105,8.47076,8.88107
2025-02-10,8.87106,9.2913,8.59172,8.9116
2025-02-11,8.90151,9.69116,8.83168,9.24898
2025-02-12,9.26889,9.69019,8.68,9.58057
2025-02-13,9.58067,9.69107,8.7507,9.00018
2025-02-14,9.00027,9.65058,8.97072,9.31158
2025-02-15,9.32149,9.78088,9.09091,9.20064
2025-02-16,9.19074,9.57981,8.96072,9.26102
2025-02-17,9.24102,9.70981,8.88009,9.20028
2025-02-18,9.21037,9.29991,8.20721,8.63473
2025-02-19,8.64472,9.28861,8.49558,9.10872
2025-02-20,9.11872,10.4216,9.07918,9.84148
2025-02-21,9.85158,10.3213,9.07346,9.40388
2025-02-22,9.40388,9.79961,9.33412,9.75873
2025-02-23,9.53152,9.54153,9.11064,9.17991
2025-02-24,9.19,9.32963,7.50985,7.66954
2025-02-25,7.69954,8.27056,7.24927,8.15184
2025-02-26,8.17182,8.40948,7.92207,8.33246
2025-02-27,8.33246,8.65786,8.19604,8.51806
2025-02-28,8.50807,8.54887,7.51946,8.25339
2025-03-01,8.25422,8.36498,7.79766,8.27503
2025-03-02,8.27503,8.9955,7.996,8.96462
2025-03-03,8.96462,8.9964,7.30488,7.48251
2025-03-04,7.47252,7.50474,6.6933,7.38845
2025-03-05,7.38837,7.69861,7.26738,7.63969
2025-03-06,7.63618,7.78992,7.18899,7.31993
2025-03-07,7.32993,7.49007,6.89,7.1969
2025-03-08,7.16692,7.26738,6.89759,7.06767
2025-03-09,7.08433,7.18497,6.25624,6.31684
2025-03-10,6.3262,6.61603,5.49615,5.69601
2025-03-11,5.70543,6.21863,5.29629,6.11835
2025-03-12,6.11835,6.18833,5.82784,6.12533
2025-03-13,6.11573,6.15192,5.78618,6.01567
2025-03-14,6.01557,6.73062,5.95824,6.55833
2025-03-15,6.55187,6.73893,6.3584,6.62057
2025-03-16,6.62397,6.78826,6.32212,6.61894
2025-03-17,6.61994,7.15164,6.57221,6.93231
2025-03-18,6.93341,6.96502,6.62111,6.80329
2025-03-19,6.80202,7.30172,6.79004,7.17636
2025-03-20,7.1783,7.26249,6.74779,6.84335
2025-03-21,6.84245,6.91413,6.51864,6.74065
2025-03-22,6.73865,7.54118,6.69985,7.3166
2025-03-23,7.3173,7.54018,7.06297,7.23323
2025-03-24,7.23313,7.59792,7.11998,7.42516
2025-03-25,7.43566,7.78679,7.23565,7.57906
2025-03-26,7.54506,7.55929,7.27145,7.35978
2025-03-27,7.35636,7.62087,7.24675,7.43796
2025-03-28,7.42811,7.64134,6.93966,7.03412
2025-03-29,7.03718,7.11293,6.13632,6.20226
2025-03-30,6.19606,6.62122,6.18417,6.43144
2025-03-31,6.41341,6.51634,6.12204,6.34386
2025-04-01,6.34746,6.61855,6.27137,6.35356
2025-04-02,6.33937,6.36936,5.70886,5.8363
2025-04-03,5.84649,5.92697,5.51385,5.8454
2025-04-04,5.82767,5.91893,5.54933,5.77775
2025-04-05,5.76769,5.78768,5.54198,5.62718
2025-04-06,5.62775,5.69595,5.00899,5.13283
2025-04-07,5.12723,5.51065,4.64447,5.21169
2025-04-08,5.21629,5.27414,4.84012,4.94739
2025-04-09,4.9418,5.51779,4.64633,5.46912
2025-04-10,5.46945,5.48,5.03657,5.22723
2025-04-11,5.22987,5.61815,5.20662,5.58555
2025-04-12,5.58682,5.75273,5.4883,5.65284
2025-04-13,5.66773,5.72838,5.24553,5.30061
2025-04-14,5.30281,5.498,5.20782,5.25117
2025-04-15,5.26568,5.27275,5.0156,5.12763
2025-04-16,5.10802,5.14819,4.87431,4.9861
2025-04-17,4.9997,5.04329,4.81514,5.0105
2025-04-18,5.0144,5.3898,4.9662,5.2794
2025-04-19,5.28053,5.6698,5.25,5.6328
2025-04-20,5.63044,5.66767,5.43984,5.55589
2025-04-21,5.55644,5.81818,5.44339,5.67057
2025-04-22,5.66057,6.02627,5.37,6.00032
2025-04-23,6.01252,6.6049,5.94642,6.37655
2025-04-24,6.3968,6.66033,6.12122,6.56953
2025-04-25,6.53261,7.2,6.53261,6.96487
2025-04-26,6.97418,7.45298,6.97418,7.19072
2025-04-27,7.19072,7.30073,6.48,6.7
2025-04-28,6.68067,7.15071,6.42128,7.06929
2025-04-29,7.07,7.25927,6.81864,6.84931
2025-04-30,6.83932,6.90028,6.41128,6.78932
2025-05-01,6.79324,7.65,6.72933,7.47925
2025-05-02,7.48925,8.05,7.34926,7.83922
2025-05-03,7.82922,8.17082,7.06,7.2
2025-05-04,7.22,7.63,7.07078,7.24855
2025-05-05,7.23645,7.42513,6.85553,7.03927
2025-05-06,7.04337,7.10873,6.44326,6.51765
2025-05-07,6.54595,7.06018,6.53055,6.76252
2025-05-08,6.75232,7.6585,6.74633,7.4928
2025-05-09,7.51155,8.4742,7.48725,8.02939
2025-05-10,8.04119,8.64534,7.97301,8.58394
2025-05-11,8.56464,8.83613,8.0152,8.18436
2025-05-12,8.18746,8.62004,7.5229,8.04529
2025-05-13,8.04759,8.6349,7.53925,8.6331
2025-05-14,8.6349,8.93871,8.1823,8.26332
