TIMESTAMP,GAS_OPEN_PRICE_USDT,GAS_HIGH_PRICE_USDT,GAS_LOW_PRICE_USDT,GAS_CLOSE_PRICE_USDT,GAS_FIRST_TRADE_PRICE_USDT,GAS_HIGH_TRADE_PRICE_USDT,GAS_LOW_TRADE_PRICE_USDT,GAS_LAST_TRADE_PRICE_USDT,GAS_TOTAL_TRADE_COUNT,GAS_TOTAL_TRADES_BUY,GAS_TOTAL_TRADES_SELL,GAS_VOLUME_USDT,GAS_QUOTE_VOLUME,GAS_VOLUME_BUY,GAS_QUOTE_VOLUME_BUY,GAS_VOLUME_SELL,GAS_QUOTE_VOLUME_SELL
2023-08-30,2.311,2.313,2.245,2.259,2.313,2.313,2.245,2.259,822,276,546,62889.9,142574.0919,16642.1,37762.6391,46247.8,104811.4528
2023-08-31,2.259,2.261,2.178,2.189,2.26,2.261,2.178,2.189,1146,537,609,60256.2,133892.0855,24604.6,54651.7979,35651.6,79240.2876
2023-09-01,2.189,2.207,2.148,2.176,2.19,2.207,2.148,2.176,1340,653,687,58917.8,128272.6671,21876.0,47606.1749,37041.8,80666.4922
2023-09-02,2.176,2.256,2.162,2.237,2.177,2.256,2.162,2.237,1253,496,757,93376.0,205820.2791,38711.3,85445.8622,54664.7,120374.4169
2023-09-03,2.237,2.314,2.202,2.224,2.245,2.314,2.202,2.224,1796,859,937,174998.0,392765.0594,92880.6,209814.3636,82117.4,182950.6958
2023-09-04,2.224,2.245,2.202,2.224,2.224,2.245,2.202,2.224,1479,817,662,116873.2,259990.979,58062.1,129287.3938,58811.1,130703.5852
2023-09-05,2.224,2.439,2.208,2.289,2.222,2.439,2.208,2.289,15445,7673,7772,1198456.0,2776089.6234,518902.5,1202203.7067,679553.5,1573885.9167
2023-09-06,2.289,2.367,2.2,2.264,2.289,2.367,2.2,2.264,4421,2103,2318,403613.2,919319.3208,186870.4,426659.4312,216742.8,492659.8896
2023-09-07,2.264,2.282,2.224,2.272,2.258,2.282,2.224,2.272,2158,1104,1054,163495.1,367576.2007,64786.5,145893.9693,98708.6,221682.2314
2023-09-08,2.272,2.286,2.242,2.266,2.272,2.286,2.242,2.266,2598,1461,1137,159246.5,360948.7294,76364.9,173199.5125,82881.6,187749.2169
2023-09-09,2.266,2.29,2.255,2.273,2.268,2.29,2.255,2.273,1807,1014,793,124633.0,282983.2723,51027.4,116070.9778,73605.6,166912.2945
2023-09-10,2.273,2.273,2.215,2.244,2.272,2.273,2.215,2.244,2272,983,1289,139769.1,313248.7775,59335.4,133120.0178,80433.7,180128.7597
2023-09-11,2.244,2.251,2.161,2.186,2.246,2.251,2.161,2.186,1778,653,1125,127304.8,278767.5955,56967.9,124724.631,70336.9,154042.9645
2023-09-12,2.186,2.24,2.179,2.211,2.185,2.24,2.179,2.211,1959,1143,816,107671.7,238349.4661,51320.9,113526.6467,56350.8,124822.8194
2023-09-13,2.211,2.38,2.211,2.334,2.212,2.38,2.212,2.334,11185,5196,5989,957143.7,2203916.968,428859.1,986983.1251,528284.6,1216933.8429
2023-09-14,2.334,2.377,2.313,2.367,2.335,2.377,2.313,2.367,3420,1758,1662,250791.2,587786.7542,128151.3,300285.1201,122639.9,287501.6341
2023-09-15,2.367,2.38,2.299,2.38,2.367,2.38,2.299,2.38,2732,1354,1378,354082.8,824779.7771,267510.3,622838.5237,86572.5,201941.2534
2023-09-16,2.38,2.399,2.336,2.396,2.38,2.399,2.336,2.396,2549,1422,1127,146598.4,348100.889,65403.5,155506.8505,81194.9,192594.0385
2023-09-17,2.396,2.484,2.338,2.432,2.392,2.484,2.338,2.432,5969,2590,3379,452713.1,1094101.2843,145680.4,352653.8998,307032.7,741447.3845
2023-09-18,2.432,2.531,2.363,2.481,2.435,2.531,2.363,2.481,4727,2109,2618,296462.0,730074.4431,119879.9,295469.1785,176582.1,434605.2646
2023-09-19,2.481,2.695,2.426,2.666,2.484,2.695,2.426,2.666,8858,3905,4953,657907.0,1694802.9098,282654.9,729382.168,375252.1,965420.7418
2023-09-20,2.666,2.896,2.536,2.597,2.666,2.896,2.536,2.597,12092,5876,6216,695746.0,1892084.5992,325885.1,890106.7297,369860.9,1001977.8695
2023-09-21,2.597,2.636,2.374,2.41,2.593,2.636,2.374,2.41,5353,2563,2790,381195.9,936842.4958,170150.1,419762.6944,211045.8,517079.8014
2023-09-22,2.41,2.479,2.391,2.451,2.413,2.479,2.391,2.451,4317,2344,1973,233779.5,568281.0852,118271.6,287689.4109,115507.9,280591.6743
2023-09-23,2.451,2.474,2.384,2.41,2.45,2.474,2.384,2.41,5533,2591,2942,330870.1,801224.0097,123794.8,300112.2625,207075.3,501111.7472
2023-09-24,2.41,2.476,2.37,2.385,2.404,2.476,2.37,2.385,4593,2517,2076,251291.8,607780.3009,129416.4,313720.4626,121875.4,294059.8383
2023-09-25,2.385,2.386,2.329,2.371,2.386,2.386,2.329,2.371,1840,810,1030,96209.8,226389.7205,36916.1,86899.631,59293.7,139490.0895
2023-09-26,2.371,2.375,2.328,2.35,2.373,2.375,2.328,2.35,1564,669,895,84634.1,198515.3779,37391.4,87743.2012,47242.7,110772.1767
2023-09-27,2.35,2.36,2.314,2.334,2.344,2.36,2.314,2.334,1995,1190,805,135197.7,315759.0779,82317.0,192480.3328,52880.7,123278.7451
2023-09-28,2.334,2.39,2.318,2.388,2.334,2.39,2.318,2.388,1664,836,828,103651.2,243691.6863,55031.9,129559.6045,48619.3,114132.0818
2023-09-29,2.388,2.401,2.346,2.368,2.388,2.401,2.346,2.368,1306,641,665,67305.5,159636.9458,31618.5,74968.9959,35687.0,84667.9499
2023-09-30,2.368,2.408,2.354,2.385,2.366,2.408,2.354,2.385,1505,849,656,89994.5,213941.9026,44200.6,105257.7321,45793.9,108684.1705
2023-10-01,2.385,2.445,2.375,2.438,2.381,2.445,2.375,2.438,1666,1028,638,73403.3,176623.2006,32109.3,77278.9086,41294.0,99344.292
2023-10-02,2.438,2.449,2.366,2.369,2.441,2.449,2.366,2.369,2491,1176,1315,219008.0,524215.063,154985.0,369958.7917,64023.0,154256.2713
2023-10-03,2.369,2.389,2.319,2.336,2.369,2.389,2.319,2.336,2278,1466,812,346399.4,819660.1957,284430.4,673580.4094,61969.0,146079.7863
2023-10-04,2.336,2.337,2.277,2.305,2.337,2.337,2.277,2.305,2165,1033,1132,326656.1,751469.9619,265874.2,611845.2494,60781.9,139624.7125
2023-10-05,2.305,2.315,2.28,2.294,2.304,2.315,2.28,2.294,2000,738,1262,192262.5,442336.8876,143316.6,329747.8223,48945.9,112589.0653
2023-10-06,2.294,2.357,2.284,2.342,2.297,2.357,2.284,2.342,1342,620,722,79711.7,185349.2229,31852.8,73954.3275,47858.9,111394.8954
2023-10-07,2.342,2.436,2.331,2.378,2.341,2.436,2.331,2.378,3816,1726,2090,254543.6,606696.5253,98446.5,234955.5312,156097.1,371740.9941
2023-10-08,2.378,2.395,2.35,2.391,2.377,2.395,2.35,2.391,1898,929,969,124915.3,296268.3365,53726.8,127413.9307,71188.5,168854.4058
2023-10-09,2.391,2.571,2.246,2.286,2.391,2.571,2.246,2.286,9701,5027,4674,704925.0,1711895.6769,377331.3,920695.9648,327593.7,791199.7121
2023-10-10,2.286,2.445,2.273,2.33,2.285,2.445,2.273,2.33,6575,3155,3420,320245.4,752335.7292,154560.3,362895.5934,165685.1,389440.1358
2023-10-11,2.33,2.33,2.228,2.254,2.314,2.329,2.228,2.254,2235,848,1387,108914.7,246450.8789,44333.7,100345.4006,64581.0,146105.4783
2023-10-12,2.254,2.259,2.228,2.252,2.259,2.259,2.228,2.252,727,327,400,32154.4,72206.7384,13313.4,29908.946,18841.0,42297.7924
2023-10-13,2.252,2.281,2.24,2.268,2.245,2.281,2.24,2.268,1165,650,515,43518.1,98159.9569,16397.2,37013.4975,27120.9,61146.4594
2023-10-14,2.268,2.271,2.251,2.267,2.261,2.271,2.251,2.267,896,412,484,36015.3,81405.03,12203.2,27594.0489,23812.1,53810.9811
2023-10-15,2.267,2.312,2.261,2.3,2.267,2.312,2.261,2.3,1723,932,791,67001.3,153366.0183,23394.5,53560.723,43606.8,99805.2953
2023-10-16,2.3,2.361,2.29,2.35,2.301,2.361,2.29,2.35,3194,1654,1540,144072.0,334858.1648,53330.3,124227.0494,90741.7,210631.1154
2023-10-17,2.35,2.38,2.309,2.343,2.355,2.38,2.309,2.343,2118,1033,1085,124443.0,290640.7238,53825.1,126299.3081,70617.9,164341.4157
2023-10-18,2.343,2.343,2.272,2.287,2.343,2.343,2.272,2.287,1572,682,890,59573.7,137024.8623,24380.7,56118.3875,35193.0,80906.4748
2023-10-19,2.287,2.287,2.25,2.282,2.286,2.286,2.25,2.282,1556,787,769,60701.0,137830.2726,28753.9,65307.7375,31947.1,72522.5351
2023-10-20,2.282,2.36,2.262,2.351,2.281,2.36,2.262,2.351,1911,1021,890,69351.3,160627.5478,40407.1,93446.5937,28944.2,67180.9541
2023-10-21,2.351,2.425,2.339,2.417,2.353,2.425,2.339,2.417,3563,1854,1709,169691.0,404418.5738,83664.7,199306.4409,86026.3,205112.1329
2023-10-22,2.417,2.677,2.393,2.624,2.41,2.677,2.393,2.624,21116,10647,10469,1263986.2,3229756.082,654741.6,1672351.9448,609244.6,1557404.1372
2023-10-23,2.624,3.544,2.616,2.741,2.631,3.544,2.616,2.741,160029,81151,78878,10525137.1,31904457.2299,5378559.4,16284399.7975,5146577.7,15620057.4324
2023-10-24,2.741,3.61,2.508,3.102,2.746,3.61,2.508,3.102,161900,80563,81337,14678324.7,44437745.5845,6741213.6,20406223.7089,7937111.1,24031521.8756
2023-10-25,3.102,3.288,2.735,2.874,3.096,3.288,2.735,2.874,123849,64508,59341,8609368.6,25738204.6996,4264860.5,12780163.0824,4344508.1,12958041.6172
2023-10-26,2.874,3.08,2.75,2.962,2.873,3.08,2.75,2.962,66099,37684,28415,3849113.4,11189820.1065,1907284.0,5551135.641,1941829.4,5638684.4655
2023-10-27,2.962,3.7,2.833,3.565,2.962,3.7,2.833,3.565,187520,99117,88403,10461081.8,34088168.2169,5338737.7,17424607.6724,5122344.1,16663560.5445
2023-10-28,3.565,5.5,3.399,5.13,3.568,5.5,3.399,5.13,503658,254809,248849,23649913.7,109184386.6901,11963415.8,55191156.9197,11686497.9,53993229.7704
2023-10-29,5.13,5.38,4.36,4.945,5.127,5.38,4.36,4.945,263421,132441,130980,12238193.3,59944598.2009,6049729.4,29688422.3539,6188463.9,30256175.847
2023-10-30,4.945,5.647,4.651,5.075,4.937,5.647,4.651,5.075,186779,93265,93514,7732119.0,39230817.9208,3821450.6,19395199.6361,3910668.4,19835618.2847
2023-10-31,5.075,6.954,4.7,6.269,5.075,6.954,4.7,6.269,343878,183524,160354,12115887.5,69915763.3491,6208114.6,35964058.1383,5907772.9,33951705.2108
2023-11-01,6.269,8.8,6.064,6.8,6.268,8.8,6.064,6.8,486384,256542,229842,14973528.3,102886001.6173,7583057.3,52169995.6939,7390471.0,50716005.9234
2023-11-02,6.8,7.481,4.967,6.342,6.802,7.481,4.967,6.342,446536,212178,234358,14885408.1,91965291.909,7204698.2,44550674.2288,7680709.9,47414617.6802
2023-11-03,6.342,8.769,5.908,8.237,6.335,8.769,5.908,8.237,538700,262939,275761,14142749.8,107888459.1225,7324471.7,55814804.5276,6818278.1,52073654.5949
2023-11-04,8.237,14.078,8.21,12.87,8.239,14.078,8.21,12.87,945705,468217,477488,20775587.4,246944096.3797,10532783.1,124972860.1241,10242804.3,121971236.2556
2023-11-05,12.87,13.6,9.251,11.043,12.827,13.6,9.251,11.043,464323,233908,230415,10430246.9,121976921.3972,5155070.8,60302129.8841,5275176.1,61674791.5131
2023-11-06,11.043,12.899,10.744,11.387,10.986,12.899,10.744,11.387,359855,188014,171841,7234271.8,85869840.473,3569418.2,42370717.1679,3664853.6,43499123.3051
2023-11-07,11.387,12.801,11.266,11.854,11.381,12.801,11.266,11.854,266354,139179,127175,5024915.8,60071437.173,2526546.1,30217307.8713,2498369.7,29854129.3017
2023-11-08,11.854,15.301,11.504,15.134,11.846,15.301,11.504,15.134,557056,287237,269819,8807567.5,117248273.2286,4403226.5,58713224.2973,4404341.0,58535048.9313
2023-11-09,15.134,23.8,14.499,21.676,15.134,23.8,14.499,21.676,1120874,562726,558148,15253674.2,295114975.1557,7654863.6,148141100.7059,7598810.6,146973874.4498
2023-11-10,21.676,29.906,18.25,22.674,21.632,29.906,18.25,22.674,1485475,748809,736666,16166693.0,391772955.5767,8194781.2,198590042.7378,7971911.8,193182912.8389
2023-11-11,22.674,23.262,10.633,10.885,22.718,23.262,10.633,10.885,1396061,709577,686484,20175716.0,279638045.3327,9600111.7,133392476.1553,10575604.3,146245569.1774
2023-11-12,10.885,11.2,7.3,9.43,10.89,11.2,7.3,9.43,1505056,780965,724091,34530314.4,308149744.6262,16960199.6,151434118.8527,17570114.8,156715625.7735
2023-11-13,9.43,10.15,8.0,8.245,9.435,10.15,8.0,8.245,601299,315913,285386,11295318.0,102234928.9928,5432347.1,49188927.9431,5862970.9,53046001.0497
2023-11-14,8.245,8.7,7.4,8.29,8.244,8.7,7.4,8.29,387039,206779,180260,7748426.8,63375426.0395,3944250.4,32281601.7683,3804176.4,31093824.2712
2023-11-15,8.29,9.473,8.022,9.105,8.289,9.473,8.022,9.105,464986,233667,231319,10678543.7,95058116.0302,5231178.3,46582719.6979,5447365.4,48475396.3323
2023-11-16,9.105,9.66,8.222,8.572,9.105,9.66,8.222,8.572,328029,169779,158250,7024658.8,63353509.8862,3472925.9,31360432.6368,3551732.9,31993077.2494
2023-11-17,8.572,8.693,7.777,8.279,8.572,8.693,7.777,8.279,154012,83130,70882,3051555.1,25113978.9974,1511117.7,12449709.4862,1540437.4,12664269.5112
2023-11-18,8.279,8.58,7.777,8.291,8.274,8.58,7.777,8.291,149916,84011,65905,3059807.0,25258264.5315,1582348.7,13069689.9631,1477458.3,12188574.5684
2023-11-19,8.291,8.342,8.0,8.311,8.294,8.342,8.0,8.311,74507,39943,34564,1963401.0,16005258.4559,934948.7,7625756.5658,1028452.3,8379501.8901
2023-11-20,8.311,8.337,7.625,7.939,8.314,8.337,7.625,7.939,105888,55528,50360,2856317.6,23093275.4122,1311728.5,10595865.6375,1544589.1,12497409.7747
2023-11-21,7.939,8.541,7.2,7.351,7.938,8.541,7.2,7.351,208436,102710,105726,4725457.9,37710954.8719,2313692.5,18495037.6308,2411765.4,19215917.2411
2023-11-22,7.351,7.785,7.335,7.724,7.349,7.785,7.335,7.724,91110,51217,39893,2113647.4,16103630.8101,1081082.0,8240677.0823,1032565.4,7862953.7278
2023-11-23,7.724,9.194,7.652,8.825,7.729,9.194,7.652,8.825,516078,256049,260029,11680646.7,100864075.4722,5904128.4,51004217.4166,5776518.3,49859858.0556
2023-11-24,8.825,9.469,8.624,8.856,8.825,9.469,8.624,8.856,362391,184564,177827,8000111.4,72553048.5014,4088738.2,37101674.4029,3911373.2,35451374.0985
2023-11-25,8.856,8.959,8.469,8.713,8.855,8.959,8.469,8.713,119318,59462,59856,2732416.8,23727755.6034,1245915.6,10822423.65,1486501.2,12905331.9534
2023-11-26,8.713,9.199,8.319,8.587,8.713,9.199,8.319,8.587,196507,100740,95767,4566812.5,40244313.4967,2287020.5,20162384.8897,2279792.0,20081928.607
2023-11-27,8.587,8.61,7.843,8.075,8.586,8.61,7.843,8.075,111305,54436,56869,2303023.3,18781641.9297,1050271.1,8570751.2804,1252752.2,10210890.6493
2023-11-28,8.075,8.314,7.821,8.243,8.069,8.314,7.821,8.243,80572,42646,37926,1869791.1,15149214.6544,908366.0,7361326.3477,961425.1,7787888.3067
2023-11-29,8.243,8.27,7.854,8.005,8.245,8.27,7.854,8.005,62225,29740,32485,1454939.1,11717627.4838,648948.9,5223384.8063,805990.2,6494242.6775
2023-11-30,8.005,8.102,7.735,7.965,8.003,8.102,7.735,7.965,51933,25111,26822,1224358.0,9668565.3138,505837.4,3996981.0707,718520.6,5671584.2431
2023-12-01,7.965,8.044,7.848,8.001,7.967,8.044,7.848,8.001,37958,18961,18997,996285.3,7939275.5137,468743.9,3737622.3114,527541.4,4201653.2023
2023-12-02,8.001,8.364,7.995,8.285,8.001,8.364,7.995,8.285,77712,39402,38310,1922565.8,15729233.0782,997052.5,8154660.3378,925513.3,7574572.7404
2023-12-03,8.285,8.496,8.044,8.156,8.288,8.496,8.044,8.156,82970,39018,43952,2067315.2,17122996.8336,950373.6,7880277.9255,1116941.6,9242718.9081
2023-12-04,8.156,8.307,7.434,7.978,8.156,8.307,7.434,7.978,145293,70177,75116,3601619.4,28629087.9808,1803689.5,14329663.0669,1797929.9,14299424.9139
2023-12-05,7.978,8.02,7.679,7.827,7.976,8.02,7.679,7.827,63426,30286,33140,1719288.8,13424739.2693,820649.3,6404483.0179,898639.5,7020256.2514
2023-12-06,7.827,7.874,7.4,7.616,7.828,7.874,7.4,7.616,68297,34230,34067,1893140.8,14474773.1711,916107.5,6999180.9075,977033.3,7475592.2636
2023-12-07,7.616,7.831,7.429,7.774,7.617,7.831,7.429,7.774,59584,28455,31129,1593656.5,12242139.0829,726263.6,5581388.9563,867392.9,6660750.1266
2023-12-08,7.774,7.963,7.704,7.94,7.777,7.963,7.704,7.94,53058,25173,27885,1338287.5,10501669.1731,595199.9,4671568.7893,743087.6,5830100.3838
2023-12-09,7.94,8.321,7.628,7.885,7.942,8.321,7.628,7.885,145946,74607,71339,3207904.0,25943816.3221,1746569.5,14123365.3474,1461334.5,11820450.9747
2023-12-10,7.885,8.157,7.74,7.989,7.888,8.157,7.74,7.989,62435,31456,30979,1413703.5,11262331.1313,707426.5,5634740.4444,706277.0,5627590.6869
2023-12-11,7.989,8.006,6.401,7.271,7.989,8.006,6.401,7.271,177604,73829,103775,3376257.2,24620462.1791,1665377.4,12147693.5305,1710879.8,12472768.6486
2023-12-12,7.271,7.398,6.96,7.162,7.272,7.398,6.96,7.162,61782,26696,35086,1422229.0,10221504.0446,614217.0,4408387.7035,808012.0,5813116.3411
2023-12-13,7.162,7.335,6.821,7.243,7.162,7.335,6.821,7.243,65413,30604,34809,1630112.7,11526359.403,743319.5,5256803.7099,886793.2,6269555.6931
2023-12-14,7.243,7.302,6.68,7.228,7.249,7.302,6.68,7.228,59070,27768,31302,1421193.7,10152485.0833,646336.3,4612427.662,774857.4,5540057.4213
2023-12-15,7.228,7.496,6.936,7.041,7.229,7.496,6.936,7.041,80876,39761,41115,1835740.2,13308224.1453,902432.3,6545837.5911,933307.9,6762386.5542
2023-12-16,7.041,7.467,7.037,7.248,7.045,7.467,7.037,7.248,107099,52942,54157,2258397.2,16513190.8692,1063269.2,7775615.4723,1195128.0,8737575.3969
2023-12-17,7.248,7.307,7.039,7.1,7.246,7.307,7.039,7.1,39926,18978,20948,950082.8,6794869.6788,436296.6,3119047.3001,513786.2,3675822.3787
2023-12-18,7.1,7.143,6.336,6.787,7.097,7.143,6.336,6.787,71944,33190,38754,1756518.8,11657958.0238,804096.1,5338208.4133,952422.7,6319749.6105
2023-12-19,6.787,6.956,6.581,6.736,6.789,6.956,6.581,6.736,42328,20194,22134,1049145.8,7125515.0719,486176.1,3303154.1411,562969.7,3822360.9308
2023-12-20,6.736,6.938,6.595,6.867,6.733,6.938,6.595,6.867,37628,17970,19658,1009223.8,6855480.2498,494680.2,3361510.6054,514543.6,3493969.6444
2023-12-21,6.867,7.27,6.819,7.104,6.869,7.27,6.819,7.104,75031,37205,37826,1821532.5,12902869.309,838103.4,5939679.5966,983429.1,6963189.7124
2023-12-22,7.104,7.268,6.823,7.171,7.104,7.268,6.823,7.171,51603,23374,28229,1212734.8,8540922.149,503644.8,3546393.4067,709090.0,4994528.7423
2023-12-23,7.171,7.253,6.897,7.111,7.174,7.253,6.897,7.111,35835,17341,18494,772757.0,5455556.6329,346480.5,2445690.9188,426276.5,3009865.7141
2023-12-24,7.111,7.157,6.603,6.897,7.116,7.157,6.603,6.897,50559,24117,26442,1036527.9,7247051.1004,485544.4,3392785.5624,550983.5,3854265.538
2023-12-25,6.897,7.737,6.856,7.286,6.897,7.737,6.856,7.286,118537,61851,56686,2716980.3,19784328.4752,1309862.1,9535212.9994,1407118.2,10249115.4758
2023-12-26,7.286,7.505,6.643,7.02,7.297,7.505,6.643,7.02,102297,53461,48836,2029179.1,14420247.013,998787.4,7102851.8901,1030391.7,7317395.1229
2023-12-27,7.02,7.133,6.845,7.114,7.021,7.133,6.845,7.114,52639,26310,26329,1079994.4,7587187.8107,541011.4,3800936.0056,538983.0,3786251.8051
2023-12-28,7.114,7.183,6.804,6.931,7.114,7.183,6.804,6.931,56987,28518,28469,1156371.9,8090138.172,573286.2,4011655.947,583085.7,4078482.225
2023-12-29,6.931,7.027,6.64,6.822,6.931,7.027,6.64,6.822,45463,22851,22612,943040.8,6471801.9641,457345.0,3137281.5218,485695.8,3334520.4423
2023-12-30,6.822,6.991,6.673,6.739,6.82,6.991,6.673,6.739,29247,15590,13657,602063.6,4108860.0953,316142.6,2158425.5636,285921.0,1950434.5317
2023-12-31,6.739,7.121,6.612,6.846,6.74,7.121,6.612,6.846,78462,41085,37377,1923441.8,13334400.5451,988407.4,6846042.142,935034.4,6488358.4031
2024-01-01,6.846,6.897,6.626,6.876,6.846,6.897,6.626,6.876,39110,18715,20395,790821.3,5343870.45,381899.7,2581102.7142,408921.6,2762767.7358
2024-01-02,6.876,6.97,6.715,6.81,6.877,6.97,6.715,6.81,38268,19010,19258,1008587.0,6920085.6818,465615.7,3191496.9244,542971.3,3728588.7574
2024-01-03,6.81,6.903,4.667,5.872,6.812,6.903,4.667,5.872,150303,75569,74734,4242617.3,24719925.1909,2172136.5,12629738.1819,2070480.8,12090187.009
2024-01-04,5.872,6.43,5.87,6.208,5.873,6.43,5.87,6.208,140831,66918,73913,3332515.5,20500667.365,1494896.5,9192308.3354,1837619.0,11308359.0296
2024-01-05,6.208,6.241,5.778,6.046,6.212,6.241,5.778,6.046,53175,26065,27110,1160699.5,6917932.2603,550695.2,3282018.0456,610004.3,3635914.2147
2024-01-06,6.046,6.058,5.66,5.895,6.046,6.058,5.66,5.895,34347,16657,17690,761692.7,4465973.6508,349591.9,2048947.8335,412100.8,2417025.8173
2024-01-07,5.895,6.16,5.389,5.483,5.894,6.16,5.389,5.483,53149,26732,26417,1133930.1,6604496.2655,533032.8,3103431.5494,600897.3,3501064.7161
2024-01-08,5.483,5.609,4.977,5.603,5.488,5.609,4.977,5.603,61594,33840,27754,1393228.0,7373089.6799,688204.7,3647201.6808,705023.3,3725887.9991
2024-01-09,5.603,5.633,5.082,5.365,5.609,5.633,5.082,5.365,51581,28152,23429,1222496.5,6499621.1791,613311.9,3259563.08,609184.6,3240058.0991
2024-01-10,5.365,5.96,5.207,5.751,5.363,5.96,5.207,5.751,151383,74078,77305,3833935.5,21752513.8971,1845104.6,10483866.4594,1988830.9,11268647.4377
2024-01-11,5.751,6.346,5.75,6.136,5.751,6.346,5.75,6.136,137643,67539,70104,3556781.4,21859854.0486,1755830.5,10805311.0657,1800950.9,11054542.9829
2024-01-12,6.136,6.149,5.5,5.771,6.135,6.149,5.5,5.771,61831,29062,32769,1573333.6,9340200.6107,663185.2,3932328.8034,910148.4,5407871.8073
2024-01-13,5.771,6.21,5.771,6.033,5.771,6.21,5.771,6.033,89939,45453,44486,2222017.4,13370450.0958,1106381.1,6660436.256,1115636.3,6710013.8398
2024-01-14,6.033,6.042,5.769,5.8,6.034,6.042,5.769,5.8,25632,11894,13738,717939.6,4243168.9202,314011.8,1855491.0924,403927.8,2387677.8278
2024-01-15,5.8,5.918,5.746,5.829,5.801,5.918,5.746,5.829,22512,12295,10217,544955.0,3189745.5026,242742.3,1421260.922,302212.7,1768484.5806
2024-01-16,5.829,5.931,5.675,5.894,5.83,5.931,5.675,5.894,21861,10301,11560,578105.5,3371653.3498,243406.2,1419689.5155,334699.3,1951963.8343
2024-01-17,5.894,6.196,5.755,6.104,5.895,6.196,5.755,6.104,59551,27080,32471,1633746.5,9816347.8282,741044.1,4455983.031,892702.4,5360364.7972
2024-01-18,6.104,7.406,6.076,7.045,6.101,7.406,6.076,7.045,540378,273658,266720,14659284.0,102575815.6495,7135116.0,49941822.6057,7524168.0,52633993.0438
2024-01-19,7.045,7.758,6.25,6.404,7.05,7.758,6.25,6.404,353359,180863,172496,8699301.8,61432158.7886,4364695.4,30860927.107,4334606.4,30571231.6816
2024-01-20,6.404,6.928,6.129,6.59,6.406,6.928,6.129,6.59,180223,93991,86232,4778074.2,31688582.6484,2423950.2,16083604.7475,2354124.0,15604977.9009
2024-01-21,6.59,6.655,6.252,6.319,6.589,6.655,6.252,6.319,76761,37285,39476,2062648.6,13269857.6421,918082.1,5913806.2707,1144566.5,7356051.3714
2024-01-22,6.319,6.593,5.735,5.831,6.317,6.593,5.735,5.831,79919,41339,38580,2069161.1,12623560.9176,949331.6,5796401.7952,1119829.5,6827159.1224
2024-01-23,5.831,5.947,5.239,5.652,5.829,5.947,5.239,5.652,69362,38833,30529,1930165.1,10702899.7468,983632.4,5444737.8836,946532.7,5258161.8632
2024-01-24,5.652,5.724,5.448,5.678,5.654,5.724,5.448,5.678,36145,19569,16576,858683.2,4785080.0712,424192.8,2365280.6057,434490.4,2419799.4655
2024-01-25,5.678,5.759,5.414,5.548,5.677,5.759,5.414,5.548,45594,24404,21190,1241232.8,6894507.9342,627807.9,3491023.8027,613424.9,3403484.1315
2024-01-26,5.548,5.745,5.539,5.732,5.549,5.745,5.539,5.732,39223,21531,17692,1066512.5,6010271.4737,542201.5,3055609.589,524311.0,2954661.8847
2024-01-27,5.732,5.746,5.566,5.725,5.732,5.746,5.566,5.725,21343,12138,9205,612928.9,3472556.8987,297032.5,1682687.5335,315896.4,1789869.3652
2024-01-28,5.725,5.927,5.626,5.844,5.725,5.927,5.626,5.844,58921,34657,24264,1520846.2,8769844.1958,797086.9,4596167.9618,723759.3,4173676.234
2024-01-29,5.844,5.883,5.607,5.875,5.848,5.883,5.607,5.875,40890,21849,19041,1369928.0,7876057.1122,679931.5,3909791.8041,689996.5,3966265.3081
2024-01-30,5.875,5.99,5.761,5.808,5.877,5.99,5.761,5.808,48862,26591,22271,1196692.6,7033033.5257,583130.1,3428047.8562,613562.5,3604985.6695
2024-01-31,5.808,6.414,5.661,5.853,5.81,6.414,5.661,5.853,261211,115083,146128,6272702.3,38289293.3273,3070242.6,18731188.7377,3202459.7,19558104.5896
2024-02-01,5.853,5.863,5.609,5.809,5.853,5.863,5.609,5.809,37695,19553,18142,996826.7,5710206.2556,447123.8,2563854.1919,549702.9,3146352.0637
2024-02-02,5.809,5.873,5.671,5.777,5.811,5.873,5.671,5.777,26040,15012,11028,581274.7,3341755.8258,280805.1,1614297.0866,300469.6,1727458.7392
2024-02-03,5.777,5.859,5.654,5.697,5.779,5.859,5.654,5.697,16353,8904,7449,443660.3,2539776.6452,217166.6,1243755.1194,226493.7,1296021.5258
2024-02-04,5.697,5.697,5.549,5.58,5.695,5.695,5.549,5.58,18607,9659,8948,569805.1,3205789.3936,286275.4,1610415.714,283529.7,1595373.6796
2024-02-05,5.58,5.655,5.425,5.613,5.578,5.655,5.425,5.613,21461,11275,10186,583597.5,3260990.9214,283843.8,1586933.8642,299753.7,1674057.0572
2024-02-06,5.613,5.717,5.553,5.668,5.612,5.717,5.553,5.668,19862,11385,8477,472218.6,2672225.6192,235745.4,1334035.477,236473.2,1338190.1422
2024-02-07,5.668,5.787,5.566,5.767,5.668,5.787,5.566,5.767,35065,19867,15198,747694.0,4236428.1335,348015.1,1972415.1516,399678.9,2264012.9819
2024-02-08,5.767,5.787,5.693,5.736,5.768,5.787,5.693,5.736,16552,8832,7720,471436.1,2708679.1121,218708.1,1256841.0678,252728.0,1451838.0443
