TIMESTAMP,ETC_OPEN_PRICE_USDT,ETC_HIGH_PRICE_USDT,ETC_LOW_PRICE_USDT,ETC_CLOSE_PRICE_USDT,ETC_FIRST_TRADE_PRICE_USDT,ETC_HIGH_TRADE_PRICE_USDT,ETC_LOW_TRADE_PRICE_USDT,ETC_LAST_TRADE_PRICE_USDT,ETC_TOTAL_TRADE_COUNT,ETC_TOTAL_TRADES_BUY,ETC_TOTAL_TRADES_SELL,ETC_VOLUME_USDT,ETC_QUOTE_VOLUME,ETC_VOLUME_BUY,ETC_QUOTE_VOLUME_BUY,ETC_VOLUME_SELL,ETC_QUOTE_VOLUME_SELL
2020-01-16,7.9911,8.65,7.3087,8.414,7.9835,8.65,7.3087,8.414,215550,109862,105688,8608940.54,68255466.868746,4320064.1,34288089.097669,4288876.44,33967377.771077
2020-01-17,8.414,12.0299,8.1649,9.4792,8.4025,12.0299,8.1649,9.4792,547557,278843,268714,20398865.04,207537856.696015,10128793.9,103001022.913918,10270071.14,104536833.782097
2020-01-18,9.4792,9.766,8.1,8.2944,9.5,9.766,8.1,8.2944,363364,181384,181980,13254147.33,119496354.445261,6427060.01,58009560.938696,6827087.32,61486793.506565
2020-01-19,8.2944,9.46,7.77,8.5268,8.2992,9.46,7.77,8.5268,326466,161659,164807,11983020.23,102350677.693633,5881614.02,50276495.050247,6101406.21,52074182.643386
2020-01-20,8.5268,9.0946,8.0512,8.6347,8.5258,9.0946,8.0512,8.6347,191156,96815,94341,6508082.79,55962245.769213,3220874.45,27723078.127944,3287208.34,28239167.641269
2020-01-21,8.6347,9.1469,8.5001,8.943,8.6239,9.1469,8.5001,8.943,137461,71140,66321,3982256.64,35326652.836523,2047338.6,18175390.627506,1934918.04,17151262.209017
2020-01-22,8.943,9.5275,8.9121,9.3457,8.94,9.5275,8.9121,9.3457,133253,67315,65938,4277149.34,39581907.067533,2067475.59,19138658.379259,2209673.75,20443248.688274
2020-01-23,9.3457,9.39,8.1864,8.4421,9.3457,9.39,8.1864,8.4421,150609,74410,76199,4851643.93,42273901.447401,2323822.2,20249307.119959,2527821.73,22024594.327442
2020-01-24,8.4421,8.8441,7.8401,8.6118,8.4402,8.8441,7.8401,8.6118,179941,89419,90522,6109306.61,51302434.77518,3040230.47,25535706.216938,3069076.14,25766728.558242
2020-01-25,8.6118,8.65,8.1,8.3966,8.6119,8.65,8.1,8.3966,88419,43451,44968,2870637.12,24098734.248872,1365283.88,11469146.51772,1505353.24,12629587.731152
2020-01-26,8.3966,9.378,8.2287,9.19,8.3848,9.378,8.2287,9.19,108369,54073,54296,3700026.35,32530685.794447,1862811.44,16394785.650516,1837214.91,16135900.143931
2020-01-27,9.19,11.1721,9.1654,10.4161,9.1906,11.1721,9.1654,10.4161,260262,134167,126095,9777170.76,99646770.476019,4854380.18,49474644.810244,4922790.58,50172125.665775
2020-01-28,10.4161,11.7,10.3572,11.3697,10.4229,11.7,10.3572,11.3697,316697,162197,154500,11521471.14,126525458.835913,5752334.2,63198790.215355,5769136.94,63326668.620558
2020-01-29,11.3697,12.8789,11.3316,12.2231,11.3673,12.8789,11.3316,12.2231,359432,180263,179169,12337574.44,150637968.366404,6032222.21,73669717.629882,6305352.23,76968250.736522
2020-01-30,12.2231,12.7189,11.6722,12.2842,12.2282,12.7189,11.6722,12.2842,254864,129908,124956,9131565.77,111312642.951026,4489934.89,54766371.502638,4641630.88,56546271.448388
2020-01-31,12.2842,12.3114,10.7101,11.338,12.2813,12.3114,10.7101,11.338,189310,94758,94552,6927747.23,79288075.897017,3290842.76,37666699.072771,3636904.47,41621376.824246
2020-02-01,11.338,11.7999,11.0306,11.5282,11.3374,11.7999,11.0306,11.5282,138695,70872,67823,4495096.72,51677316.324334,2221360.51,25544030.353551,2273736.21,26133285.970783
2020-02-02,11.5282,11.7481,11.1401,11.3658,11.5288,11.7481,11.1401,11.3658,111916,55561,56355,3871717.98,44474075.051804,1894660.69,21782998.322101,1977057.29,22691076.729703
2020-02-03,11.3658,12.2216,11.2878,11.7782,11.364,12.2216,11.2878,11.7782,132967,66683,66284,4945289.0,58580017.639605,2359470.56,27944026.85274,2585818.44,30635990.786865
2020-02-04,11.7782,11.908,11.07,11.4111,11.77,11.908,11.07,11.4111,121445,61925,59520,4272858.82,48891544.772123,1966256.43,22518611.789195,2306602.39,26372932.982928
2020-02-05,11.4111,12.6426,11.3184,12.3345,11.4156,12.6426,11.3184,12.3345,119290,60099,59191,4822356.49,57746250.262452,2567256.85,30710654.295112,2255099.64,27035595.96734
2020-02-06,12.3345,13.2228,10.9696,12.1132,12.3292,13.2228,10.9696,12.1132,217941,110307,107634,8405057.34,102179536.824271,3861724.85,47060723.056586,4543332.49,55118813.767685
2020-02-07,12.1132,12.2689,11.28,11.6967,12.1139,12.2689,11.28,11.6967,127309,61938,65371,4633378.79,54406479.57625,2145476.96,25204967.90548,2487901.83,29201511.67077
2020-02-08,11.6967,11.9498,11.1111,11.6984,11.6977,11.9498,11.1111,11.6984,93473,46920,46553,2989750.46,34872503.295972,1474572.36,17210586.858962,1515178.1,17661916.43701
2020-02-09,11.6984,12.1486,11.2759,11.7025,11.6965,12.1486,11.2759,11.7025,105417,53565,51852,3054471.27,35859242.327942,1443477.39,16955833.069201,1610993.88,18903409.258741
2020-02-10,11.7025,12.0767,11.3503,11.8387,11.7008,12.0767,11.3503,11.8387,121777,60497,61280,4249729.19,49904742.917063,2016021.88,23670503.543212,2233707.31,26234239.373851
2020-02-11,11.8387,12.1461,11.5869,11.96,11.8387,12.1461,11.5869,11.96,113919,60840,53079,4044074.9,47880505.30649,2090423.62,24756392.976818,1953651.28,23124112.329672
2020-02-12,11.96,12.47,11.9515,12.2074,11.9589,12.47,11.9515,12.2074,95241,48554,46687,3472891.06,42412319.984164,1673053.11,20432986.572413,1799837.95,21979333.411751
2020-02-13,12.2074,13.0624,11.0005,12.055,12.2133,13.0624,11.0005,12.055,168290,86627,81663,6326173.31,76491907.874987,3119175.06,37781433.919796,3206998.25,38710473.955191
2020-02-14,12.055,12.0742,11.6707,12.0094,12.0495,12.0742,11.6707,12.0094,73158,38985,34173,2153356.85,25614031.020439,1121480.61,13342760.090564,1031876.24,12271270.929875
2020-02-15,12.0094,12.0612,9.76,10.4066,11.997,12.0612,9.76,10.4066,168170,81133,87037,5956360.84,64131408.169838,2711630.87,29190182.405076,3244729.97,34941225.764762
2020-02-16,10.4066,10.6674,8.8515,9.5637,10.3943,10.6674,8.8515,9.5637,190274,93997,96277,7096045.59,69443956.708117,3421649.27,33494448.997824,3674396.32,35949507.710293
2020-02-17,9.5637,9.9051,8.6643,9.6792,9.5626,9.9051,8.6643,9.6792,171210,86952,84258,7207884.57,66469775.707414,3563680.33,32873838.197823,3644204.24,33595937.509591
2020-02-18,9.6792,9.999,9.15,9.8629,9.6831,9.999,9.15,9.8629,104473,53895,50578,4002950.69,38350494.018398,2023663.09,19386881.025422,1979287.6,18963612.992976
2020-02-19,9.8629,9.87,8.65,8.813,9.8631,9.87,8.65,8.813,97884,46028,51856,3017740.67,28219911.811229,1440659.49,13473338.978972,1577081.18,14746572.832257
2020-02-20,8.813,9.0545,8.3284,8.8702,8.8112,9.0545,8.3284,8.8702,117194,58337,58857,3797612.17,33199910.39091,1893900.51,16562525.232419,1903711.66,16637385.158491
2020-02-21,8.8702,9.88,8.7771,9.4157,8.8824,9.88,8.7771,9.4157,111894,60685,51209,4118156.7,38782468.185022,2130943.6,20070886.572594,1987213.1,18711581.612428
2020-02-22,9.4157,9.7363,9.2868,9.4958,9.4268,9.7363,9.2868,9.4958,66071,35063,31008,2510552.67,23866620.912986,1297297.42,12334072.025048,1213255.25,11532548.887938
2020-02-23,9.4958,9.98,9.4553,9.7439,9.4866,9.98,9.4553,9.7439,62588,33203,29385,2386262.3,23175054.142128,1199838.07,11655580.782387,1186424.23,11519473.359741
2020-02-24,9.7439,9.78,8.9868,9.3481,9.7449,9.78,8.9868,9.3481,71972,36319,35653,2602786.04,24328690.059274,1298983.92,12143065.520809,1303802.12,12185624.538465
2020-02-25,9.3481,9.4654,8.92,9.1742,9.3514,9.4654,8.92,9.1742,69236,35643,33593,2310554.59,21186824.363742,1111361.62,10193811.629218,1199192.97,10993012.734524
2020-02-26,9.1742,9.3558,7.27,7.6823,9.1736,9.3558,7.27,7.6823,181019,87397,93622,7205349.06,58703813.398917,3408299.46,27777978.928884,3797049.6,30925834.470033
2020-02-27,7.6823,8.0727,7.3208,7.7166,7.6817,8.0727,7.3208,7.7166,114292,59694,54598,4814952.58,37188715.990986,2457303.07,18989053.454887,2357649.51,18199662.536099
2020-02-28,7.7166,7.843,7.1766,7.4529,7.7139,7.843,7.1766,7.4529,95054,49089,45965,4138317.28,30941717.198476,2091872.44,15643991.425594,2046444.84,15297725.772882
2020-02-29,7.4529,7.6659,7.33,7.354,7.4514,7.6659,7.33,7.354,55682,29174,26508,2263216.2,16894519.175555,1163306.5,8685751.776944,1099909.7,8208767.398611
2020-03-01,7.354,7.9256,7.3481,7.7346,7.3485,7.9256,7.3481,7.7346,81103,42306,38797,3679595.05,28265319.111045,1841125.13,14141896.151763,1838469.92,14123422.959282
2020-03-02,7.7346,8.6629,7.6926,8.456,7.7388,8.6629,7.6926,8.456,89736,46906,42830,4372343.71,35953337.904261,2193244.58,18027498.04375,2179099.13,17925839.860511
2020-03-03,8.456,8.6348,8.1046,8.4782,8.4582,8.6348,8.1046,8.4782,89826,47379,42447,4053136.67,33752541.223141,2060496.63,17167456.945797,1992640.04,16585084.277344
2020-03-04,8.4782,8.5261,7.61,7.9381,8.478,8.5261,7.61,7.9381,85784,43173,42611,3470789.53,27935507.420545,1723029.91,13853398.295194,1747759.62,14082109.125351
2020-03-05,7.9381,8.447,7.938,8.1748,7.938,8.447,7.938,8.1748,72085,37405,34680,2885865.82,23565305.199151,1458868.66,11914921.91001,1426997.16,11650383.289141
2020-03-06,8.1748,8.312,7.8712,8.2189,8.175,8.312,7.8712,8.2189,50719,26698,24021,2123489.33,17285008.497542,1082721.93,8816557.847705,1040767.4,8468450.649837
2020-03-07,8.2189,8.2239,7.7437,7.8017,8.2192,8.2239,7.7437,7.8017,42262,20425,21837,1892352.11,15114103.389571,920137.46,7350731.908597,972214.65,7763371.480974
2020-03-08,7.8017,7.8036,6.2283,6.4442,7.8036,7.8036,6.2283,6.4442,92958,42544,50414,4635764.11,32108415.067348,2151917.82,14905930.857304,2483846.29,17202484.210044
2020-03-09,6.4442,7.0456,6.3732,6.9302,6.4433,7.0456,6.3732,6.9302,128195,63549,64646,7338011.54,49090532.278312,3656171.55,24466488.91484,3681839.99,24624043.363472
2020-03-10,6.9302,6.9647,6.6123,6.8285,6.9302,6.9647,6.6123,6.8285,77235,39391,37844,3143822.4,21373287.840246,1596936.5,10861680.092637,1546885.9,10511607.747609
2020-03-11,6.8285,6.8879,6.1013,6.5922,6.8236,6.8879,6.1013,6.5922,91952,46814,45138,3958747.16,25885938.25764,1998608.8,13077304.508179,1960138.36,12808633.749461
2020-03-12,6.5922,6.6167,3.5954,3.7168,6.5966,6.6167,3.5954,3.7168,203369,100649,102720,10286772.98,50299245.05086,5003563.89,24513559.931512,5283209.09,25785685.119348
2020-03-13,3.7168,5.306,3.0726,4.8432,3.7131,5.306,3.0726,4.8432,225244,117774,107470,12608546.22,53410008.885233,6260346.18,26548517.409998,6348200.04,26861491.475235
2020-03-14,4.8432,4.9085,4.482,4.5898,4.8431,4.9085,4.482,4.5898,91788,45480,46308,4844597.89,22770757.630724,2400455.25,11282199.506531,2444142.64,11488558.124193
2020-03-15,4.5898,5.2963,4.5373,5.0484,4.5862,5.2963,4.5373,5.0484,73429,36633,36796,4073907.86,20071292.254777,2025075.42,9982497.29403,2048832.44,10088794.960747
2020-03-16,5.0484,5.0508,4.0453,4.4987,5.047,5.0508,4.0453,4.4987,122835,60016,62819,8068832.27,35726079.229305,3986416.88,17632894.1409,4082415.39,18093185.088405
2020-03-17,4.4987,5.0,4.3708,4.6047,4.4955,5.0,4.3708,4.6047,91661,44689,46972,5828053.51,27191326.827661,2936023.26,13698831.616979,2892030.25,13492495.210682
2020-03-18,4.6047,4.6694,4.3179,4.6039,4.6052,4.6694,4.3179,4.6039,57007,28964,28043,2950337.06,13317556.297844,1468919.37,6629793.053067,1481417.69,6687763.244777
2020-03-19,4.6039,5.2868,4.4735,5.0403,4.602,5.2868,4.4735,5.0403,76050,40485,35565,4294046.97,20981453.594851,2194795.21,10725575.31705,2099251.76,10255878.277801
2020-03-20,5.0403,5.537,4.5227,4.8869,5.0391,5.537,4.5227,4.8869,104057,52929,51128,5478703.05,27932892.70356,2770079.7,14135206.072553,2708623.35,13797686.631007
2020-03-21,4.8869,5.1497,4.6684,5.008,4.8944,5.1497,4.6684,5.008,57043,29605,27438,3120870.87,15363321.926909,1588895.7,7821764.097305,1531975.17,7541557.829604
2020-03-22,5.008,5.2371,4.5361,4.5935,5.0059,5.2371,4.5361,4.5935,79572,40418,39154,5066867.87,24515151.765953,2550247.41,12337462.989498,2516620.46,12177688.776455
2020-03-23,4.5935,5.0812,4.5129,4.9669,4.592,5.0812,4.5129,4.9669,64867,34654,30213,3917425.63,18956731.936482,1991188.26,9638328.305796,1926237.37,9318403.630686
2020-03-24,4.9669,5.2,4.8636,5.0657,4.9701,5.2,4.8636,5.0657,64441,33882,30559,3588730.93,18053985.100265,1820426.96,9161795.34726,1768303.97,8892189.753005
2020-03-25,5.0657,5.2725,4.8981,5.0181,5.0637,5.2725,4.8981,5.0181,75410,38747,36663,3971608.96,20154569.069954,2023969.42,10278068.630912,1947639.54,9876500.439042
2020-03-26,5.0181,5.1153,4.9093,5.0968,5.02,5.1153,4.9093,5.0968,38455,20747,17708,1969015.47,9854194.735923,1023475.63,5123406.450068,945539.84,4730788.285855
2020-03-27,5.0968,5.2033,4.83,4.9209,5.0968,5.2033,4.83,4.9209,32984,15723,17261,2000610.24,10173966.43913,927039.08,4720386.68763,1073571.16,5453579.7515
2020-03-28,4.9209,4.9209,4.6212,4.8133,4.9176,4.9176,4.6212,4.8133,36133,18282,17851,2283731.32,10908274.649904,1143346.7,5463221.341596,1140384.62,5445053.308308
2020-03-29,4.8133,5.063,4.7737,4.8126,4.8141,5.063,4.7737,4.8126,30758,14775,15983,2094673.65,10296389.026093,964200.25,4737628.593762,1130473.4,5558760.432331
2020-03-30,4.8126,5.055,4.7993,4.9529,4.8099,5.055,4.7993,4.9529,36748,20932,15816,2323159.39,11471458.520714,1233575.1,6091549.521507,1089584.29,5379908.999207
2020-03-31,4.9529,5.0162,4.858,4.9341,4.9533,5.0162,4.858,4.9341,23388,11843,11545,1600667.2,7892015.935156,776221.67,3827480.282663,824445.53,4064535.652493
2020-04-01,4.9341,5.05,4.7816,5.0254,4.9374,5.05,4.7816,5.0254,38790,18901,19889,2837655.42,13978891.786815,1336682.68,6587063.630562,1500972.74,7391828.156253
2020-04-02,5.0254,5.3484,4.967,5.0957,5.0279,5.3484,4.967,5.0957,40459,21334,19125,2846603.99,14526982.908106,1479045.34,7543850.183128,1367558.65,6983132.724978
2020-04-03,5.0957,5.2387,4.9902,5.1164,5.0949,5.2387,4.9902,5.1164,32410,16126,16284,1921122.83,9859938.270296,928189.64,4766133.503023,992933.19,5093804.767273
2020-04-04,5.1164,5.2436,5.0429,5.1474,5.1163,5.2436,5.0429,5.1474,27630,14030,13600,1502218.31,7697372.985433,744592.45,3816893.649306,757625.86,3880479.336127
2020-04-05,5.1474,5.1837,4.9221,5.0296,5.1493,5.1837,4.9221,5.0296,23397,10647,12750,1294634.84,6553291.968045,607303.43,3075017.526166,687331.41,3478274.441879
2020-04-06,5.0296,5.6263,5.0258,5.6197,5.0281,5.6263,5.0258,5.6197,49330,26454,22876,2882987.93,15371625.223718,1513506.0,8066035.041236,1369481.93,7305590.182482
2020-04-07,5.6197,5.825,5.3765,5.4749,5.6223,5.825,5.3765,5.4749,48897,24760,24137,2660110.32,14969667.480225,1304702.1,7341364.665862,1355408.22,7628302.814363
2020-04-08,5.4749,5.91,5.4,5.8256,5.4726,5.91,5.4,5.8256,55360,28437,26923,3150588.43,17986940.942993,1602447.83,9149077.277257,1548140.6,8837863.665736
2020-04-09,5.8256,5.968,5.55,5.8893,5.8272,5.968,5.55,5.8893,39431,20060,19371,2254821.7,13040194.009102,1134293.77,6560739.031912,1120527.93,6479454.97719
2020-04-10,5.8893,5.9141,5.0691,5.2478,5.8833,5.9141,5.0691,5.2478,49863,23967,25896,2994030.31,16204364.686104,1418344.26,7661611.493441,1575686.05,8542753.192663
2020-04-11,5.2478,5.4,5.1258,5.2804,5.2499,5.4,5.1258,5.2804,30146,15444,14702,1689494.28,8896581.362774,824884.47,4346522.101353,864609.81,4550059.261421
2020-04-12,5.2804,5.4879,5.1703,5.3145,5.2778,5.4879,5.1703,5.3145,27433,14045,13388,1497010.67,7996354.036111,755053.22,4033267.018423,741957.45,3963087.017688
2020-04-13,5.3145,5.3159,5.0288,5.1805,5.3126,5.3159,5.0288,5.1805,37387,18375,19012,1969690.62,10079287.809438,959176.84,4910265.462349,1010513.78,5169022.347089
2020-04-14,5.1805,5.3499,5.0999,5.2449,5.1829,5.3499,5.0999,5.2449,30347,14817,15530,1495659.14,7837188.5138,731147.38,3833579.311198,764511.76,4003609.202602
2020-04-15,5.2449,5.3615,5.0775,5.1002,5.2425,5.3615,5.0775,5.1002,24216,12650,11566,1160189.25,6079019.513731,578640.84,3033196.921697,581548.41,3045822.592034
2020-04-16,5.1002,5.5636,4.8604,5.4755,5.1007,5.5636,4.8604,5.4755,48239,24339,23900,2783549.34,14609016.371265,1365481.23,7168568.995959,1418068.11,7440447.375306
2020-04-17,5.4755,5.4983,5.3247,5.3707,5.4763,5.4983,5.3247,5.3707,22448,11032,11416,1110844.38,6002616.328492,542640.24,2932230.153067,568204.14,3070386.175425
2020-04-18,5.3707,5.68,5.3687,5.6573,5.3714,5.68,5.3687,5.6573,27522,14300,13222,1498919.77,8309341.218737,767720.94,4255342.772417,731198.83,4053998.44632
2020-04-19,5.6573,5.7123,5.4026,5.4796,5.6581,5.7123,5.4026,5.4796,25810,13180,12630,1458697.8,8084908.517383,744095.91,4123890.801557,714601.89,3961017.715826
2020-04-20,5.4796,5.6077,5.1532,5.2249,5.4787,5.6077,5.1532,5.2249,35073,17374,17699,1860759.24,10053323.668336,888929.53,4803334.727867,971829.71,5249988.940469
2020-04-21,5.2249,5.3042,5.1151,5.1993,5.2207,5.3042,5.1151,5.1993,29092,15117,13975,1519922.63,7921382.113296,768078.82,4002693.373301,751843.81,3918688.739995
2020-04-22,5.1993,5.455,5.1544,5.3867,5.1993,5.455,5.1544,5.3867,19853,10896,8957,1143155.8,6079343.76424,619227.81,3292749.866752,523927.99,2786593.897488
2020-04-23,5.3867,5.7851,5.2911,5.6028,5.3877,5.7851,5.2911,5.6028,33753,17680,16073,2053600.59,11411882.545018,1036816.93,5762393.982173,1016783.66,5649488.562845
2020-04-24,5.6028,5.703,5.5185,5.5931,5.5993,5.703,5.5185,5.5931,27832,13529,14303,1669154.97,9372007.170543,824023.09,4627177.477842,845131.88,4744829.692701
2020-04-25,5.5931,5.861,5.5319,5.75,5.5958,5.861,5.5319,5.75,30542,14848,15694,1511962.61,8630543.057191,749773.36,4281606.986381,762189.25,4348936.07081
2020-04-26,5.75,6.2498,5.7213,6.2159,5.7485,6.2498,5.7213,6.2159,61123,30722,30401,3315421.98,19922085.840729,1661042.34,9977935.750047,1654379.64,9944150.090682
2020-04-27,6.2159,6.2751,5.9301,6.103,6.2168,6.2751,5.9301,6.103,46488,23060,23428,2844079.99,17321720.376677,1382486.44,8420811.618473,1461593.55,8900908.758204
2020-04-28,6.103,6.1729,5.952,6.1423,6.1021,6.1729,5.952,6.1423,27978,14377,13601,1498521.84,9094446.502074,753544.14,4574070.554915,744977.7,4520375.947159
2020-04-29,6.1423,6.9,6.1247,6.7433,6.1423,6.9,6.1247,6.7433,73348,38756,34592,4105988.78,26745721.107096,2143150.48,13962589.94479,1962838.3,12783131.162306
2020-04-30,6.7433,6.9998,6.2908,6.4418,6.7459,6.9998,6.2908,6.4418,70810,35014,35796,3270923.59,21760248.994011,1597659.69,10630770.16186,1673263.9,11129478.832151
2020-05-01,6.4418,6.6973,6.434,6.647,6.4402,6.6973,6.434,6.647,42973,22603,20370,1902739.36,12549343.309355,944092.91,6229120.847622,958646.45,6320222.461733
2020-05-02,6.647,7.6233,6.5607,7.4719,6.6491,7.6233,6.5607,7.4719,101274,52715,48559,4584273.89,32789496.496876,2317392.52,16562190.684488,2266881.37,16227305.812388
2020-05-03,7.4719,7.6294,7.0192,7.2077,7.4721,7.6294,7.0192,7.2077,91116,44396,46720,4745207.26,34764847.734632,2269952.62,16629146.400095,2475254.64,18135701.334537
2020-05-04,7.2077,7.3581,6.6385,7.214,7.2102,7.3581,6.6385,7.214,76235,37867,38368,4163401.1,29248892.663183,2002402.4,14065448.149082,2160998.7,15183444.514101
2020-05-05,7.214,7.4857,6.9977,7.1905,7.2127,7.4857,6.9977,7.1905,58402,29763,28639,3172857.62,23032700.783334,1539159.02,11180558.796355,1633698.6,11852141.986979
2020-05-06,7.1905,7.3344,6.7914,6.8379,7.1911,7.3344,6.7914,6.8379,45527,22454,23073,2109888.25,15105171.742355,1054491.61,7556398.677249,1055396.64,7548773.065106
2020-05-07,6.8379,7.2262,6.7809,7.09,6.8354,7.2262,6.7809,7.09,47353,23789,23564,2412697.21,16923810.587682,1158386.18,8127453.21349,1254311.03,8796357.374192
2020-05-08,7.09,7.3176,6.933,7.1445,7.096,7.3176,6.933,7.1445,36571,18879,17692,1874996.95,13388380.749696,938183.31,6701691.755929,936813.64,6686688.993767
2020-05-09,7.1445,7.263,7.0,7.0544,7.1453,7.263,7.0,7.0544,29872,14362,15510,1533992.13,10972640.434941,740801.46,5301169.43177,793190.67,5671471.003171
2020-05-10,7.0544,7.0655,5.5327,6.1909,7.0543,7.0655,5.5327,6.1909,120276,57479,62797,6505711.89,39988048.762454,3138349.42,19278437.290815,3367362.47,20709611.471639
2020-05-11,6.1909,6.3244,5.6,6.0165,6.1879,6.3244,5.6,6.0165,58542,29497,29045,3433222.19,20696855.674928,1678520.31,10132682.396301,1754701.88,10564173.278627
2020-05-12,6.0165,6.2271,5.887,6.0888,6.0147,6.2271,5.887,6.0888,30137,14424,15713,1871247.76,11387090.661593,902064.86,5490045.526933,969182.9,5897045.13466
2020-05-13,6.0888,6.2909,6.0021,6.2145,6.084,6.2909,6.0021,6.2145,25697,12377,13320,1554771.8,9574878.506201,742705.91,4575920.580059,812065.89,4998957.926142
2020-05-14,6.2145,6.3677,6.08,6.2779,6.2127,6.3677,6.08,6.2779,33404,16424,16980,2040097.0,12752798.158265,985173.37,6161209.870008,1054923.63,6591588.288257
2020-05-15,6.2779,6.7026,6.1013,6.5011,6.2779,6.7026,6.1013,6.5011,52463,25831,26632,3380544.95,21783294.164257,1623145.76,10455654.447523,1757399.19,11327639.716734
2020-05-16,6.5011,6.857,6.4345,6.6938,6.5026,6.857,6.4345,6.6938,58983,30868,28115,3804691.76,25571271.687682,1914379.06,12868413.13699,1890312.7,12702858.550692
2020-05-17,6.6938,6.7868,6.5,6.6575,6.6884,6.7868,6.5,6.6575,26918,13141,13777,1597018.26,10663573.149196,807111.47,5390104.694414,789906.79,5273468.454782
2020-05-18,6.6575,6.92,6.5823,6.712,6.6646,6.92,6.5823,6.712,29090,15494,13596,1743266.14,11760450.05361,896853.98,6052887.679985,846412.16,5707562.373625
2020-05-19,6.712,6.7342,6.5495,6.6712,6.7089,6.7342,6.5495,6.6712,20137,10971,9166,1195498.16,7938532.080506,624359.73,4145778.284921,571138.43,3792753.795585
2020-05-20,6.6712,6.685,6.2637,6.4513,6.6637,6.685,6.2637,6.4513,25702,11354,14348,1538154.11,10040363.247696,706596.56,4616848.664554,831557.55,5423514.583142
2020-05-21,6.4513,6.5312,5.9282,6.1255,6.4516,6.5312,5.9282,6.1255,30768,14480,16288,1870498.06,11647917.933913,891883.79,5564401.827079,978614.27,6083516.106834
2020-05-22,6.1255,6.6153,6.0803,6.4632,6.1262,6.6153,6.0803,6.4632,28597,15331,13266,1827464.75,11630638.168786,951393.36,6053998.941773,876071.39,5576639.227013
2020-05-23,6.4632,6.6332,6.38,6.5575,6.4623,6.6332,6.38,6.5575,20957,10762,10195,1310470.19,8512609.528383,676877.63,4396402.781327,633592.56,4116206.747056
2020-05-24,6.5575,6.789,6.4903,6.5819,6.5547,6.789,6.4903,6.5819,36796,17954,18842,2411930.46,16076166.885142,1141013.77,7606666.145615,1270916.69,8469500.739527
2020-05-25,6.5819,6.9147,6.503,6.8067,6.5759,6.9147,6.503,6.8067,34563,18397,16166,2009118.31,13594081.266969,1055874.21,7146592.76699,953244.1,6447488.499979
2020-05-26,6.8067,6.8337,6.5365,6.708,6.8054,6.8337,6.5365,6.708,26237,12860,13377,1614681.94,10813868.765101,774093.76,5182461.47022,840588.18,5631407.294881
2020-05-27,6.708,6.8358,6.6686,6.7757,6.7096,6.8358,6.6686,6.7757,23698,12393,11305,1471372.26,9917742.452712,748486.86,5045330.662617,722885.4,4872411.790095
2020-05-28,6.7757,6.883,6.6768,6.8609,6.7756,6.883,6.6768,6.8609,24607,12934,11673,1426801.78,9657858.851611,723865.7,4901233.809015,702936.08,4756625.042596
2020-05-29,6.8609,7.3094,6.8592,7.2254,6.8625,7.3094,6.8592,7.2254,47853,24155,23698,2920138.89,20802075.379252,1427329.53,10166387.803893,1492809.36,10635687.575359
2020-05-30,7.2254,7.5803,7.1,7.4928,7.2278,7.5803,7.1,7.4928,44680,22798,21882,2126573.16,15603811.576296,1093947.95,8032745.656507,1032625.21,7571065.919789
2020-05-31,7.4928,7.4957,6.6016,6.9388,7.4937,7.4957,6.6016,6.9388,59022,27851,31171,2547679.94,18228795.641635,1213079.35,8684891.364627,1334600.59,9543904.277008
2020-06-01,6.9388,7.2546,6.856,7.2045,6.9388,7.2546,6.856,7.2045,54795,27913,26882,2338204.77,16463493.298668,1185584.56,8352608.119246,1152620.21,8110885.179422
2020-06-02,7.2045,7.3195,6.6346,6.9781,7.2058,7.3195,6.6346,6.9781,61804,29113,32691,2544360.71,17996451.860845,1213855.12,8584733.328636,1330505.59,9411718.532209
2020-06-03,6.9781,7.0131,6.7876,6.9413,6.9778,7.0131,6.7876,6.9413,33636,17185,16451,1247535.52,8626919.48462,634179.92,4387149.451348,613355.6,4239770.033272
2020-06-04,6.9413,7.0417,6.7743,6.9152,6.9425,7.0417,6.7743,6.9152,42221,21379,20842,1520356.78,10527289.65774,738581.11,5116635.222779,781775.67,5410654.434961
2020-06-05,6.9152,6.9681,6.7774,6.8436,6.913,6.9681,6.7774,6.8436,33112,16343,16769,1128745.49,7770289.853196,553985.09,3814989.084963,574760.4,3955300.768233
2020-06-06,6.8436,6.9125,6.78,6.862,6.8394,6.9125,6.78,6.862,20956,10770,10186,737185.65,5051722.632209,381811.07,2616395.792887,355374.58,2435326.839322
2020-06-07,6.862,6.8891,6.6166,6.8326,6.8605,6.8891,6.6166,6.8326,28103,13635,14468,935207.74,6341203.054143,437326.02,2965959.156173,497881.72,3375243.89797
2020-06-08,6.8326,6.9334,6.7323,6.9004,6.8342,6.9334,6.7323,6.9004,23058,11920,11138,810045.22,5521645.95697,400780.21,2733965.937712,409265.01,2787680.019258
2020-06-09,6.9004,6.9316,6.709,6.7826,6.8998,6.9316,6.709,6.7826,17077,8616,8461,674949.52,4590151.79336,326730.36,2222361.808911,348219.16,2367789.984449
2020-06-10,6.7826,6.8345,6.7018,6.8084,6.7811,6.8345,6.7018,6.8084,17363,8348,9015,682301.33,4623291.640269,336132.73,2278430.206134,346168.6,2344861.434135
